V1,V2,authors
-0.016786579671257927,-0.009808504655918858,A Ahumada
-0.013674713345691094,0.018398977165580133,A Albrecht
-0.0142330915697195,-0.01777526832282257,A Alvarez
-0.01361586228463099,0.002178873959677206,A Arditi
-0.0066666338222987325,0.01555412786203944,A Azevedo
0.04268160537184183,0.009259952871476062,A Baeck
0.047874026210760916,0.013451825296124884,A Bagic
-0.017783729604316515,-0.014454162742101203,A Bahill
-0.02463680257396757,-0.01509949443773355,A Bartholomew
-0.014890169340718473,0.027546447747825466,A Belopolsky
-0.002726016067048137,-0.020921555102053145,A Berg
0.00314603381874891,-3.820892917216717e-4,A Bergeron
-0.014249118590979664,-0.011838944968252059,A Blakeman
0.02717320008027687,0.013495884432423402,A Blangero
-0.006284272342969421,0.012604217008043369,A Blavier
-0.00722583783997452,0.013128487639222306,A Boremanse
0.05257681905714695,0.006337144842077625,A Bosco
-0.02769863145872221,-0.010326801825269506,A Bovik
-0.014139871414201626,-0.025134300718919967,A Boydstun
0.029789846874310758,0.01549695555050368,A Brechmann
-0.033967314591304726,0.019909915436737088,A Brown
-0.01983375932419627,-0.03376072250686138,A Bruno
-0.004031721146876225,0.006599083694883662,A Buonocore
0.06195059914827064,-0.004193703584121398,A Caclin
0.02427586746564634,0.02691097323104056,A Caldara
0.007693591510098857,-1.6189066916849026e-5,A Calder
-0.01473438635821983,0.002963525503377991,A Cantone
0.036320399562513254,0.014000789463508878,A Caramazza
0.017668355471822703,-0.007912930258270088,A Casile
-0.013590723670096649,-4.2622449048085483e-4,A Chauvin
-0.013613426078528279,-0.0010629518675754328,A Chopin
0.001432065610083662,-0.007870177819228314,A Christensen
-0.012508366557556168,-0.02066629598386751,A Clarke
-0.008268464766953507,-0.00961904306512102,A Coakley
0.00247148005100391,-0.02163124601364421,A Cowey
-0.021122682310280198,-0.022222189129530157,A Craft
-0.022371542708310457,-0.06303602674947605,A D'Antona
-0.003150631194828514,0.015307509145064803,A Dabbagh
-0.014931930362263486,-0.011946995050555659,A DelPozo
-0.0015823867813620671,0.017039099570177026,A Dubrowski
0.05601579997302363,-0.006038607279675683,A Elaine
-0.008161588465633413,-0.0063600893895499715,A Era
-0.0030705442981095506,0.007464252624239005,A Facoetti
0.013152087107951883,0.0038804535809400394,A Farnè
-0.016524863861977608,0.013233089133135824,A Fazl
0.011753929548951918,0.011557936555510429,A Feiler
-0.017301956110363063,-0.00919941928485857,A Fitzgibbon
-0.011949592893772601,-0.01925967227606766,A Flevaris
0.014631073160099418,-0.010862258242414801,A Furuta
-0.018723818086136823,-0.02229323960334741,A Galmonte
-0.024080237269020976,-0.019642885286787502,A Gilchrist
-0.014125862972473167,0.026622468258432088,A Giordano
-0.02122016527064158,-0.015043150444873091,A Girshick
-0.02472668605323238,-0.011754896750788545,A Glennerster
-0.008833004350329727,0.006560901943967388,A Gorbunov
-0.009302448331739583,0.007096264161708255,A Gorea
0.03231685772724005,-0.005500052535307555,A Greenberg
-0.006082719675676131,-0.0052174575129092255,A Guillaume
0.039283935671852156,0.003942843926251852,A Hall
0.014132822802018654,0.014397597738652925,A Harel
0.028115723914148124,0.01698779520646904,A Harris
-0.03119892141583019,-0.06378353868701063,A Haun
0.053308321385240096,0.014181139796299449,A Hebrank
6.402177029133547e-4,0.020019911448917162,A Heering
-0.02313805375303959,0.03488329558039165,A Hillstrom
-0.02458129796084089,0.002047845622397978,A Holcombe
-0.03099816843870192,0.062312860526701576,A Hollingworth
-0.0161019488900529,-0.01162606185146395,A Hon
0.0034337130378700037,0.012909085209764545,A Hoover
-0.01247651278182791,0.002671250383732687,A Hsu
-0.016101948890052904,-0.011626061851463951,A Huang
-0.012550344313426337,-0.03522677325133699,A Huk
-0.005290279906931042,-0.007411407945451659,A Hunt
-0.014756812029388831,-0.020510837899325073,A Hurlbert
-0.01111459187203503,0.02981126071078114,A Huth
-0.014483133788788538,0.020404313597911478,A Hwang
-0.010327415772905562,-0.00487388947501798,A Ing
-0.011212397978957449,0.015133900658630385,A Ingvarsdottir
-0.015696853285388928,-0.05414512592589609,A Inokuma
-0.01644475866166765,-0.023263511165897612,A Jain
0.014917358556233395,-0.010569900054694303,A Janette
-0.0225242942236369,-5.64063319796995e-4,A Jiang
-0.015132156038037962,-0.024819415351739794,A Johnson
-0.027438831505875755,-0.054245898638008945,A Johnston
0.017320500402539758,-0.024926794268364607,A Jurcoane
-0.016634416372383387,0.008316765967507746,A Kalia
-0.007342102123403626,0.010410157506002196,A Kamyab
0.005021106887068126,0.008070886944090359,A Khan
-0.009587132275618767,0.030934158987797347,A Kingstone
0.013675020776625944,-0.016529539077404738,A Kitaoka
-0.001292510161401883,0.018535189282643666,A Klin
0.014951026243714994,-0.013493383727125555,A Koene
-0.017474538972312912,-0.010609577506931533,A Kolarik
-0.015154700888948953,0.024519268685435844,A Kramer
0.0053124356242676566,0.005985246704669804,A Kreiter
-0.011212397978957454,0.015133900658630389,A Kristjansson
-0.01805902167589056,0.01656698531808612,A Kumar
0.0032539318843889903,0.01476965672362756,A Landau
0.004089829328090301,0.018474404481960468,A Larson
9.624068742904241e-4,-0.006101049754738039,A Le
-0.022306210396053135,0.03619180795567853,A Leber
-0.014459035083058883,-0.019156070486079455,A LeClair
-0.01656481610586647,-0.04373536655052531,A Lee
0.0033712707144681847,-0.002652578206922878,A Leonova
-0.023741915807069535,-0.05427282682372222,A Li
-0.007484696897525806,0.022778015492671493,A List
-0.005144512759692496,0.010351132720912417,A Little
-0.036698847992612624,0.08513046859780443,A Lleras
-0.027401888276718314,-0.021142409574375964,A Logvinenko
0.009234777339786981,-0.053420048331943214,A Mallik
-0.010029229668941651,0.005143129417114173,A Martinez
-0.010834038724522014,0.028761128225989196,A McCollough
-0.011364887447465454,-0.005111222824208001,A Mojica
-0.015518330775260335,-0.014519261514721568,A Montagnini
-0.013133745970992922,0.010305226982080777,A Nagy
