author,authorsSim,year
P Kanerva,0.9644345039119115,2000
P Kayser,1.1623367334270864,2000
P Lane,1.1336193145687379,2000
P Li,1.2385462165605619,2000
P Luce,1.0781647494676414,2000
P Maglio,1.2658459681928709,2000
P Molenaar,0.7455851589980784,2000
P Resnik,0.7824070664692847,2000
P Schyns,1.3101876008582196,2000
P Thagard,1.2998376077597913,2000
P Wiemer-Hastings,1.2830928998497602,2000
P Zelazo,1.2777886343537677,2000
R Adolphs,0.7555870402344131,2000
R Atkinson,1.3408307760393068,2000
R Bongers,1.297159901263473,2000
R Branstrom,1.2707768994079298,2000
R Campbell,0.7781178332428302,2000
R Carlson,1.0251398886323817,2000
R Catrambone,1.3209049304400016,2000
R Falk,1.2205436155493206,2000
R Ferguson,1.398572118910418,2000
R Frank,1.2881412728822836,2000
R Freedman,1.325049983089375,2000
R French,1.250543443410475,2000
R Gabriel,1.0669594971072418,2000
R Golden,1.379922464570491,2000
R Goldstone,1.3026957156059336,2000
R Golinkoff,1.2767521765979524,2000
R Hall,1.3510357625805116,2000
R Jacobs,1.2882318279686968,2000
R Kovordányi,1.1897952218765373,2000
R Lea,1.1623367334270864,2000
R Morrison,1.0023352078651335,2000
R Ploetzner,1.3250624924063537,2000
R Rauh,1.2588153160730218,2000
R Remington,1.273738665055916,2000
R Rhine,1.1871209261377282,2000
R Shillcock,1.2326748123297722,2000
R Sidman,1.398133088875518,2000
R Taraban,1.1845695135643401,2000
R Taylor,1.3532822867365846,2000
R Vollemeyer,1.2417249187036266,2000
R Vollmeyer,1.3774088333280767,2000
R West,1.2415522416685703,2000
S Akamatsu,0.7781178332428302,2000
S Bay,1.1732841175219357,2000
S Becker,0.710448925734641,2000
S Beller,1.3250624924063537,2000
S Blessing,1.1727072290094163,2000
S Blok,1.3820963194588023,2000
S Bode,1.19070929512257,2000
S Boudelaa,1.3209646455279365,2000
S Bredart,1.30051809717757,2000
S Brem,1.3267613468593593,2000
S Curtin,1.2733177224422234,2000
S Curtiss,1.19070929512257,2000
S Fox,1.344934225081746,2000
S Gillis,1.1724906689571433,2000
S Gross,1.394181028531074,2000
S Howell,1.1339407672734627,2000
S Hutchins,0.7763760331326263,2000
S Jones,1.3680646210144944,2000
S Kirschenbaum,1.311825575268455,2000
S Kuehne,1.211362909435612,2000
S Levy,0.7186414975410526,2000
S MacAndrew,1.2705989002751645,2000
S Mahadevan,1.2205436155493206,2000
S Marcovitch,1.2777886343537677,2000
S McDonald,0.7685289655978023,2000
S Ohlsson,1.1248225657531414,2000
S Scott,1.3633589805849458,2000
S Trickett,1.343651510280141,2000
S Venn,1.3017166209489552,2000
S Vosniadon,1.2998376077597913,2000
T Baldwin,0.7662144461741763,2000
T Griffith,1.1935885022763102,2000
T Griffiths,0.7732459021238355,2000
T Harley,1.2705989002751645,2000
T Johnson,1.0681865020733292,2000
T Kusumi,1.1881676612805658,2000
T Matsuoka,1.1881676612805658,2000
T Mintz,1.241814475843443,2000
T Moher,1.1959100939100538,2000
T Ngo,1.199741039973941,2000
T Nokes,1.2571192140036909,2000
T Okada,1.2685234871305435,2000
T Shimokido,1.2685234871305435,2000
T Shipley,1.2358277371004425,2000
T Shultz,1.285738072403433,2000
T Tsuchiya,1.149235221399192,2000
T Yamauchi,1.3967352750756934,2000
U Hahn,1.1598595284800959,2000
U Maier,1.3645522057545163,2000
V Ferreira,1.325983356863317,2000
V Nieves,1.0217543687074864,2000
V Patel,1.273738665055916,2000
V Pomeroy,1.3369017676526462,2000
V Sloutsky,1.2127937488813003,2000
V Teller,1.2745714987111185,2000
W Ahn,1.3965534314755175,2000
W Badecker,1.2881412728822836,2000
W Fu,1.248598821890784,2000
W Gray,1.2772549390745953,2000
W Haselager,1.297159901263473,2000
W Killgore,1.378614788744085,2000
W Lowe,0.7685289655978023,2000
W Marslen-Wilson,1.2361514179330548,2000
W Schoppek,1.168536105554818,2000
W Tabor,0.7696765433982049,2000
W Tack,1.3642618844998078,2000
W Wattenmaker,1.0572438200617191,2000
W Zuidema,0.7667853086815167,2000
Y Hagmayer,1.3882749825132916,2000
Y Katagiri,1.3793138566808838,2000
Y Kobayashi,1.2079288889271154,2000
Y Lo,1.382664606978678,2000
Y Takano,1.3226257713708387,2000
Y Yang,1.3848213881260816,2000
Z Estes,1.1359083620246784,2000
A Asudeh,1.2435070320791888,2001
A Borghi,1.0469547120725333,2001
A C.Hinds,1.234429531941183,2001
A Cangelosi,1.1909772786689277,2001
A Cardoso,1.2731252898876484,2001
A Corebett,1.2855083101217348,2001
A Feeney,1.1971966851937985,2001
A Feinman,1.3228872876484201,2001
A Fisher,1.309487892488629,2001
A Friederici,1.2681493827698218,2001
A Gordon,1.179940775585319,2001
A Graesser,1.1413138228453619,2001
A Green,0.9977947111910316,2001
A Harrison,1.2996128722939506,2001
A Healy,1.293681980988865,2001
A Howes,1.0988104957767186,2001
A Karnavat,1.3316698185523759,2001
A Markman,1.3118761746175749,2001
A Masnick,1.2535291523607457,2001
A Naples,1.2056198661066229,2001
A Napolitano,1.3086728793355755,2001
A Pyke,1.2349213879493206,2001
A Raftopoulos,1.3105733803013855,2001
A Reid,1.2941842906177805,2001
A Salah,1.3645869731103981,2001
A Sanford,1.3698266903891847,2001
A Soares,1.1709055922536402,2001
A Welder,1.3749062176471163,2001
A Woodward,1.228634850929901,2001
B Bowdle,1.1240497762551778,2001
B Burns,1.393723164492726,2001
B Corrigan,1.228634850929901,2001
B Kokinov,1.237064310110407,2001
B Morris,1.2264475841050821,2001
B Olde,1.2822894405153538,2001
B Randall,1.3443780564722623,2001
B Rehder,1.1032637650563797,2001
B Rittle-Johnson,1.1884080128627363,2001
B Schaper,1.0557661577574233,2001
B Terry,1.3316698185523759,2001
B Tonkes,1.3540990095144907,2001
B Troung,1.2278306313965728,2001
B Tversky,1.402950546805474,2001
C Blunt,0.9481926490704031,2001
C Buck-Gengler,1.293681980988865,2001
C Callaway,1.3113634108775378,2001
C Cance,1.1776902909295612,2001
C Constantinou,1.3106719169975871,2001
C Correa,1.1709055922536402,2001
C Drake,1.355184691224179,2001
C Glasmacher,1.308732599081341,2001
C Goodwin,1.2958375797917714,2001
C Graci,1.1479902080789866,2001
C Hadjichristidis,1.262610552570195,2001
C Johnson,1.2302381060312424,2001
C Kilbreath,1.3749062176471163,2001
C LeBaron,1.2958375797917714,2001
C Longworth,1.3443780564722623,2001
C Miller,1.102064823621027,2001
C Rose,1.4024882851138578,2001
C Sandhofer,1.3945501528094704,2001
C Schunn,1.2604645822847695,2001
C Stilwell,1.3118761746175749,2001
C Thompson,1.047275905571787,2001
C Ullrich,1.308732599081341,2001
C Walsh,1.3217690552731793,2001
D Abernethy,1.2698669407733165,2001
D Allbritton,1.4024882851138578,2001
D Beaver,1.2765647931433648,2001
D Billman,1.0545616381715284,2001
D Bree,1.2919005570531485,2001
D Casasanto,1.2360967581100957,2001
D Dubois,1.1776902909295612,2001
D Fisher,1.1917558567998405,2001
D Franceshetti,1.3316698185523759,2001
D Fum,1.036028596090873,2001
D Gentner,1.1352370196990849,2001
D Hackett,1.3316127334233496,2001
D Harter,1.2629148221872628,2001
D Hilton,1.0450783014034826,2001
D Janetzko,1.1711921390328315,2001
D Klahr,1.1776213198194063,2001
D Liu,1.277976558067939,2001
D Malaspina,1.3283461001517138,2001
D Mareschal,1.2513102966459417,2001
D Medin,0.9750700382545194,2001
D Meehan,1.3222771872268644,2001
D Navarro,1.144711221245597,2001
D Noelle,1.079791569586338,2001
D Over,1.2140542312802454,2001
D Parisi,1.1909772786689277,2001
D Peebles,1.1542257352164933,2001
D Pozega,1.42644171591576,2001
D Richardson,1.1901419575471395,2001
D Sleeman,1.299194722589052,2001
D Tanaka,1.177224636465433,2001
D Yarlett,1.1709058343411547,2001
E Aplaydin,1.3645869731103981,2001
E Bard,1.423823100084398,2001
E Cardillo,1.2961178524810717,2001
E Chew,1.44174223127764,2001
E Colunga,1.3104828853296138,2001
E Cooper,1.343776497457826,2001
E Fleischman,1.3579978567091402,2001
E Hoenkamp,1.226890433641144,2001
E Laurent,1.0618984519144818,2001
E Littleton,1.3328354945162675,2001
E Melis,1.308732599081341,2001
E Pothos,1.156766808021474,2001
E Sander,1.2014040415907914,2001
E Wisniewski,1.3528886792637942,2001
F Costello,1.2915678962651949,2001
F Gobet,1.1758226171033814,2001
F Gosselin,1.3226994455691585,2001
F Hesse,1.1340764473888367,2001
F Jones,1.1505379737717647,2001
F Keller,1.2435070320791888,2001
F Missier,1.036028596090873,2001
F Pollick,1.3698266903891847,2001
G Aist,1.1343109134515565,2001
G Bingham,1.4752352453899529,2001
G Cottrell,0.9883771450775232,2001
G Cree,0.9997970684676512,2001
G d'Ydewalle,1.3140449316981406,2001
G Gaskell,1.2050603718695803,2001
G Gergely,1.3857397664611777,2001
G Halford,1.2146043526224575,2001
G Knoblich,1.2681493827698218,2001
G McCallie,1.3316698185523759,2001
G Miles,1.2259592830283532,2001
G Murphy,1.1032637650563797,2001
G Newman,1.1278078053149996,2001
G Spanoudis,1.3106719169975871,2001
G Westermann,1.1073426147815644,2001
H Barrett,1.2567243894841607,2001
H Bekkering,1.3857397664611777,2001
H Chaput,1.3078780735204274,2001
H Ishiguro,1.3422405299352231,2001
H Kadlec,1.1297846949403128,2001
H Moss,1.1698133649890552,2001
H Neth,1.0844094759395837,2001
H Nilsson,1.1657355339954028,2001
H Ogasawara,1.2127956658915786,2001
H Ohnishi,1.250371389664119,2001
H Olsson,1.1657355339954028,2001
H Paterson,1.3698266903891847,2001
H Richman,1.1172966601657306,2001
H Ripoll,1.0618984519144818,2001
H Shirouzu,1.0964475299569252,2001
H Simon,1.1172966601657306,2001
H Stott,1.3799454831856819,2001
H Suzuki,1.2667571286556742,2001
H Tabbers,1.3965258360323234,2001
H Vugt,1.226890433641144,2001
H White,1.2460532692547508,2001
H Wiese,1.093124580370901,2001
H Yoshida,1.355184691224179,2001
I Kiraly,1.3857397664611777,2001
I McLaren,1.1221484238828896,2001
I Umata,1.204271891338262,2001
I Wachsmuth,1.3505532881182125,2001
I Zipitria,1.2863305203903415,2001
J Andrews,1.220161598910423,2001
J Barnden,1.183389120290386,2001
J Behr,1.1278078053149996,2001
J Bolte,1.326805278557982,2001
J Bonnefon,1.0450783014034826,2001
J Brown,1.2430797321713696,2001
J Bullinaria,1.216742079650654,2001
J Cheung,1.292493434244955,2001
J Choplin,1.1867138764833423,2001
J Cochener,1.1182271407198847,2001
J Davenport,1.3316127334233496,2001
J Detre,1.2360967581100957,2001
J Edwards,1.353420066921459,2001
J Elman,1.0326768653870508,2001
J Evans,1.2140542312802454,2001
J Gratch,1.1078183305604845,2001
J Hale,1.356845959769035,2001
J Hallinan,1.3815989802753676,2001
J Hampton,0.9977947111910316,2001
J Hurford,1.3033676407827046,2001
J Introne,1.3228872876484201,2001
J Katz,1.1605712743427021,2001
J Kounios,1.2360967581100957,2001
J Krems,1.1305438678444408,2001
J Krug,1.2198272021946834,2001
J Lester,1.3113634108775378,2001
J Lewis,1.1537108897768193,2001
J Lindsay,0.9481926490704031,2001
J Marineau,1.3316698185523759,2001
J McClelland,1.1844368539402326,2001
J McDowall,1.2698669407733165,2001
J McFadzean,1.369412406317686,2001
J Merrienboer,1.3965258360323234,2001
J Moore,1.4024882851138578,2001
J Movellan,1.2856871192257895,2001
J Nelson,1.2856871192257895,2001
J Oberlander,1.1556650006912168,2001
J Perner,1.268338736661541,2001
J Quayle,1.1549616782169925,2001
J Rodd,1.1191847820768224,2001
J Slemmer,1.3773001578735558,2001
J Smith,1.2698669407733165,2001
J Snedeker,1.2293298222095168,2001
J Sougne,1.2924373968405152,2001
J Staszewski,1.1172966601657306,2001
J Swanson,1.355184691224179,2001
J Tenenbaum,1.0613165646573857,2001
J Trafton,1.27471531764079,2001
J Trueswell,1.2293298222095168,2001
J Utman,1.2961178524810717,2001
J Watson,1.3332091744975645,2001
J Weisberg,1.32140797438227,2001
J Wiles,1.3540990095144907,2001
J Wiley,1.29180552483871,2001
K Abe,1.2667571286556742,2001
K Anderson,1.1966144872147484,2001
K Gluck,1.077982686818544,2001
K Hiraki,1.2667571286556742,2001
K Holyoak,1.1253823307460173,2001
K Koedinger,1.1660887773134432,2001
K Kurtz,1.0655732074212771,2001
K Kwok,1.1844368539402326,2001
K Livingston,1.220161598910423,2001
K McRae,0.8950782505705239,2001
K Miwa,1.2789701426003945,2001
K Moll,1.2961178524810717,2001
K Rinella,1.1893134803134155,2001
K Sacco,1.2785718990077939,2001
K Thorpe,1.2590970107815644,2001
K VanLehn,1.4024882851138578,2001
K Whitley,1.1917558567998405,2001
K Wiemer-Hastings,1.2198272021946834,2001
L Akarun,1.3645869731103981,2001
L Ball,1.1549616782169925,2001
L Bonnar,1.3226994455691585,2001
L Boroditsky,1.3116049331295287,2001
L Cohen,1.3078780735204274,2001
L Connell,1.2120387725718944,2001
L Copeland,1.369412406317686,2001
L Gudel,1.355184691224179,2001
L Macedo,1.2731252898876484,2001
L Magnani,1.2652800492836138,2001
L Menn,1.293681980988865,2001
L Mujica-Parodi,1.3283461001517138,2001
L Novick,1.1917558567998405,2001
L Paul,1.2939764295509315,2001
L Perez-Miranda,1.0802004198507376,2001
L Richardson,1.3102940083804437,2001
L Rips,1.1278078053149996,2001
L Smith,1.2891375570215484,2001
L Tyler,1.167065575864844,2001
M Adenzato,1.2785718990077939,2001
M Andrews,1.257774730088073,2001
M Aylett,1.423823100084398,2001
M Baumann,1.1305438678444408,2001
M Bucciarelli,1.2785718990077939,2001
M Burton,1.2350846288101764,2001
M Casteren,1.1698133649890552,2001
M Chen,1.3493587130518305,2001
M Christiansen,1.2731792935520394,2001
M Corley,1.373023810431747,2001
M Ellefson,1.2623732042064684,2001
M Elshaw,1.30559000217763,2001
M Feist,1.254525590103261,2001
M Firment,1.2627886737814302,2001
M Flanery,1.0782932516579538,2001
M Frank,1.3116049331295287,2001
M Gasser,1.228634850929901,2001
M Greer,1.1698133649890552,2001
M Hare,1.18874709946748,2001
M Imai,1.3422405299352231,2001
M Johannesson,1.1614149240467664,2001
M Keane,1.3316127334233496,2001
M Kemmelmeier,1.0450783014034826,2001
M Lee,1.144711221245597,2001
M Lepper,1.1605712743427021,2001
M Lovett,1.2430797321713696,2001
M MacLeod,1.289797675391594,2001
M Matessa,1.2989279931286677,2001
M Mermillod,1.3799517413631666,2001
M Miyazaki,1.2667571286556742,2001
M O'Toole,1.1556650006912168,2001
M Oram,1.289797675391594,2001
M Pelley,1.346510057312859,2001
M Piñango,1.150801933185282,2001
M Rabinowitz,1.012498753417331,2001
M Ramscar,1.0946280159549868,2001
M Schoelles,1.3665698384248568,2001
M Spivey,1.1565143737969126,2001
M Sugimoto,1.2983987879209127,2001
M Suret,1.0514349484614398,2001
M Tamariz,1.2456202286882307,2001
M Thomas,1.234429531941183,2001
M Tyler,1.3331005721656215,2001
M Vilcu,1.0494906558657877,2001
M Werning,1.1010978276747696,2001
M Wolters,1.2765647931433648,2001
M Yip,1.280317241939882,2001
M Young,1.2074360209321457,2001
N Braisby,1.148834089241751,2001
N Caramelli,1.0469547120725333,2001
N Chang,1.250425355905945,2001
N Charter,1.3799454831856819,2001
N Chater,1.178116534463849,2001
N Davidenko,1.0376543559431841,2001
N Kim,1.3627163718028141,2001
N Kirkham,1.3773001578735558,2001
N Marcus,1.2146043526224575,2001
N Nersessian,1.348064082206744,2001
N Silverbag,1.1297846949403128,2001
N Stewart,1.3799454831856819,2001
N Swoboda,1.204271891338262,2001
N Taatgen,1.1463103134779284,2001
N Zareva-Toncheva,1.237064310110407,2001
O Vilarroya,1.2037955283596518,2001
P Bach,1.2681493827698218,2001
P Berretty,1.062889268936835,2001
P Brna,1.2350846288101764,2001
P Cheng,1.061074086370688,2001
P Delahanty,1.1172966601657306,2001
P Dwyer,1.220161598910423,2001
P Feltovich,1.2958375797917714,2001
P Gerjets,1.308732599081341,2001
P Healey,1.204271891338262,2001
P Johnson-Laird,1.370682103056313,2001
P Juslin,1.1657355339954028,2001
P Lane,1.267278578288078,2001
P Langley,1.299194722589052,2001
P Lee,1.402950546805474,2001
P Monaghan,1.2937562274616552,2001
P Munro,0.9956335500611294,2001
P Oudeyer,1.198239791998994,2001
P Pexman,1.3050865457627259,2001
P Quinn,1.3799517413631666,2001
P Schyns,1.3226994455691585,2001
P Shah,1.2460532692547508,2001
P Slezak,1.2981832824960575,2001
P Slusarz,1.1794714692116819,2001
P Smolensky,1.356845959769035,2001
P Thagard,1.42644171591576,2001
P Todd,1.3033676407827046,2001
P Wiemer-Hastings,1.2863305203903415,2001
R Alterman,1.3228872876484201,2001
R Atkinson,1.353293666342898,2001
R Baker,1.2855083101217348,2001
R Bilder,1.3283461001517138,2001
R Breheny,1.0624919098157721,2001
R Byrne,1.2750818106482709,2001
R Cabasaan,1.228634850929901,2001
