"","from","to","year"
"24947",1124,2256,2009
"24948",1125,1570,2009
"24949",1125,1574,2009
"24950",1125,1642,2009
"24951",1125,1880,2009
"24952",1126,1843,2009
"24953",1127,1169,2009
"24954",1127,1180,2009
"24955",1127,1897,2009
"24956",1128,1986,2009
"24957",1129,2006,2009
"24958",1130,1292,2009
"24959",1130,2001,2009
"24960",1131,1532,2009
"24961",1132,2257,2009
"24962",1133,1284,2009
"24963",1133,1410,2009
"24964",1133,1634,2009
"24965",1133,1944,2009
"24966",1134,2160,2009
"24967",1135,1166,2009
"24968",1135,1179,2009
"24969",1135,1417,2009
"24970",1135,1567,2009
"24971",1135,2258,2009
"24972",1136,2259,2009
"24973",1137,1221,2009
"24974",1137,1236,2009
"24975",1137,1373,2009
"24976",1137,1424,2009
"24977",1137,1767,2009
"24978",1137,1565,2009
"24979",1137,2203,2009
"24980",1138,1277,2009
"24981",1138,2260,2009
"24982",1138,1390,2009
"24983",1138,1806,2009
"24984",1139,2032,2009
"24985",1140,1286,2009
"24986",1141,1190,2009
"24987",1141,1413,2009
"24988",1141,2117,2009
"24989",1142,1269,2009
"24990",1143,1308,2009
"24991",1143,1645,2009
"24992",1143,2261,2009
"24993",1144,1341,2009
"24994",1144,1581,2009
"24995",1144,1601,2009
"24996",1144,2081,2009
"24997",1145,1466,2009
"24998",1146,1480,2009
"24999",1146,2178,2009
"25000",1147,1231,2009
"25001",1147,1291,2009
"25002",1147,1700,2009
"25003",1148,1165,2009
"25004",1148,1259,2009
"25005",1148,1554,2009
"25006",1148,1635,2009
"25007",1148,2262,2009
"25008",1149,1437,2009
"25009",1150,1153,2009
"25010",1150,2040,2009
"25011",1150,1607,2009
"25012",1150,1629,2009
"25013",1150,1673,2009
"25014",1150,2041,2009
"25015",1150,2227,2009
"25016",1151,1581,2009
"25017",1152,1630,2009
"25018",1153,1629,2009
"25019",1153,2227,2009
"25020",1154,1410,2009
"25021",1155,1317,2009
"25022",1155,1912,2009
"25023",1156,1294,2009
"25024",1156,1575,2009
"25025",1156,1766,2009
"25026",1157,2263,2009
"25027",1158,1204,2009
"25028",1158,2264,2009
"25029",1159,1663,2009
"25030",1159,1693,2009
"25031",1160,1255,2009
"25032",1161,1836,2009
"25033",1162,1848,2009
"25034",1163,1478,2009
"25035",1163,1901,2009
"25036",1164,1560,2009
"25037",1164,1916,2009
"25038",1165,1635,2009
"25039",1165,2262,2009
"25040",1166,1179,2009
"25041",1166,1417,2009
"25042",1166,1567,2009
"25043",1166,2258,2009
"25044",1167,1272,2009
"25045",1168,1321,2009
"25046",1169,1180,2009
"25047",1169,1897,2009
"25048",1170,1466,2009
"25049",1170,1830,2009
"25050",1171,1413,2009
"25051",1171,2130,2009
"25052",1172,1439,2009
"25053",1172,2265,2009
"25054",1173,2127,2009
"25055",1174,1548,2009
"25056",1174,1675,2009
"25057",1174,1696,2009
"25058",1174,2111,2009
"25059",1175,1586,2009
"25060",1175,1940,2009
"25061",1176,1750,2009
"25062",1177,1290,2009
"25063",1177,1866,2009
"25064",1178,2025,2009
"25065",1179,1417,2009
"25066",1179,1567,2009
"25067",1179,2258,2009
"25068",1180,1897,2009
"25069",1181,1385,2009
"25070",1181,1524,2009
"25071",1182,2266,2009
"25072",1183,1963,2009
"25073",1184,1466,2009
"25074",1185,1418,2009
"25075",1186,1698,2009
"25076",1186,1805,2009
"25077",1187,1428,2009
"25078",1187,1521,2009
"25079",1187,1877,2009
"25080",1188,1895,2009
"25081",1189,1604,2009
"25082",1189,2112,2009
"25083",1190,1413,2009
"25084",1191,1291,2009
"25085",1191,1583,2009
"25086",1191,1649,2009
"25087",1191,1898,2009
"25088",1192,1326,2009
"25089",1192,2150,2009
"25090",1192,2167,2009
"25091",1193,2185,2009
"25092",1194,1752,2009
"25093",1195,1650,2009
"25094",1195,1962,2009
"25095",1196,1308,2009
"25096",1196,1590,2009
"25097",1196,1645,2009
"25098",1197,2073,2009
"25099",1198,1873,2009
"25100",1198,1541,2009
"25101",1198,1917,2009
"25102",1198,1667,2009
"25103",1198,2143,2009
"25104",1198,1815,2009
"25105",1199,2267,2009
"25106",1200,2196,2009
"25107",1201,1664,2009
"25108",1201,1949,2009
"25109",1202,1213,2009
"25110",1202,1571,2009
"25111",1202,1733,2009
"25112",1203,1683,2009
"25113",1203,1987,2009
"25114",1204,2264,2009
"25115",1205,1659,2009
"25116",1205,1961,2009
"25117",1206,1410,2009
"25118",1207,1947,2009
"25119",1208,1857,2009
"25120",1209,1922,2009
"25121",1210,1215,2009
"25122",1210,1350,2009
"25123",1210,1777,2009
"25124",1211,1592,2009
"25125",1211,1651,2009
"25126",1211,1805,2009
"25127",1212,1267,2009
"25128",1212,1409,2009
"25129",1212,1990,2009
"25130",1212,1991,2009
"25131",1213,1571,2009
"25132",1213,1733,2009
"25133",1214,1599,2009
"25134",1214,1643,2009
"25135",1214,1708,2009
"25136",1214,1709,2009
"25137",1215,1350,2009
"25138",1215,1777,2009
"25139",1216,2268,2009
"25140",1216,1498,2009
"25141",1216,1759,2009
"25142",1216,2164,2009
"25143",1216,2145,2009
"25144",1217,1833,2009
"25145",1218,1467,2009
"25146",1219,1272,2009
"25147",1220,1632,2009
"25148",1220,1674,2009
"25149",1220,2066,2009
"25150",1221,1236,2009
"25151",1221,1424,2009
"25152",1221,1565,2009
"25153",1221,2203,2009
"25154",1222,1483,2009
"25155",1222,2269,2009
"25156",1223,1484,2009
"25157",1223,2270,2009
"25158",1224,1308,2009
"25159",1224,1645,2009
"25160",1225,1308,2009
"25161",1225,1645,2009
"25162",1226,2091,2009
"25163",1227,1648,2009
"25164",1227,2047,2009
"25165",1228,1776,2009
"25166",1229,1557,2009
"25167",1229,1687,2009
"25168",1229,1710,2009
"25169",1230,1293,2009
"25170",1230,1434,2009
"25171",1230,1451,2009
"25172",1230,1994,2009
"25173",1230,1671,2009
"25174",1230,1919,2009
"25175",1231,1271,2009
"25176",1231,1291,2009
"25177",1231,1391,2009
"25178",1231,1730,2009
"25179",1231,1700,2009
"25180",1231,1768,2009
"25181",1232,1382,2009
"25182",1232,1389,2009
"25183",1232,1625,2009
"25184",1233,1241,2009
"25185",1233,1410,2009
"25186",1233,1624,2009
"25187",1233,1713,2009
"25188",1234,1555,2009
"25189",1235,1969,2009
"25190",1236,1424,2009
"25191",1236,1565,2009
"25192",1236,2203,2009
"25193",1237,1520,2009
"25194",1237,1612,2009
"25195",1237,1799,2009
"25196",1237,1996,2009
"25197",1238,1985,2009
"25198",1239,1316,2009
"25199",1239,1545,2009
"25200",1239,1576,2009
"25201",1239,2271,2009
"25202",1240,1307,2009
"25203",1241,1410,2009
"25204",1241,1624,2009
"25205",1241,1713,2009
"25206",1242,1701,2009
"25207",1243,1466,2009
"25208",1244,1519,2009
"25209",1245,1287,2009
"25210",1245,2020,2009
"25211",1246,1517,2009
"25212",1247,1613,2009
"25213",1248,1258,2009
"25214",1248,1589,2009
"25215",1249,1954,2009
"25216",1250,1669,2009
"25217",1250,2247,2009
"25218",1251,1644,2009
"25219",1251,2002,2009
"25220",1251,1672,2009
"25221",1251,2179,2009
"25222",1252,1494,2009
"25223",1252,1703,2009
"25224",1253,1257,2009
"25225",1254,2016,2009
"25226",1255,2023,2009
"25227",1256,1323,2009
"25228",1256,1931,2009
"25229",1257,2008,2009
"25230",1257,2074,2009
"25231",1258,1336,2009
"25232",1258,1514,2009
"25233",1258,1589,2009
"25234",1258,1597,2009
"25235",1259,1635,2009
"25236",1260,2272,2009
"25237",1261,2190,2009
"25238",1262,1542,2009
"25239",1262,1678,2009
"25240",1262,1684,2009
"25241",1262,1711,2009
"25242",1263,1525,2009
"25243",1263,2240,2009
"25244",1264,1406,2009
"25245",1264,1932,2009
"25246",1265,2069,2009
"25247",1266,1321,2009
"25248",1267,1409,2009
"25249",1267,1990,2009
"25250",1268,2103,2009
"25251",1269,2110,2009
"25252",1270,1639,2009
"25253",1271,1768,2009
"25254",1272,1382,2009
"25255",1272,1819,2009
"25256",1272,2087,2009
"25257",1273,1293,2009
"25258",1274,1792,2009
"25259",1275,1457,2009
"25260",1275,1608,2009
"25261",1275,1901,2009
"25262",1276,2068,2009
"25263",1277,1390,2009
"25264",1277,1806,2009
"25265",1278,1938,2009
"25266",1279,1452,2009
"25267",1279,1906,2009
"25268",1280,1452,2009
"25269",1280,2273,2009
"25270",1280,2274,2009
"25271",1281,2072,2009
"25272",1282,1486,2009
"25273",1282,1658,2009
"25274",1282,2089,2009
"25275",1283,1724,2009
"25276",1284,1410,2009
"25277",1284,1634,2009
"25278",1284,1944,2009
"25279",1285,1342,2009
"25280",1286,1324,2009
"25281",1286,1952,2009
"25282",1287,2020,2009
"25283",1288,1378,2009
"25284",1288,1621,2009
"25285",1288,1888,2009
"25286",1288,2275,2009
"25287",1289,1632,2009
"25288",1289,2084,2009
"25289",1290,1345,2009
"25290",1290,2276,2009
"25291",1290,1866,2009
"25292",1291,1583,2009
"25293",1291,1649,2009
"25294",1291,1700,2009
"25295",1291,1898,2009
"25296",1292,2001,2009
"25297",1293,1347,2009
"25298",1293,1387,2009
"25299",1293,1423,2009
"25300",1293,1425,2009
"25301",1293,1451,2009
"25302",1293,1459,2009
"25303",1293,1994,2009
"25304",1293,1585,2009
"25305",1293,1995,2009
"25306",1293,1671,2009
"25307",1293,1919,2009
"25308",1294,1334,2009
"25309",1294,1575,2009
"25310",1294,1765,2009
"25311",1294,1766,2009
"25312",1295,2151,2009
"25313",1296,1379,2009
"25314",1296,2176,2009
"25315",1297,2250,2009
"25316",1298,1989,2009
"25317",1299,1321,2009
"25318",1300,1904,2009
"25319",1301,1654,2009
"25320",1301,1705,2009
"25321",1302,1450,2009
"25322",1303,1817,2009
"25323",1304,1481,2009
"25324",1304,1517,2009
"25325",1304,1605,2009
"25326",1304,1794,2009
"25327",1305,1410,2009
"25328",1305,1507,2009
"25329",1305,1818,2009
"25330",1305,2277,2009
"25331",1306,1383,2009
"25332",1306,1535,2009
"25333",1306,1979,2009
"25334",1306,1919,2009
"25335",1306,1720,2009
"25336",1307,1935,2009
"25337",1307,1821,2009
"25338",1308,1445,2009
"25339",1308,1495,2009
"25340",1308,1590,2009
"25341",1308,1645,2009
"25342",1308,2261,2009
"25343",1308,1742,2009
"25344",1309,1637,2009
"25345",1309,1652,2009
"25346",1310,1384,2009
"25347",1310,2278,2009
"25348",1311,2220,2009
"25349",1312,1316,2009
"25350",1312,2212,2009
"25351",1312,1519,2009
"25352",1312,2279,2009
"25353",1313,1529,2009
"25354",1313,1556,2009
"25355",1313,1569,2009
"25356",1313,2280,2009
"25357",1314,1493,2009
"25358",1314,1948,2009
"25359",1315,1617,2009
"25360",1315,1989,2009
"25361",1316,1519,2009
"25362",1316,1545,2009
"25363",1316,1576,2009
"25364",1316,2279,2009
"25365",1316,2271,2009
"25366",1317,1912,2009
"25367",1317,1896,2009
"25368",1318,2099,2009
"25369",1319,2154,2009
"25370",1320,2201,2009
"25371",1321,2156,2009
"25372",1321,2281,2009
"25373",1322,1354,2009
"25374",1322,1528,2009
"25375",1322,1748,2009
"25376",1323,1931,2009
"25377",1324,1952,2009
"25378",1325,2282,2009
"25379",1326,2150,2009
"25380",1327,1522,2009
"25381",1328,1590,2009
"25382",1329,1527,2009
"25383",1329,1576,2009
"25384",1330,1633,2009
"25385",1330,1675,2009
"25386",1331,1371,2009
"25387",1332,2157,2009
"25388",1332,1596,2009
"25389",1332,1630,2009
"25390",1332,2283,2009
"25391",1333,1418,2009
"25392",1333,1533,2009
"25393",1333,1609,2009
"25394",1333,1695,2009
"25395",1334,1575,2009
"25396",1334,1765,2009
"25397",1335,1473,2009
"25398",1335,1770,2009
"25399",1336,1514,2009
"25400",1336,1589,2009
"25401",1336,1597,2009
"25402",1337,2284,2009
"25403",1338,1382,2009
"25404",1338,2236,2009
"25405",1338,1738,2009
"25406",1339,2285,2009
"25407",1340,2286,2009
"25408",1341,1581,2009
"25409",1341,1601,2009
"25410",1341,2081,2009
"25411",1342,2125,2009
"25412",1343,1454,2009
"25413",1343,1689,2009
"25414",1343,2165,2009
"25415",1344,1463,2009
"25416",1344,1838,2009
"25417",1345,2276,2009
"25418",1346,2027,2009
"25419",1347,1423,2009
"25420",1347,1585,2009
"25421",1347,1995,2009
"25422",1348,1445,2009
"25423",1348,1562,2009
"25424",1348,2287,2009
"25425",1349,2100,2009
"25426",1350,1777,2009
"25427",1351,2000,2009
"25428",1352,2126,2009
"25429",1353,1722,2009
"25430",1354,1528,2009
"25431",1354,1748,2009
"25432",1355,1366,2009
"25433",1355,1396,2009
"25434",1355,1509,2009
"25435",1355,2158,2009
"25436",1355,1653,2009
"25437",1355,1656,2009
"25438",1355,2249,2009
"25439",1356,1563,2009
"25440",1356,1856,2009
"25441",1357,1367,2009
"25442",1357,1435,2009
"25443",1357,2181,2009
"25444",1358,1896,2009
"25445",1359,1680,2009
"25446",1360,1853,2009
"25447",1360,1949,2009
"25448",1361,1498,2009
"25449",1362,1403,2009
"25450",1362,2045,2009
"25451",1363,2097,2009
"25452",1364,1375,2009
"25453",1364,1949,2009
"25454",1365,2197,2009
"25455",1366,1442,2009
"25456",1366,1448,2009
"25457",1366,1509,2009
"25458",1366,2158,2009
"25459",1366,1656,2009
"25460",1366,2249,2009
"25461",1367,1435,2009
"25462",1367,2181,2009
"25463",1368,2143,2009
"25464",1369,1466,2009
"25465",1369,1829,2009
"25466",1370,2043,2009
"25467",1371,2288,2009
"25468",1372,1616,2009
"25469",1373,1767,2009
"25470",1374,1993,2009
"25471",1375,1949,2009
"25472",1376,1469,2009
"25473",1377,2001,2009
"25474",1378,1781,2009
"25475",1379,2176,2009
"25476",1380,1778,2009
"25477",1381,2152,2009
"25478",1382,1389,2009
"25479",1382,1819,2009
"25480",1382,1625,2009
"25481",1382,2087,2009
"25482",1383,1919,2009
"25483",1384,2278,2009
"25484",1385,1524,2009
"25485",1386,1469,2009
"25486",1386,1660,2009
"25487",1387,1459,2009
"25488",1388,1449,2009
"25489",1389,1625,2009
"25490",1390,1806,2009
"25491",1391,1768,2009
"25492",1392,2289,2009
"25493",1392,2290,2009
"25494",1392,2198,2009
"25495",1392,1903,2009
"25496",1393,2002,2009
"25497",1394,1523,2009
"25498",1395,1427,2009
"25499",1395,1665,2009
"25500",1396,1509,2009
"25501",1396,2158,2009
"25502",1397,1469,2009
"25503",1398,1584,2009
"25504",1398,1892,2009
"25505",1399,1470,2009
"25506",1399,1693,2009
"25507",1400,1632,2009
"25508",1401,1925,2009
"25509",1402,1692,2009
"25510",1402,2215,2009
"25511",1403,2045,2009
"25512",1404,1496,2009
"25513",1404,1706,2009
"25514",1405,2291,2009
"25515",1406,1932,2009
"25516",1407,1640,2009
"25517",1408,1751,2009
"25518",1409,1990,2009
"25519",1410,1780,2009
"25520",1410,2277,2009
"25521",1410,1624,2009
"25522",1410,1634,2009
"25523",1410,1713,2009
"25524",1410,1944,2009
"25525",1411,1427,2009
"25526",1411,1446,2009
"25527",1411,2024,2009
"25528",1411,1665,2009
"25529",1412,1946,2009
"25530",1413,2130,2009
"25531",1414,2007,2009
"25532",1415,1614,2009
"25533",1415,2098,2009
"25534",1416,1835,2009
"25535",1417,1567,2009
"25536",1417,1587,2009
"25537",1417,2250,2009
"25538",1417,2258,2009
"25539",1418,1533,2009
"25540",1418,1609,2009
"25541",1418,1846,2009
"25542",1418,1695,2009
"25543",1418,2292,2009
"25544",1419,2200,2009
"25545",1420,2293,2009
"25546",1421,1456,2009
"25547",1421,2127,2009
"25548",1422,1551,2009
"25549",1422,1778,2009
"25550",1423,1585,2009
"25551",1423,1995,2009
"25552",1424,1565,2009
"25553",1424,2203,2009
"25554",1425,1994,2009
"25555",1426,1536,2009
"25556",1426,2218,2009
"25557",1427,1441,2009
"25558",1427,1446,2009
"25559",1427,1544,2009
"25560",1427,1665,2009
"25561",1427,2146,2009
"25562",1428,1521,2009
"25563",1428,1877,2009
"25564",1428,1909,2009
"25565",1429,2101,2009
"25566",1430,1636,2009
"25567",1430,2128,2009
"25568",1431,1641,2009
"25569",1432,2180,2009
"25570",1433,1814,2009
"25571",1434,1477,2009
"25572",1434,2036,2009
"25573",1434,1994,2009
"25574",1434,1878,2009
"25575",1434,2242,2009
"25576",1435,2181,2009
"25577",1436,2294,2009
"25578",1437,1450,2009
"25579",1438,1536,2009
"25580",1439,2265,2009
"25581",1440,1475,2009
"25582",1440,1712,2009
"25583",1441,1544,2009
"25584",1441,1665,2009
"25585",1442,1509,2009
"25586",1443,2163,2009
"25587",1444,1487,2009
"25588",1444,1543,2009
"25589",1444,2011,2009
"25590",1445,1562,2009
"25591",1445,2287,2009
"25592",1445,1645,2009
"25593",1445,1742,2009
"25594",1445,2295,2009
"25595",1446,1665,2009
"25596",1447,2296,2009
"25597",1448,1509,2009
"25598",1448,2158,2009
"25599",1449,1529,2009
"25600",1450,2068,2009
"25601",1451,1671,2009
"25602",1451,1919,2009
"25603",1452,1906,2009
"25604",1453,2297,2009
"25605",1454,1689,2009
"25606",1455,1581,2009
"25607",1455,2211,2009
"25608",1456,2169,2009
"25609",1456,2127,2009
"25610",1457,1608,2009
"25611",1457,1901,2009
"25612",1458,1934,2009
"25613",1459,1585,2009
"25614",1459,1995,2009
"25615",1460,1903,2009
"25616",1461,1697,2009
"25617",1461,2247,2009
"25618",1462,2235,2009
"25619",1463,1838,2009
"25620",1464,1958,2009
"25621",1465,2298,2009
"25622",1466,1828,2009
"25623",1466,1829,2009
"25624",1466,1830,2009
"25625",1466,1831,2009
"25626",1467,1992,2009
"25627",1467,2256,2009
"25628",1468,2005,2009
"25629",1469,2197,2009
"25630",1469,1848,2009
"25631",1469,2063,2009
"25632",1469,1660,2009
"25633",1470,1693,2009
"25634",1471,1918,2009
"25635",1472,1874,2009
"25636",1473,1770,2009
"25637",1474,1508,2009
"25638",1474,1543,2009
"25639",1475,1712,2009
"25640",1476,1983,2009
"25641",1477,2036,2009
"25642",1478,1901,2009
"25643",1479,1511,2009
"25644",1479,1551,2009
"25645",1480,2178,2009
"25646",1481,1517,2009
"25647",1481,1605,2009
"25648",1481,1794,2009
"25649",1482,2299,2009
"25650",1483,2269,2009
"25651",1484,2270,2009
"25652",1485,2183,2009
"25653",1486,1658,2009
"25654",1486,2089,2009
"25655",1487,1543,2009
"25656",1487,2011,2009
"25657",1488,1499,2009
"25658",1488,1618,2009
"25659",1488,2300,2009
"25660",1489,1640,2009
"25661",1490,1812,2009
"25662",1491,1923,2009
"25663",1491,2214,2009
"25664",1492,2116,2009
"25665",1493,1948,2009
"25666",1494,1703,2009
"25667",1495,1590,2009
"25668",1495,1645,2009
"25669",1496,1706,2009
"25670",1497,1930,2009
"25671",1498,2301,2009
"25672",1499,1618,2009
"25673",1499,2300,2009
"25674",1500,1686,2009
"25675",1500,2066,2009
"25676",1501,2297,2009
"25677",1502,1871,2009
"25678",1503,1552,2009
"25679",1503,1658,2009
"25680",1503,1680,2009
"25681",1504,1594,2009
"25682",1505,1550,2009
"25683",1505,1863,2009
"25684",1506,1981,2009
"25685",1507,1818,2009
"25686",1508,1543,2009
"25687",1509,2158,2009
"25688",1509,1653,2009
"25689",1509,1656,2009
"25690",1509,2302,2009
"25691",1509,2249,2009
"25692",1510,2223,2009
"25693",1511,1551,2009
"25694",1512,1639,2009
"25695",1512,1754,2009
"25696",1513,1562,2009
"25697",1514,1589,2009
"25698",1514,1597,2009
"25699",1514,1662,2009
"25700",1514,1693,2009
"25701",1515,1597,2009
"25702",1515,1688,2009
"25703",1515,1693,2009
"25704",1516,1865,2009
"25705",1517,1605,2009
"25706",1517,1794,2009
"25707",1518,1601,2009
"25708",1518,2303,2009
"25709",1518,2222,2009
"25710",1518,1637,2009
"25711",1519,1628,2009
"25712",1519,2279,2009
"25713",1519,2304,2009
"25714",1520,1612,2009
"25715",1520,1996,2009
"25716",1521,1877,2009
"25717",1521,1909,2009
"25718",1522,1534,2009
"25719",1522,1878,2009
"25720",1523,2305,2009
"25721",1524,1891,2009
"25722",1525,2240,2009
"25723",1526,2205,2009
"25724",1527,1576,2009
"25725",1528,1748,2009
"25726",1529,1569,2009
"25727",1530,1768,2009
"25728",1531,1855,2009
"25729",1532,1890,2009
"25730",1533,1609,2009
"25731",1533,1695,2009
"25732",1534,1646,2009
"25733",1534,1681,2009
"25734",1534,1878,2009
"25735",1534,1987,2009
"25736",1535,1979,2009
"25737",1536,2218,2009
"25738",1537,1622,2009
"25739",1537,1625,2009
"25740",1537,1832,2009
"25741",1538,1677,2009
"25742",1538,1805,2009
"25743",1539,1578,2009
"25744",1539,1582,2009
"25745",1539,2017,2009
"25746",1540,2144,2009
"25747",1541,1917,2009
"25748",1542,1678,2009
"25749",1542,1684,2009
"25750",1542,1711,2009
"25751",1543,2011,2009
"25752",1543,1595,2009
"25753",1543,1867,2009
"25754",1544,1665,2009
"25755",1545,1576,2009
"25756",1545,2271,2009
"25757",1546,2306,2009
"25758",1547,2307,2009
"25759",1548,1675,2009
"25760",1548,1696,2009
"25761",1548,2111,2009
"25762",1548,1739,2009
"25763",1549,2060,2009
"25764",1550,1863,2009
"25765",1551,1778,2009
"25766",1552,1658,2009
"25767",1552,1680,2009
"25768",1552,1694,2009
"25769",1552,2089,2009
"25770",1553,1739,2009
"25771",1554,1635,2009
"25772",1555,1869,2009
"25773",1556,1569,2009
"25774",1556,2280,2009
"25775",1557,1687,2009
"25776",1557,1710,2009
"25777",1558,2172,2009
"25778",1559,2071,2009
"25779",1560,1916,2009
"25780",1561,1597,2009
"25781",1561,1693,2009
"25782",1562,2287,2009
"25783",1563,1856,2009
"25784",1564,1566,2009
"25785",1564,1612,2009
"25786",1564,2080,2009
"25787",1565,2203,2009
"25788",1566,1612,2009
"25789",1566,2080,2009
"25790",1567,2258,2009
"25791",1568,2001,2009
"25792",1569,2280,2009
"25793",1570,1574,2009
"25794",1570,1642,2009
"25795",1570,1880,2009
"25796",1571,1733,2009
"25797",1572,1640,2009
"25798",1573,2012,2009
"25799",1574,1642,2009
"25800",1574,1880,2009
"25801",1575,1765,2009
"25802",1575,1766,2009
"25803",1576,2271,2009
"25804",1577,1902,2009
"25805",1578,1582,2009
"25806",1578,2017,2009
"25807",1579,2153,2009
"25808",1579,1961,2009
"25809",1580,1671,2009
"25810",1580,1919,2009
"25811",1581,1601,2009
"25812",1581,2081,2009
"25813",1581,1612,2009
"25814",1581,1796,2009
"25815",1581,2211,2009
"25816",1582,2017,2009
"25817",1583,1649,2009
"25818",1583,1898,2009
"25819",1584,1892,2009
"25820",1585,1995,2009
"25821",1586,1940,2009
"25822",1587,2250,2009
"25823",1588,1703,2009
"25824",1589,1597,2009
"25825",1590,1645,2009
"25826",1591,1835,2009
"25827",1592,1651,2009
"25828",1592,1805,2009
"25829",1593,2196,2009
"25830",1594,1659,2009
"25831",1594,2140,2009
"25832",1595,1867,2009
"25833",1596,1630,2009
"25834",1596,2283,2009
"25835",1597,1662,2009
"25836",1597,1688,2009
"25837",1597,1693,2009
"25838",1597,2308,2009
"25839",1597,2309,2009
"25840",1598,1647,2009
"25841",1598,1813,2009
"25842",1598,1808,2009
"25843",1599,1643,2009
"25844",1599,1708,2009
"25845",1599,1709,2009
"25846",1600,1768,2009
"25847",1601,2081,2009
"25848",1601,1637,2009
"25849",1602,1811,2009
"25850",1603,1753,2009
"25851",1604,2112,2009
"25852",1605,1794,2009
"25853",1606,1796,2009
"25854",1607,2041,2009
"25855",1608,1901,2009
"25856",1609,1846,2009
"25857",1609,1695,2009
"25858",1609,2292,2009
"25859",1610,2310,2009
"25860",1611,1749,2009
"25861",1612,1996,2009
"25862",1612,2080,2009
"25863",1613,1997,2009
"25864",1614,2098,2009
"25865",1615,1833,2009
"25866",1616,2311,2009
"25867",1617,1989,2009
"25868",1618,2300,2009
"25869",1618,2312,2009
"25870",1619,1805,2009
"25871",1620,2313,2009
"25872",1621,2275,2009
"25873",1622,1625,2009
"25874",1622,1832,2009
"25875",1623,1647,2009
"25876",1624,1713,2009
"25877",1625,1832,2009
"25878",1626,2266,2009
"25879",1627,1663,2009
"25880",1627,1693,2009
"25881",1628,2304,2009
"25882",1629,2227,2009
"25883",1630,2283,2009
"25884",1631,1801,2009
"25885",1632,1674,2009
"25886",1632,2066,2009
"25887",1633,1675,2009
"25888",1634,1944,2009
"25889",1635,2262,2009
"25890",1636,2128,2009
"25891",1637,1652,2009
"25892",1638,2061,2009
"25893",1639,1937,2009
"25894",1639,1754,2009
"25895",1640,2314,2009
"25896",1641,1650,2009
"25897",1642,1880,2009
"25898",1643,1709,2009
"25899",1644,2002,2009
"25900",1645,2261,2009
"25901",1645,1742,2009
"25902",1646,1878,2009
"25903",1647,1808,2009
"25904",1648,2047,2009
"25905",1649,1898,2009
"25906",1650,1962,2009
"25907",1651,1805,2009
"25908",1652,1790,2009
"25909",1653,2302,2009
"25910",1654,1705,2009
"25911",1655,1658,2009
"25912",1656,2249,2009
"25913",1657,2085,2009
"25914",1658,1680,2009
"25915",1658,1694,2009
"25916",1658,2089,2009
"25917",1659,1961,2009
"25918",1660,2078,2009
"25919",1661,2208,2009
"25920",1662,1693,2009
"25921",1663,1693,2009
"25922",1664,1949,2009
"25923",1665,2146,2009
"25924",1666,1943,2009
"25925",1667,2143,2009
"25926",1668,2307,2009
"25927",1669,1697,2009
"25928",1669,2247,2009
"25929",1670,1691,2009
"25930",1670,1998,2009
"25931",1671,1919,2009
"25932",1672,2179,2009
"25933",1673,2227,2009
"25934",1674,2066,2009
"25935",1675,1696,2009
"25936",1675,2111,2009
"25937",1676,2253,2009
"25938",1677,1805,2009
"25939",1678,1684,2009
"25940",1678,1711,2009
"25941",1679,1764,2009
"25942",1680,1804,2009
"25943",1681,1987,2009
"25944",1682,1805,2009
"25945",1683,1987,2009
"25946",1684,1711,2009
"25947",1685,1950,2009
"25948",1686,2066,2009
"25949",1687,1710,2009
"25950",1688,1693,2009
"25951",1689,2165,2009
"25952",1690,1913,2009
"25953",1691,1998,2009
"25954",1692,2215,2009
"25955",1693,2308,2009
"25956",1694,2089,2009
"25957",1695,2292,2009
"25958",1696,2111,2009
"25959",1697,2247,2009
"25960",1698,1805,2009
"25961",1,223,2010
"25962",2,308,2010
"25963",3,964,2010
"25964",3,1908,2010
"25965",4,381,2010
"25966",4,483,2010
"25967",4,547,2010
"25968",4,805,2010
"25969",4,841,2010
"25970",4,1146,2010
"25971",4,1909,2010
"25972",5,315,2010
"25973",5,1910,2010
"25974",6,108,2010
"25975",6,1911,2010
"25976",7,914,2010
"25977",7,915,2010
"25978",7,1407,2010
"25979",7,1546,2010
"25980",7,1912,2010
"25981",8,852,2010
"25982",8,1194,2010
"25983",8,1913,2010
"25984",9,1439,2010
"25985",9,1914,2010
"25986",10,21,2010
"25987",10,901,2010
"25988",10,1133,2010
"25989",10,1915,2010
"25990",11,21,2010
"25991",11,1133,2010
"25992",11,1915,2010
"25993",12,1184,2010
"25994",13,285,2010
"25995",13,478,2010
"25996",13,1015,2010
"25997",13,1916,2010
"25998",13,1917,2010
"25999",14,15,2010
"26000",14,27,2010
"26001",14,1918,2010
"26002",15,27,2010
"26003",15,1918,2010
"26004",16,268,2010
"26005",17,47,2010
"26006",17,1427,2010
"26007",17,1527,2010
"26008",17,1555,2010
"26009",17,1653,2010
"26010",17,1710,2010
"26011",17,1919,2010
"26012",18,140,2010
"26013",18,822,2010
"26014",18,1382,2010
"26015",18,1674,2010
"26016",19,279,2010
"26017",19,305,2010
"26018",19,1920,2010
"26019",20,376,2010
"26020",20,753,2010
"26021",20,1921,2010
"26022",21,901,2010
"26023",21,1133,2010
"26024",21,1915,2010
"26025",22,816,2010
"26026",22,1020,2010
"26027",22,1922,2010
"26028",23,249,2010
"26029",23,1923,2010
"26030",24,1924,2010
