"","from","to","year"
"18792",574,900,2013
"18793",574,997,2013
"18794",574,1021,2013
"18795",574,1035,2013
"18796",574,1314,2013
"18797",575,883,2013
"18798",576,1300,2013
"18799",577,1393,2013
"18800",578,1207,2013
"18801",579,674,2013
"18802",579,909,2013
"18803",579,985,2013
"18804",580,645,2013
"18805",580,1233,2013
"18806",581,1414,2013
"18807",582,822,2013
"18808",582,941,2013
"18809",582,1234,2013
"18810",582,1114,2013
"18811",583,1307,2013
"18812",584,1178,2013
"18813",585,1335,2013
"18814",586,1126,2013
"18815",587,871,2013
"18816",588,614,2013
"18817",588,767,2013
"18818",588,932,2013
"18819",588,1271,2013
"18820",589,655,2013
"18821",590,856,2013
"18822",590,871,2013
"18823",590,1394,2013
"18824",591,795,2013
"18825",591,817,2013
"18826",591,879,2013
"18827",591,948,2013
"18828",591,1150,2013
"18829",592,751,2013
"18830",592,1415,2013
"18831",593,1088,2013
"18832",594,1008,2013
"18833",594,1416,2013
"18834",594,1082,2013
"18835",595,1178,2013
"18836",596,1417,2013
"18837",597,657,2013
"18838",597,970,2013
"18839",597,984,2013
"18840",597,985,2013
"18841",598,1114,2013
"18842",599,671,2013
"18843",599,796,2013
"18844",600,644,2013
"18845",601,1190,2013
"18846",602,913,2013
"18847",602,994,2013
"18848",603,771,2013
"18849",603,861,2013
"18850",603,1160,2013
"18851",604,1033,2013
"18852",604,1061,2013
"18853",604,1418,2013
"18854",605,623,2013
"18855",605,683,2013
"18856",605,1419,2013
"18857",606,864,2013
"18858",606,873,2013
"18859",606,962,2013
"18860",606,1332,2013
"18861",607,1373,2013
"18862",608,1420,2013
"18863",609,677,2013
"18864",609,1421,2013
"18865",610,1169,2013
"18866",611,778,2013
"18867",611,898,2013
"18868",611,1422,2013
"18869",612,715,2013
"18870",613,1109,2013
"18871",614,767,2013
"18872",614,932,2013
"18873",614,1271,2013
"18874",615,1423,2013
"18875",616,820,2013
"18876",616,1288,2013
"18877",617,805,2013
"18878",617,1404,2013
"18879",618,1344,2013
"18880",619,680,2013
"18881",620,911,2013
"18882",620,925,2013
"18883",620,1411,2013
"18884",621,672,2013
"18885",621,971,2013
"18886",621,1029,2013
"18887",621,1282,2013
"18888",622,1424,2013
"18889",623,636,2013
"18890",623,640,2013
"18891",623,683,2013
"18892",623,831,2013
"18893",623,1419,2013
"18894",623,988,2013
"18895",623,1196,2013
"18896",623,1425,2013
"18897",624,1379,2013
"18898",625,1074,2013
"18899",626,855,2013
"18900",627,1000,2013
"18901",627,1426,2013
"18902",628,794,2013
"18903",629,1427,2013
"18904",630,634,2013
"18905",631,974,2013
"18906",632,730,2013
"18907",632,901,2013
"18908",632,1428,2013
"18909",633,1168,2013
"18910",634,1223,2013
"18911",635,752,2013
"18912",635,949,2013
"18913",635,964,2013
"18914",635,985,2013
"18915",635,1306,2013
"18916",636,831,2013
"18917",636,988,2013
"18918",636,1196,2013
"18919",637,760,2013
"18920",637,880,2013
"18921",637,1051,2013
"18922",637,1429,2013
"18923",638,816,2013
"18924",638,873,2013
"18925",638,968,2013
"18926",638,1010,2013
"18927",638,1065,2013
"18928",638,1253,2013
"18929",639,716,2013
"18930",639,723,2013
"18931",639,747,2013
"18932",639,1057,2013
"18933",639,1059,2013
"18934",639,1287,2013
"18935",639,1139,2013
"18936",640,1425,2013
"18937",641,867,2013
"18938",641,1391,2013
"18939",642,896,2013
"18940",643,759,2013
"18941",643,849,2013
"18942",643,1430,2013
"18943",643,1431,2013
"18944",644,967,2013
"18945",644,1213,2013
"18946",645,1233,2013
"18947",646,1036,2013
"18948",646,1236,2013
"18949",647,1365,2013
"18950",648,904,2013
"18951",649,732,2013
"18952",649,900,2013
"18953",649,997,2013
"18954",649,1021,2013
"18955",649,1035,2013
"18956",649,1314,2013
"18957",650,1136,2013
"18958",651,823,2013
"18959",651,1317,2013
"18960",652,1042,2013
"18961",653,1221,2013
"18962",654,1432,2013
"18963",655,834,2013
"18964",655,1093,2013
"18965",655,1433,2013
"18966",656,891,2013
"18967",657,970,2013
"18968",657,984,2013
"18969",657,985,2013
"18970",658,797,2013
"18971",658,1244,2013
"18972",659,1434,2013
"18973",660,978,2013
"18974",660,1389,2013
"18975",661,802,2013
"18976",661,1315,2013
"18977",662,1435,2013
"18978",663,828,2013
"18979",663,1162,2013
"18980",664,1436,2013
"18981",665,1385,2013
"18982",666,680,2013
"18983",666,715,2013
"18984",667,762,2013
"18985",667,1437,2013
"18986",668,985,2013
"18987",669,1214,2013
"18988",670,799,2013
"18989",670,1438,2013
"18990",671,740,2013
"18991",671,796,2013
"18992",671,807,2013
"18993",671,913,2013
"18994",671,944,2013
"18995",671,1156,2013
"18996",671,1048,2013
"18997",671,1355,2013
"18998",672,971,2013
"18999",672,1029,2013
"19000",672,1282,2013
"19001",673,1197,2013
"19002",674,909,2013
"19003",674,985,2013
"19004",674,1211,2013
"19005",674,1138,2013
"19006",675,729,2013
"19007",675,1304,2013
"19008",676,1115,2013
"19009",677,1421,2013
"19010",678,946,2013
"19011",678,1194,2013
"19012",679,899,2013
"19013",679,926,2013
"19014",679,1123,2013
"19015",680,715,2013
"19016",680,1040,2013
"19017",680,1055,2013
"19018",681,861,2013
"19019",681,1161,2013
"19020",682,1410,2013
"19021",683,1419,2013
"19022",684,1062,2013
"19023",684,1095,2013
"19024",685,864,2013
"19025",685,1439,2013
"19026",686,711,2013
"19027",686,842,2013
"19028",686,927,2013
"19029",686,1360,2013
"19030",687,1252,2013
"19031",688,723,2013
"19032",689,1052,2013
"19033",689,1232,2013
"19034",690,736,2013
"19035",690,1163,2013
"19036",691,1440,2013
"19037",692,1030,2013
"19038",692,1034,2013
"19039",693,733,2013
"19040",693,994,2013
"19041",694,1280,2013
"19042",695,1239,2013
"19043",696,1222,2013
"19044",697,1064,2013
"19045",698,1354,2013
"19046",698,1107,2013
"19047",698,1108,2013
"19048",699,737,2013
"19049",699,835,2013
"19050",699,1113,2013
"19051",700,714,2013
"19052",700,744,2013
"19053",700,862,2013
"19054",700,904,2013
"19055",701,1232,2013
"19056",702,794,2013
"19057",702,1396,2013
"19058",703,865,2013
"19059",703,979,2013
"19060",703,1102,2013
"19061",704,764,2013
"19062",704,1367,2013
"19063",705,789,2013
"19064",705,878,2013
"19065",705,1015,2013
"19066",705,1042,2013
"19067",705,1171,2013
"19068",706,861,2013
"19069",707,717,2013
"19070",707,1441,2013
"19071",708,1435,2013
"19072",709,804,2013
"19073",709,1442,2013
"19074",709,1155,2013
"19075",710,746,2013
"19076",710,859,2013
"19077",710,1405,2013
"19078",711,842,2013
"19079",711,857,2013
"19080",711,927,2013
"19081",711,1026,2013
"19082",711,1360,2013
"19083",712,1013,2013
"19084",712,1295,2013
"19085",713,1294,2013
"19086",714,744,2013
"19087",714,862,2013
"19088",714,904,2013
"19089",715,920,2013
"19090",715,1356,2013
"19091",716,723,2013
"19092",716,747,2013
"19093",716,1059,2013
"19094",716,1139,2013
"19095",717,1441,2013
"19096",718,1443,2013
"19097",719,931,2013
"19098",719,934,2013
"19099",719,960,2013
"19100",719,1444,2013
"19101",720,892,2013
"19102",720,1260,2013
"19103",721,827,2013
"19104",721,1089,2013
"19105",722,875,2013
"19106",722,953,2013
"19107",722,1397,2013
"19108",723,747,2013
"19109",723,1445,2013
"19110",723,914,2013
"19111",723,1399,2013
"19112",723,1059,2013
"19113",723,1139,2013
"19114",724,1192,2013
"19115",725,1400,2013
"19116",726,815,2013
"19117",726,1071,2013
"19118",727,935,2013
"19119",727,950,2013
"19120",727,1446,2013
"19121",728,1038,2013
"19122",728,1220,2013
"19123",729,1304,2013
"19124",730,901,2013
"19125",730,1428,2013
"19126",731,1275,2013
"19127",732,900,2013
"19128",732,997,2013
"19129",732,1021,2013
"19130",732,1035,2013
"19131",732,1314,2013
"19132",733,994,2013
"19133",734,1014,2013
"19134",734,1125,2013
"19135",735,1024,2013
"19136",735,1054,2013
"19137",735,1447,2013
"19138",736,1163,2013
"19139",737,835,2013
"19140",737,1113,2013
"19141",738,916,2013
"19142",738,1297,2013
"19143",739,833,2013
"19144",740,743,2013
"19145",740,882,2013
"19146",740,890,2013
"19147",740,1357,2013
"19148",740,1278,2013
"19149",740,1032,2013
"19150",741,1032,2013
"19151",741,1231,2013
"19152",742,1448,2013
"19153",742,1407,2013
"19154",743,882,2013
"19155",743,1032,2013
"19156",744,862,2013
"19157",744,904,2013
"19158",745,1170,2013
"19159",746,859,2013
"19160",746,1405,2013
"19161",747,1059,2013
"19162",747,1139,2013
"19163",748,755,2013
"19164",749,1121,2013
"19165",750,917,2013
"19166",750,1449,2013
"19167",751,1415,2013
"19168",752,949,2013
"19169",752,964,2013
"19170",752,985,2013
"19171",752,1306,2013
"19172",753,938,2013
"19173",753,1031,2013
"19174",753,1078,2013
"19175",754,1025,2013
"19176",754,1146,2013
"19177",755,1450,2013
"19178",756,1403,2013
"19179",757,900,2013
"19180",758,1097,2013
"19181",759,849,2013
"19182",759,1430,2013
"19183",759,1431,2013
"19184",760,880,2013
"19185",760,1051,2013
"19186",760,1429,2013
"19187",761,849,2013
"19188",762,1437,2013
"19189",763,788,2013
"19190",763,1001,2013
"19191",763,1451,2013
"19192",764,1367,2013
"19193",765,1092,2013
"19194",766,856,2013
"19195",766,871,2013
"19196",766,1452,2013
"19197",767,932,2013
"19198",767,1271,2013
"19199",768,1453,2013
"19200",768,1390,2013
"19201",769,1454,2013
"19202",770,883,2013
"19203",770,955,2013
"19204",770,1240,2013
"19205",771,861,2013
"19206",771,1160,2013
"19207",772,1075,2013
"19208",773,1032,2013
"19209",773,1455,2013
"19210",774,1456,2013
"19211",775,1228,2013
"19212",776,979,2013
"19213",777,943,2013
"19214",777,975,2013
"19215",777,1281,2013
"19216",778,898,2013
"19217",778,1422,2013
"19218",779,1457,2013
"19219",780,923,2013
"19220",780,1076,2013
"19221",780,1262,2013
"19222",781,1458,2013
"19223",782,839,2013
"19224",782,1459,2013
"19225",783,915,2013
"19226",783,1080,2013
"19227",784,863,2013
"19228",784,1134,2013
"19229",785,825,2013
"19230",785,1310,2013
"19231",786,868,2013
"19232",787,791,2013
"19233",788,1001,2013
"19234",788,1451,2013
"19235",789,878,2013
"19236",789,1015,2013
"19237",789,1042,2013
"19238",789,1171,2013
"19239",790,1460,2013
"19240",791,1144,2013
"19241",792,884,2013
"19242",792,983,2013
"19243",793,929,2013
"19244",794,1396,2013
"19245",795,879,2013
"19246",795,948,2013
"19247",795,1150,2013
"19248",796,847,2013
"19249",796,966,2013
"19250",796,1461,2013
"19251",797,1244,2013
"19252",798,942,2013
"19253",798,1251,2013
"19254",799,1438,2013
"19255",800,1386,2013
"19256",801,1462,2013
"19257",802,1315,2013
"19258",803,814,2013
"19259",803,1045,2013
"19260",803,1463,2013
"19261",804,1442,2013
"19262",805,1404,2013
"19263",806,1340,2013
"19264",807,944,2013
"19265",807,1156,2013
"19266",808,891,2013
"19267",808,1267,2013
"19268",809,1402,2013
"19269",810,1464,2013
"19270",811,829,2013
"19271",811,872,2013
"19272",811,1242,2013
"19273",812,958,2013
"19274",813,833,2013
"19275",813,888,2013
"19276",813,1266,2013
"19277",814,840,2013
"19278",814,936,2013
"19279",814,1374,2013
"19280",814,1045,2013
"19281",814,1463,2013
"19282",815,1071,2013
"19283",816,873,2013
"19284",816,968,2013
"19285",816,1010,2013
"19286",816,1392,2013
"19287",816,1065,2013
"19288",816,1253,2013
"19289",817,948,2013
"19290",818,985,2013
"19291",818,1034,2013
"19292",818,1287,2013
"19293",819,1079,2013
"19294",820,1288,2013
"19295",821,1286,2013
"19296",822,1465,2013
"19297",822,1114,2013
"19298",823,1317,2013
"19299",824,1466,2013
"19300",825,1310,2013
"19301",826,870,2013
"19302",826,952,2013
"19303",826,987,2013
"19304",826,1174,2013
"19305",827,1089,2013
"19306",828,1162,2013
"19307",829,872,2013
"19308",829,1242,2013
"19309",830,1099,2013
"19310",831,988,2013
"19311",831,1196,2013
"19312",832,844,2013
"19313",833,1467,2013
"19314",833,994,2013
"19315",833,1468,2013
"19316",834,1165,2013
"19317",835,1113,2013
"19318",836,860,2013
"19319",836,1342,2013
"19320",837,1077,2013
"19321",838,957,2013
"19322",838,1469,2013
"19323",839,1459,2013
"19324",840,936,2013
"19325",840,1374,2013
"19326",841,1470,2013
"19327",842,857,2013
"19328",842,927,2013
"19329",842,1026,2013
"19330",842,1360,2013
"19331",843,1084,2013
"19332",844,963,2013
"19333",844,965,2013
"19334",844,1471,2013
"19335",845,858,2013
"19336",845,1440,2013
"19337",846,1446,2013
"19338",847,966,2013
"19339",848,1000,2013
"19340",849,1430,2013
"19341",849,1472,2013
"19342",849,1431,2013
"19343",850,949,2013
"19344",850,996,2013
"19345",850,1261,2013
"19346",851,1277,2013
"19347",852,957,2013
"19348",853,928,2013
"19349",853,986,2013
"19350",853,1473,2013
"19351",854,1179,2013
"19352",855,1007,2013
"19353",855,1027,2013
"19354",855,1474,2013
"19355",856,871,2013
"19356",856,1452,2013
"19357",856,1394,2013
"19358",857,1026,2013
"19359",857,1360,2013
"19360",858,1440,2013
"19361",859,1405,2013
"19362",860,1342,2013
"19363",861,1160,2013
"19364",861,1161,2013
"19365",862,904,2013
"19366",863,1134,2013
"19367",864,873,2013
"19368",864,962,2013
"19369",864,1332,2013
"19370",864,1439,2013
"19371",865,979,2013
"19372",865,1102,2013
"19373",866,924,2013
"19374",866,1311,2013
"19375",867,1391,2013
"19376",868,1349,2013
"19377",868,1475,2013
"19378",869,1022,2013
"19379",869,1050,2013
"19380",869,1476,2013
"19381",870,952,2013
"19382",870,987,2013
"19383",870,1174,2013
"19384",871,1452,2013
"19385",871,929,2013
"19386",871,1394,2013
"19387",871,1163,2013
"19388",871,1072,2013
"19389",872,1242,2013
"19390",873,962,2013
"19391",873,968,2013
"19392",873,1332,2013
"19393",873,1010,2013
"19394",873,1065,2013
"19395",873,1253,2013
"19396",874,1477,2013
"19397",875,953,2013
"19398",875,1397,2013
"19399",876,1375,2013
"19400",877,1154,2013
"19401",878,1313,2013
"19402",878,1015,2013
"19403",878,1042,2013
"19404",878,1171,2013
"19405",879,948,2013
"19406",879,1150,2013
"19407",880,1051,2013
"19408",880,1429,2013
"19409",881,1478,2013
"19410",882,1032,2013
"19411",883,955,2013
"19412",883,1240,2013
"19413",884,983,2013
"19414",885,1479,2013
"19415",886,1175,2013
"19416",887,1480,2013
"19417",888,1266,2013
"19418",889,1342,2013
"19419",890,1032,2013
"19420",891,1267,2013
"19421",892,904,2013
"19422",892,1187,2013
"19423",892,1260,2013
"19424",893,998,2013
"19425",893,1141,2013
"19426",894,1481,2013
"19427",895,1143,2013
"19428",896,1212,2013
"19429",897,903,2013
"19430",897,1482,2013
"19431",898,1422,2013
"19432",899,926,2013
"19433",899,1123,2013
"19434",900,997,2013
"19435",900,1021,2013
"19436",900,1035,2013
"19437",900,1314,2013
"19438",901,1428,2013
"19439",902,1053,2013
"19440",902,1128,2013
"19441",903,1482,2013
"19442",904,1187,2013
"19443",905,1283,2013
"19444",906,989,2013
"19445",907,1409,2013
"19446",908,1048,2013
"19447",909,985,2013
"19448",910,1169,2013
"19449",911,925,2013
"19450",911,1411,2013
"19451",912,1324,2013
"19452",912,1325,2013
"19453",913,1366,2013
"19454",913,994,2013
"19455",913,1048,2013
"19456",913,1355,2013
"19457",914,1399,2013
"19458",915,1080,2013
"19459",916,1297,2013
"19460",917,1449,2013
"19461",918,1006,2013
"19462",918,1298,2013
"19463",919,1088,2013
"19464",920,1356,2013
"19465",921,1044,2013
"19466",921,1483,2013
"19467",922,1002,2013
"19468",922,1152,2013
"19469",923,1262,2013
"19470",924,1311,2013
"19471",925,1411,2013
"19472",926,1123,2013
"19473",927,1360,2013
"19474",928,986,2013
"19475",928,1473,2013
"19476",929,1163,2013
"19477",930,1167,2013
"19478",931,934,2013
"19479",931,960,2013
"19480",931,1214,2013
"19481",931,1444,2013
"19482",932,1271,2013
"19483",933,1114,2013
"19484",934,960,2013
"19485",934,1444,2013
"19486",935,950,2013
"19487",935,1446,2013
"19488",936,1374,2013
"19489",937,1484,2013
"19490",938,1031,2013
"19491",938,1078,2013
"19492",939,1360,2013
"19493",940,1297,2013
"19494",941,1234,2013
"19495",942,989,2013
"19496",943,975,2013
"19497",943,1281,2013
"19498",944,1156,2013
"19499",945,1343,2013
"19500",946,1194,2013
"19501",947,1485,2013
"19502",948,1150,2013
"19503",949,964,2013
"19504",949,985,2013
"19505",949,1306,2013
"19506",949,996,2013
"19507",949,1261,2013
"19508",949,1486,2013
"19509",950,1446,2013
"19510",951,973,2013
"19511",951,1487,2013
"19512",952,987,2013
"19513",952,1174,2013
"19514",953,1397,2013
"19515",954,1208,2013
"19516",955,1240,2013
"19517",956,1304,2013
"19518",957,1469,2013
"19519",958,980,2013
"19520",958,1193,2013
"19521",958,1190,2013
"19522",959,1488,2013
"19523",960,1444,2013
"19524",961,1002,2013
"19525",962,1332,2013
"19526",963,965,2013
"19527",963,1471,2013
"19528",964,985,2013
"19529",964,1306,2013
"19530",965,1471,2013
"19531",966,1461,2013
"19532",967,1213,2013
"19533",968,1010,2013
"19534",968,1065,2013
"19535",968,1253,2013
"19536",969,1164,2013
"19537",970,984,2013
"19538",970,985,2013
"19539",971,1029,2013
"19540",971,1282,2013
"19541",972,1113,2013
"19542",973,1487,2013
"19543",974,1069,2013
"19544",975,1281,2013
"19545",976,1489,2013
"19546",977,1004,2013
"19547",977,1063,2013
"19548",977,1159,2013
"19549",978,1389,2013
"19550",979,1102,2013
"19551",980,1193,2013
"19552",981,1206,2013
"19553",982,1046,2013
"19554",982,1299,2013
"19555",983,999,2013
"19556",983,1043,2013
"19557",984,985,2013
"19558",985,1306,2013
"19559",985,1034,2013
"19560",985,1382,2013
"19561",985,1287,2013
"19562",986,1473,2013
"19563",987,1174,2013
"19564",988,1196,2013
"19565",989,1321,2013
"19566",990,1005,2013
"19567",990,1144,2013
"19568",990,1226,2013
"19569",991,1424,2013
"19570",992,1490,2013
"19571",993,1491,2013
"19572",994,1468,2013
"19573",995,1060,2013
"19574",995,1176,2013
"19575",996,1261,2013
"19576",997,1021,2013
"19577",997,1035,2013
"19578",997,1314,2013
"19579",998,1141,2013
"19580",999,1043,2013
"19581",1000,1426,2013
"19582",1001,1451,2013
"19583",1002,1152,2013
"19584",1003,1160,2013
"19585",1004,1063,2013
"19586",1004,1159,2013
"19587",1005,1226,2013
"19588",1006,1298,2013
"19589",1007,1027,2013
"19590",1007,1474,2013
"19591",1008,1416,2013
"19592",1009,1037,2013
"19593",1009,1131,2013
"19594",1010,1065,2013
"19595",1010,1253,2013
"19596",1011,1210,2013
"19597",1012,1329,2013
"19598",1013,1295,2013
"19599",1014,1125,2013
"19600",1015,1042,2013
"19601",1015,1171,2013
"19602",1016,1492,2013
"19603",1017,1493,2013
"19604",1018,1041,2013
"19605",1018,1272,2013
"19606",1019,1038,2013
"19607",1020,1387,2013
"19608",1021,1035,2013
"19609",1021,1314,2013
"19610",1022,1050,2013
"19611",1022,1476,2013
"19612",1023,1389,2013
"19613",1024,1054,2013
"19614",1025,1146,2013
"19615",1026,1360,2013
"19616",1026,1494,2013
"19617",1027,1474,2013
"19618",1028,1269,2013
"19619",1029,1282,2013
"19620",1030,1034,2013
"19621",1031,1078,2013
"19622",1032,1455,2013
"19623",1032,1191,2013
"19624",1032,1231,2013
"19625",1033,1061,2013
"19626",1033,1418,2013
"19627",1034,1287,2013
"19628",1035,1314,2013
"19629",1036,1236,2013
"19630",1037,1131,2013
"19631",1038,1055,2013
"19632",1038,1220,2013
"19633",1039,1495,2013
"19634",1040,1055,2013
"19635",1041,1272,2013
"19636",1042,1171,2013
"19637",1043,1265,2013
"19638",1044,1483,2013
"19639",1045,1463,2013
"19640",1046,1299,2013
"19641",1047,1413,2013
"19642",1048,1355,2013
"19643",1049,1169,2013
"19644",1050,1476,2013
"19645",1051,1429,2013
"19646",1052,1232,2013
"19647",1053,1128,2013
"19648",1054,1447,2013
"19649",1055,1220,2013
"19650",1056,1064,2013
"19651",1057,1287,2013
"19652",1058,1352,2013
"19653",1059,1139,2013
"19654",1060,1176,2013
"19655",1061,1418,2013
"19656",1062,1095,2013
"19657",1063,1159,2013
"19658",1064,1496,2013
"19659",1065,1253,2013
"19660",1066,1497,2013
"19661",1067,1177,2013
"19662",1,190,2014
"19663",1,296,2014
"19664",1,1124,2014
"19665",2,4,2014
"19666",2,355,2014
"19667",2,1125,2014
"19668",2,1126,2014
"19669",3,427,2014
"19670",3,935,2014
"19671",3,1127,2014
"19672",4,1126,2014
"19673",5,124,2014
"19674",5,354,2014
"19675",5,428,2014
"19676",5,1128,2014
"19677",6,1129,2014
"19678",7,386,2014
"19679",7,512,2014
"19680",7,521,2014
"19681",7,630,2014
"19682",7,1130,2014
"19683",8,104,2014
"19684",8,148,2014
"19685",8,219,2014
"19686",8,288,2014
"19687",8,297,2014
"19688",8,302,2014
"19689",8,416,2014
"19690",8,679,2014
"19691",8,749,2014
"19692",8,760,2014
"19693",8,773,2014
"19694",8,828,2014
"19695",8,916,2014
"19696",8,1014,2014
"19697",8,1025,2014
"19698",8,1131,2014
"19699",8,1132,2014
"19700",8,1133,2014
"19701",9,123,2014
"19702",9,155,2014
"19703",9,210,2014
"19704",9,225,2014
"19705",9,795,2014
"19706",9,951,2014
"19707",10,35,2014
"19708",10,1134,2014
"19709",11,1135,2014
"19710",12,786,2014
"19711",12,1136,2014
"19712",13,46,2014
"19713",13,183,2014
"19714",13,466,2014
"19715",13,1137,2014
"19716",14,76,2014
"19717",14,382,2014
"19718",14,725,2014
"19719",14,1044,2014
"19720",14,1092,2014
"19721",15,468,2014
"19722",15,647,2014
"19723",15,668,2014
"19724",15,734,2014
"19725",15,943,2014
"19726",15,1138,2014
"19727",16,315,2014
"19728",16,1139,2014
"19729",17,62,2014
"19730",17,1140,2014
"19731",18,1141,2014
"19732",19,318,2014
"19733",19,716,2014
"19734",19,1142,2014
"19735",20,633,2014
"19736",20,1143,2014
"19737",21,119,2014
"19738",21,194,2014
"19739",21,226,2014
"19740",21,373,2014
"19741",21,583,2014
"19742",21,1144,2014
"19743",22,101,2014
"19744",22,187,2014
"19745",22,320,2014
"19746",22,635,2014
"19747",22,648,2014
"19748",22,652,2014
"19749",22,1145,2014
"19750",23,1146,2014
"19751",24,238,2014
"19752",24,893,2014
"19753",24,1075,2014
"19754",24,1147,2014
"19755",25,931,2014
"19756",25,1148,2014
"19757",26,39,2014
"19758",26,254,2014
"19759",26,356,2014
"19760",26,393,2014
"19761",26,451,2014
"19762",26,483,2014
"19763",26,560,2014
"19764",26,714,2014
"19765",26,839,2014
"19766",26,948,2014
"19767",26,1012,2014
"19768",26,1022,2014
"19769",26,1149,2014
"19770",27,46,2014
"19771",27,341,2014
"19772",27,490,2014
"19773",27,568,2014
"19774",27,607,2014
"19775",27,1150,2014
"19776",27,1151,2014
"19777",28,127,2014
"19778",28,255,2014
"19779",28,310,2014
"19780",28,836,2014
"19781",29,84,2014
"19782",29,145,2014
"19783",29,771,2014
"19784",29,1152,2014
"19785",30,280,2014
"19786",30,1153,2014
"19787",31,143,2014
"19788",31,344,2014
"19789",31,1154,2014
"19790",32,380,2014
"19791",32,431,2014
"19792",32,444,2014
"19793",32,1033,2014
"19794",32,1071,2014
"19795",32,1076,2014
"19796",32,1155,2014
"19797",33,309,2014
"19798",33,592,2014
"19799",33,1156,2014
"19800",34,412,2014
"19801",34,581,2014
"19802",34,720,2014
"19803",34,1157,2014
"19804",35,102,2014
"19805",35,679,2014
"19806",35,1158,2014
"19807",35,1134,2014
"19808",36,595,2014
"19809",36,1159,2014
"19810",37,364,2014
"19811",37,1160,2014
"19812",38,921,2014
"19813",38,1161,2014
"19814",39,254,2014
"19815",39,356,2014
"19816",39,393,2014
"19817",39,451,2014
"19818",39,483,2014
"19819",39,560,2014
"19820",39,714,2014
"19821",39,839,2014
"19822",39,948,2014
"19823",39,1012,2014
"19824",39,1022,2014
"19825",39,1149,2014
"19826",40,288,2014
"19827",40,578,2014
"19828",40,947,2014
"19829",40,1162,2014
"19830",41,173,2014
"19831",41,452,2014
"19832",41,763,2014
"19833",41,800,2014
"19834",41,1009,2014
"19835",41,1163,2014
"19836",42,131,2014
"19837",42,271,2014
"19838",42,402,2014
"19839",42,1030,2014
"19840",42,1164,2014
"19841",42,1123,2014
"19842",42,1165,2014
"19843",43,92,2014
"19844",43,398,2014
"19845",43,988,2014
"19846",43,1053,2014
"19847",44,778,2014
"19848",45,747,2014
"19849",45,838,2014
"19850",45,1166,2014
"19851",45,1167,2014
"19852",46,183,2014
"19853",46,341,2014
"19854",46,466,2014
"19855",46,568,2014
"19856",46,607,2014
"19857",46,1150,2014
"19858",46,1137,2014
"19859",47,96,2014
"19860",47,323,2014
"19861",47,1168,2014
"19862",48,543,2014
"19863",48,685,2014
"19864",48,1169,2014
"19865",49,836,2014
"19866",50,459,2014
"19867",50,820,2014
"19868",50,996,2014
"19869",50,1101,2014
"19870",50,1102,2014
"19871",50,1170,2014
"19872",51,575,2014
"19873",51,1063,2014
"19874",51,1171,2014
"19875",52,95,2014
"19876",52,676,2014
"19877",52,925,2014
"19878",53,134,2014
"19879",53,435,2014
"19880",54,1172,2014
"19881",55,528,2014
"19882",55,881,2014
"19883",55,884,2014
"19884",55,919,2014
"19885",55,1086,2014
"19886",55,1087,2014
"19887",55,1173,2014
"19888",56,303,2014
"19889",57,234,2014
"19890",58,432,2014
"19891",58,1174,2014
"19892",59,121,2014
"19893",59,432,2014
"19894",59,1174,2014
"19895",60,75,2014
"19896",60,181,2014
"19897",60,273,2014
"19898",60,1175,2014
"19899",61,879,2014
"19900",61,1176,2014
"19901",62,1140,2014
"19902",63,494,2014
"19903",63,1177,2014
"19904",64,140,2014
"19905",64,1178,2014
"19906",65,778,2014
"19907",65,1148,2014
"19908",66,260,2014
"19909",67,1179,2014
"19910",68,525,2014
"19911",69,238,2014
"19912",69,294,2014
"19913",69,892,2014
"19914",69,1061,2014
"19915",69,1075,2014
"19916",70,642,2014
"19917",71,529,2014
"19918",71,659,2014
"19919",71,731,2014
"19920",71,741,2014
"19921",72,532,2014
"19922",72,809,2014
"19923",72,922,2014
"19924",72,1180,2014
"19925",73,587,2014
"19926",73,1181,2014
"19927",74,122,2014
"19928",74,489,2014
"19929",74,677,2014
"19930",74,1182,2014
"19931",75,181,2014
"19932",75,273,2014
"19933",75,1175,2014
"19934",76,725,2014
"19935",76,1092,2014
"19936",77,91,2014
"19937",77,228,2014
"19938",77,303,2014
"19939",77,748,2014
"19940",77,974,2014
"19941",77,1036,2014
"19942",77,1072,2014
"19943",77,1105,2014
"19944",77,1107,2014
"19945",77,1183,2014
"19946",78,333,2014
"19947",78,515,2014
"19948",78,727,2014
"19949",79,177,2014
"19950",79,215,2014
"19951",79,629,2014
"19952",79,1184,2014
"19953",80,1185,2014
"19954",81,424,2014
"19955",82,990,2014
"19956",82,1186,2014
"19957",83,189,2014
"19958",83,495,2014
"19959",83,1187,2014
"19960",84,1152,2014
"19961",85,889,2014
"19962",85,1188,2014
"19963",86,770,2014
"19964",86,1189,2014
"19965",87,263,2014
"19966",87,426,2014
"19967",87,1190,2014
"19968",88,836,2014
"19969",89,1191,2014
"19970",90,1192,2014
"19971",91,228,2014
"19972",91,303,2014
"19973",91,748,2014
"19974",91,974,2014
"19975",91,1036,2014
"19976",91,1072,2014
"19977",91,1105,2014
"19978",91,1107,2014
"19979",91,1183,2014
"19980",92,398,2014
"19981",92,988,2014
"19982",92,1053,2014
"19983",93,192,2014
"19984",93,327,2014
"19985",93,1193,2014
"19986",93,1194,2014
"19987",94,148,2014
"19988",94,191,2014
"19989",94,416,2014
"19990",94,1195,2014
"19991",95,233,2014
"19992",95,283,2014
