"","from","to","year"
"2295",37,494,2004
"2296",37,532,2004
"2297",38,272,2004
"2298",38,401,2004
"2299",38,544,2004
"2300",39,545,2004
"2301",39,383,2004
"2302",39,546,2004
"2303",40,88,2004
"2304",41,547,2004
"2305",42,548,2004
"2306",43,46,2004
"2307",43,423,2004
"2308",43,549,2004
"2309",44,421,2004
"2310",44,443,2004
"2311",44,507,2004
"2312",45,304,2004
"2313",45,360,2004
"2314",45,417,2004
"2315",45,550,2004
"2316",46,423,2004
"2317",46,549,2004
"2318",47,115,2004
"2319",47,328,2004
"2320",48,392,2004
"2321",48,551,2004
"2322",49,333,2004
"2323",49,552,2004
"2324",50,553,2004
"2325",51,244,2004
"2326",51,474,2004
"2327",52,97,2004
"2328",52,149,2004
"2329",52,554,2004
"2330",53,143,2004
"2331",53,555,2004
"2332",54,271,2004
"2333",54,387,2004
"2334",54,394,2004
"2335",54,400,2004
"2336",54,426,2004
"2337",54,452,2004
"2338",54,485,2004
"2339",54,556,2004
"2340",55,557,2004
"2341",56,364,2004
"2342",56,558,2004
"2343",57,102,2004
"2344",57,267,2004
"2345",57,353,2004
"2346",57,439,2004
"2347",57,559,2004
"2348",58,474,2004
"2349",58,560,2004
"2350",59,424,2004
"2351",59,534,2004
"2352",60,561,2004
"2353",61,562,2004
"2354",62,64,2004
"2355",63,292,2004
"2356",63,523,2004
"2357",64,374,2004
"2358",64,563,2004
"2359",65,463,2004
"2360",65,564,2004
"2361",66,524,2004
"2362",67,565,2004
"2363",68,204,2004
"2364",68,222,2004
"2365",68,262,2004
"2366",68,362,2004
"2367",68,372,2004
"2368",68,566,2004
"2369",69,114,2004
"2370",70,447,2004
"2371",70,567,2004
"2372",71,91,2004
"2373",71,240,2004
"2374",71,250,2004
"2375",71,332,2004
"2376",71,389,2004
"2377",71,411,2004
"2378",71,451,2004
"2379",71,468,2004
"2380",71,469,2004
"2381",71,494,2004
"2382",71,532,2004
"2383",72,541,2004
"2384",73,92,2004
"2385",73,221,2004
"2386",73,467,2004
"2387",73,568,2004
"2388",74,103,2004
"2389",74,569,2004
"2390",74,475,2004
"2391",74,570,2004
"2392",75,371,2004
"2393",75,499,2004
"2394",75,571,2004
"2395",76,118,2004
"2396",76,316,2004
"2397",76,390,2004
"2398",76,422,2004
"2399",77,205,2004
"2400",78,209,2004
"2401",78,363,2004
"2402",78,461,2004
"2403",78,572,2004
"2404",78,573,2004
"2405",79,382,2004
"2406",79,574,2004
"2407",80,575,2004
"2408",81,232,2004
"2409",81,576,2004
"2410",82,577,2004
"2411",83,578,2004
"2412",84,579,2004
"2413",84,580,2004
"2414",84,581,2004
"2415",85,582,2004
"2416",86,177,2004
"2417",86,235,2004
"2418",86,415,2004
"2419",86,583,2004
"2420",86,584,2004
"2421",87,94,2004
"2422",87,585,2004
"2423",88,128,2004
"2424",89,586,2004
"2425",90,151,2004
"2426",90,199,2004
"2427",90,487,2004
"2428",90,587,2004
"2429",91,240,2004
"2430",91,250,2004
"2431",91,332,2004
"2432",91,389,2004
"2433",91,411,2004
"2434",91,451,2004
"2435",91,468,2004
"2436",91,469,2004
"2437",91,494,2004
"2438",91,532,2004
"2439",92,221,2004
"2440",92,467,2004
"2441",92,568,2004
"2442",93,113,2004
"2443",93,226,2004
"2444",94,128,2004
"2445",94,275,2004
"2446",94,329,2004
"2447",94,399,2004
"2448",94,413,2004
"2449",94,585,2004
"2450",95,375,2004
"2451",95,376,2004
"2452",95,378,2004
"2453",95,458,2004
"2454",95,538,2004
"2455",96,304,2004
"2456",97,149,2004
"2457",97,554,2004
"2458",98,588,2004
"2459",99,223,2004
"2460",99,589,2004
"2461",100,590,2004
"2462",101,591,2004
"2463",102,267,2004
"2464",102,353,2004
"2465",102,439,2004
"2466",102,559,2004
"2467",103,475,2004
"2468",103,570,2004
"2469",104,162,2004
"2470",104,413,2004
"2471",104,592,2004
"2472",105,427,2004
"2473",105,593,2004
"2474",106,594,2004
"2475",107,156,2004
"2476",107,231,2004
"2477",107,429,2004
"2478",107,595,2004
"2479",108,596,2004
"2480",109,203,2004
"2481",109,205,2004
"2482",109,597,2004
"2483",110,290,2004
"2484",111,187,2004
"2485",111,217,2004
"2486",111,398,2004
"2487",111,598,2004
"2488",112,324,2004
"2489",113,226,2004
"2490",114,599,2004
"2491",115,328,2004
"2492",116,600,2004
"2493",117,158,2004
"2494",117,303,2004
"2495",117,358,2004
"2496",117,368,2004
"2497",117,601,2004
"2498",118,316,2004
"2499",118,390,2004
"2500",118,422,2004
"2501",119,138,2004
"2502",119,329,2004
"2503",120,437,2004
"2504",120,602,2004
"2505",121,437,2004
"2506",121,602,2004
"2507",122,603,2004
"2508",123,604,2004
"2509",124,605,2004
"2510",125,524,2004
"2511",126,606,2004
"2512",127,132,2004
"2513",127,607,2004
"2514",128,275,2004
"2515",128,329,2004
"2516",128,608,2004
"2517",128,399,2004
"2518",128,413,2004
"2519",129,609,2004
"2520",130,251,2004
"2521",130,503,2004
"2522",130,602,2004
"2523",131,584,2004
"2524",132,607,2004
"2525",133,288,2004
"2526",133,610,2004
"2527",134,521,2004
"2528",135,194,2004
"2529",135,611,2004
"2530",136,324,2004
"2531",137,612,2004
"2532",138,329,2004
"2533",139,341,2004
"2534",140,146,2004
"2535",140,158,2004
"2536",140,264,2004
"2537",140,286,2004
"2538",140,370,2004
"2539",140,421,2004
"2540",140,435,2004
"2541",140,457,2004
"2542",140,478,2004
"2543",140,484,2004
"2544",140,490,2004
"2545",140,506,2004
"2546",140,613,2004
"2547",140,507,2004
"2548",140,530,2004
"2549",141,397,2004
"2550",141,614,2004
"2551",142,206,2004
"2552",142,615,2004
"2553",143,555,2004
"2554",144,148,2004
"2555",144,305,2004
"2556",144,334,2004
"2557",144,385,2004
"2558",144,438,2004
"2559",144,493,2004
"2560",144,512,2004
"2561",145,616,2004
"2562",145,301,2004
"2563",145,617,2004
"2564",146,158,2004
"2565",146,264,2004
"2566",146,286,2004
"2567",146,370,2004
"2568",146,421,2004
"2569",146,435,2004
"2570",146,457,2004
"2571",146,478,2004
"2572",146,484,2004
"2573",146,490,2004
"2574",146,506,2004
"2575",146,613,2004
"2576",146,507,2004
"2577",146,530,2004
"2578",147,164,2004
"2579",147,174,2004
"2580",147,219,2004
"2581",147,396,2004
"2582",147,618,2004
"2583",148,305,2004
"2584",148,334,2004
"2585",148,385,2004
"2586",148,438,2004
"2587",148,493,2004
"2588",148,512,2004
"2589",149,554,2004
"2590",150,165,2004
"2591",150,323,2004
"2592",150,619,2004
"2593",151,199,2004
"2594",151,487,2004
"2595",151,587,2004
"2596",152,330,2004
"2597",152,377,2004
"2598",152,620,2004
"2599",153,178,2004
"2600",153,269,2004
"2601",153,513,2004
"2602",154,517,2004
"2603",155,543,2004
"2604",156,231,2004
"2605",156,429,2004
"2606",156,595,2004
"2607",157,419,2004
"2608",158,234,2004
"2609",158,264,2004
"2610",158,281,2004
"2611",158,286,2004
"2612",158,303,2004
"2613",158,358,2004
"2614",158,370,2004
"2615",158,421,2004
"2616",158,435,2004
"2617",158,457,2004
"2618",158,528,2004
"2619",158,472,2004
"2620",158,478,2004
"2621",158,484,2004
"2622",158,490,2004
"2623",158,601,2004
"2624",158,621,2004
"2625",158,506,2004
"2626",158,507,2004
"2627",158,622,2004
"2628",158,530,2004
"2629",159,623,2004
"2630",160,624,2004
"2631",161,304,2004
"2632",161,625,2004
"2633",162,413,2004
"2634",162,592,2004
"2635",163,626,2004
"2636",164,174,2004
"2637",164,219,2004
"2638",164,396,2004
"2639",164,618,2004
"2640",165,323,2004
"2641",165,619,2004
"2642",166,259,2004
"2643",166,627,2004
"2644",167,628,2004
"2645",167,629,2004
"2646",168,185,2004
"2647",168,630,2004
"2648",169,520,2004
"2649",170,221,2004
"2650",170,279,2004
"2651",170,339,2004
"2652",170,355,2004
"2653",170,367,2004
"2654",170,631,2004
"2655",171,416,2004
"2656",171,632,2004
"2657",172,342,2004
"2658",172,633,2004
"2659",173,517,2004
"2660",174,219,2004
"2661",174,396,2004
"2662",174,618,2004
"2663",175,214,2004
"2664",175,634,2004
"2665",176,635,2004
"2666",176,329,2004
"2667",177,235,2004
"2668",177,584,2004
"2669",178,269,2004
"2670",178,513,2004
"2671",179,328,2004
"2672",179,636,2004
"2673",180,637,2004
"2674",181,638,2004
"2675",182,639,2004
"2676",183,640,2004
"2677",184,540,2004
"2678",185,630,2004
"2679",186,641,2004
"2680",187,217,2004
"2681",187,398,2004
"2682",187,598,2004
"2683",188,354,2004
"2684",189,464,2004
"2685",189,642,2004
"2686",190,643,2004
"2687",191,224,2004
"2688",191,644,2004
"2689",192,306,2004
"2690",192,408,2004
"2691",193,645,2004
"2692",194,611,2004
"2693",195,531,2004
"2694",196,245,2004
"2695",196,296,2004
"2696",196,646,2004
"2697",196,647,2004
"2698",197,648,2004
"2699",198,213,2004
"2700",198,649,2004
"2701",199,487,2004
"2702",199,587,2004
"2703",200,650,2004
"2704",201,651,2004
"2705",202,324,2004
"2706",202,652,2004
"2707",203,205,2004
"2708",203,597,2004
"2709",204,222,2004
"2710",204,262,2004
"2711",204,362,2004
"2712",204,372,2004
"2713",204,566,2004
"2714",205,597,2004
"2715",206,615,2004
"2716",206,653,2004
"2717",207,654,2004
"2718",208,655,2004
"2719",209,572,2004
"2720",210,410,2004
"2721",210,656,2004
"2722",211,657,2004
"2723",212,658,2004
"2724",213,649,2004
"2725",214,634,2004
"2726",215,261,2004
"2727",215,263,2004
"2728",215,483,2004
"2729",215,525,2004
"2730",216,405,2004
"2731",217,398,2004
"2732",217,598,2004
"2733",218,361,2004
"2734",218,432,2004
"2735",218,480,2004
"2736",218,659,2004
"2737",219,396,2004
"2738",219,618,2004
"2739",220,266,2004
"2740",220,660,2004
"2741",221,279,2004
"2742",221,339,2004
"2743",221,355,2004
"2744",221,367,2004
"2745",221,631,2004
"2746",221,467,2004
"2747",221,568,2004
"2748",222,262,2004
"2749",222,362,2004
"2750",222,372,2004
"2751",222,566,2004
"2752",223,589,2004
"2753",224,644,2004
"2754",225,661,2004
"2755",226,662,2004
"2756",227,343,2004
"2757",227,456,2004
"2758",227,505,2004
"2759",227,663,2004
"2760",228,277,2004
"2761",228,664,2004
"2762",229,267,2004
"2763",230,665,2004
"2764",231,429,2004
"2765",231,595,2004
"2766",232,576,2004
"2767",233,577,2004
"2768",234,621,2004
"2769",235,666,2004
"2770",235,584,2004
"2771",236,501,2004
"2772",236,667,2004
"2773",237,668,2004
"2774",238,290,2004
"2775",238,537,2004
"2776",239,425,2004
"2777",239,669,2004
"2778",240,250,2004
"2779",240,332,2004
"2780",240,389,2004
"2781",240,411,2004
"2782",240,451,2004
"2783",240,468,2004
"2784",240,469,2004
"2785",240,494,2004
"2786",240,532,2004
"2787",241,670,2004
"2788",242,477,2004
"2789",242,481,2004
"2790",242,671,2004
"2791",243,430,2004
"2792",243,672,2004
"2793",244,474,2004
"2794",245,296,2004
"2795",245,646,2004
"2796",246,673,2004
"2797",247,257,2004
"2798",247,454,2004
"2799",248,524,2004
"2800",249,674,2004
"2801",250,332,2004
"2802",250,389,2004
"2803",250,411,2004
"2804",250,451,2004
"2805",250,468,2004
"2806",250,469,2004
"2807",250,494,2004
"2808",250,532,2004
"2809",251,503,2004
"2810",251,602,2004
"2811",252,381,2004
"2812",252,564,2004
"2813",253,414,2004
"2814",253,427,2004
"2815",254,479,2004
"2816",254,675,2004
"2817",255,346,2004
"2818",255,431,2004
"2819",256,676,2004
"2820",257,454,2004
"2821",257,677,2004
"2822",258,678,2004
"2823",259,627,2004
"2824",260,284,2004
"2825",260,323,2004
"2826",260,336,2004
"2827",260,496,2004
"2828",260,510,2004
"2829",260,679,2004
"2830",261,263,2004
"2831",261,483,2004
"2832",261,525,2004
"2833",262,362,2004
"2834",262,372,2004
"2835",262,566,2004
"2836",263,483,2004
"2837",263,525,2004
"2838",264,286,2004
"2839",264,370,2004
"2840",264,421,2004
"2841",264,435,2004
"2842",264,457,2004
"2843",264,478,2004
"2844",264,484,2004
"2845",264,490,2004
"2846",264,506,2004
"2847",264,613,2004
"2848",264,507,2004
"2849",264,530,2004
"2850",265,680,2004
"2851",266,660,2004
"2852",267,353,2004
"2853",267,439,2004
"2854",267,681,2004
"2855",267,504,2004
"2856",267,559,2004
"2857",268,354,2004
"2858",268,682,2004
"2859",269,513,2004
"2860",270,322,2004
"2861",270,683,2004
"2862",271,387,2004
"2863",271,394,2004
"2864",271,400,2004
"2865",271,426,2004
"2866",271,452,2004
"2867",271,485,2004
"2868",271,556,2004
"2869",272,401,2004
"2870",272,544,2004
"2871",273,336,2004
"2872",273,351,2004
"2873",273,684,2004
"2874",274,299,2004
"2875",274,685,2004
"2876",275,329,2004
"2877",275,399,2004
"2878",275,413,2004
"2879",276,311,2004
"2880",276,686,2004
"2881",277,664,2004
"2882",278,298,2004
"2883",278,687,2004
"2884",278,688,2004
"2885",279,339,2004
"2886",279,355,2004
"2887",279,367,2004
"2888",279,631,2004
"2889",280,302,2004
"2890",280,370,2004
"2891",280,689,2004
"2892",281,472,2004
"2893",282,690,2004
"2894",283,338,2004
"2895",283,368,2004
"2896",284,679,2004
"2897",285,391,2004
"2898",285,691,2004
"2899",286,370,2004
"2900",286,421,2004
"2901",286,435,2004
"2902",286,457,2004
"2903",286,478,2004
"2904",286,484,2004
"2905",286,490,2004
"2906",286,506,2004
"2907",286,613,2004
"2908",286,507,2004
"2909",286,530,2004
"2910",287,373,2004
"2911",287,446,2004
"2912",287,692,2004
"2913",288,610,2004
"2914",289,693,2004
"2915",290,537,2004
"2916",290,694,2004
"2917",291,460,2004
"2918",291,524,2004
"2919",292,523,2004
"2920",293,524,2004
"2921",294,386,2004
"2922",294,695,2004
"2923",295,696,2004
"2924",296,646,2004
"2925",297,697,2004
"2926",298,309,2004
"2927",298,688,2004
"2928",298,450,2004
"2929",298,489,2004
"2930",298,698,2004
"2931",299,685,2004
"2932",300,325,2004
"2933",300,699,2004
"2934",301,354,2004
"2935",301,617,2004
"2936",302,370,2004
"2937",302,689,2004
"2938",303,358,2004
"2939",303,601,2004
"2940",304,360,2004
"2941",304,625,2004
"2942",304,417,2004
"2943",304,550,2004
"2944",305,334,2004
"2945",305,385,2004
"2946",305,438,2004
"2947",305,493,2004
"2948",305,512,2004
"2949",306,408,2004
"2950",307,676,2004
"2951",308,310,2004
"2952",308,611,2004
"2953",309,450,2004
"2954",309,489,2004
"2955",309,698,2004
"2956",310,611,2004
"2957",311,686,2004
"2958",312,673,2004
"2959",313,700,2004
"2960",314,466,2004
"2961",314,701,2004
"2962",315,500,2004
"2963",315,678,2004
"2964",316,390,2004
"2965",316,422,2004
"2966",317,335,2004
"2967",317,702,2004
"2968",318,395,2004
"2969",318,476,2004
"2970",318,703,2004
"2971",318,704,2004
"2972",319,705,2004
"2973",320,706,2004
"2974",321,363,2004
"2975",321,461,2004
"2976",322,683,2004
"2977",323,336,2004
"2978",323,619,2004
"2979",323,510,2004
"2980",323,679,2004
"2981",324,652,2004
"2982",325,699,2004
"2983",325,502,2004
"2984",325,707,2004
"2985",326,524,2004
"2986",327,708,2004
"2987",328,636,2004
"2988",328,709,2004
"2989",329,399,2004
"2990",329,413,2004
"2991",329,710,2004
"2992",329,711,2004
"2993",330,377,2004
"2994",330,620,2004
"2995",331,712,2004
"2996",332,389,2004
"2997",332,411,2004
"2998",332,451,2004
"2999",332,468,2004
"3000",332,469,2004
"3001",332,494,2004
"3002",332,532,2004
"3003",333,552,2004
"3004",334,385,2004
"3005",334,438,2004
"3006",334,493,2004
"3007",334,512,2004
"3008",335,713,2004
"3009",335,702,2004
"3010",336,351,2004
"3011",336,684,2004
"3012",336,510,2004
"3013",336,679,2004
"3014",337,714,2004
"3015",338,368,2004
"3016",339,355,2004
"3017",339,367,2004
"3018",339,631,2004
"3019",340,408,2004
"3020",340,690,2004
"3021",341,715,2004
"3022",342,633,2004
"3023",343,505,2004
"3024",343,663,2004
"3025",344,379,2004
"3026",344,716,2004
"3027",345,717,2004
"3028",346,431,2004
"3029",347,602,2004
"3030",348,391,2004
"3031",348,718,2004
"3032",349,719,2004
"3033",350,366,2004
"3034",350,509,2004
"3035",350,720,2004
"3036",351,684,2004
"3037",352,522,2004
"3038",353,422,2004
"3039",353,439,2004
"3040",353,447,2004
"3041",353,559,2004
"3042",354,682,2004
"3043",354,721,2004
"3044",355,367,2004
"3045",355,631,2004
"3046",356,674,2004
"3047",357,722,2004
"3048",358,601,2004
"3049",359,723,2004
"3050",360,417,2004
"3051",360,550,2004
"3052",361,432,2004
"3053",361,480,2004
"3054",361,659,2004
"3055",362,372,2004
"3056",362,566,2004
"3057",363,461,2004
"3058",363,573,2004
"3059",364,558,2004
"3060",365,492,2004
"3061",365,724,2004
"3062",366,509,2004
"3063",366,720,2004
"3064",367,631,2004
"3065",368,369,2004
"3066",369,725,2004
"3067",370,421,2004
"3068",370,435,2004
"3069",370,457,2004
"3070",370,689,2004
"3071",370,478,2004
"3072",370,484,2004
"3073",370,490,2004
"3074",370,506,2004
"3075",370,613,2004
"3076",370,507,2004
"3077",370,530,2004
"3078",371,499,2004
"3079",371,571,2004
"3080",372,566,2004
"3081",373,446,2004
"3082",373,692,2004
"3083",374,563,2004
"3084",375,376,2004
"3085",375,378,2004
"3086",375,458,2004
"3087",375,538,2004
"3088",376,378,2004
"3089",376,458,2004
"3090",376,538,2004
"3091",377,620,2004
"3092",378,458,2004
"3093",378,538,2004
"3094",379,716,2004
"3095",380,726,2004
"3096",381,564,2004
"3097",382,574,2004
"3098",383,546,2004
"3099",384,518,2004
"3100",385,438,2004
"3101",385,493,2004
"3102",385,512,2004
"3103",386,695,2004
"3104",387,394,2004
"3105",387,400,2004
"3106",387,426,2004
"3107",387,452,2004
"3108",387,485,2004
"3109",387,556,2004
"3110",388,405,2004
"3111",388,448,2004
"3112",388,727,2004
"3113",389,411,2004
"3114",389,451,2004
"3115",389,468,2004
"3116",389,469,2004
"3117",389,494,2004
"3118",389,532,2004
"3119",390,422,2004
"3120",391,691,2004
"3121",391,718,2004
"3122",392,551,2004
"3123",393,728,2004
"3124",394,400,2004
"3125",394,426,2004
"3126",394,452,2004
"3127",394,485,2004
"3128",394,556,2004
"3129",395,704,2004
"3130",396,618,2004
"3131",397,614,2004
"3132",398,598,2004
"3133",399,413,2004
"3134",399,729,2004
"3135",400,426,2004
"3136",400,452,2004
"3137",400,485,2004
"3138",400,556,2004
"3139",401,544,2004
"3140",402,730,2004
"3141",403,413,2004
"3142",404,436,2004
"3143",404,731,2004
"3144",404,732,2004
"3145",405,448,2004
"3146",405,727,2004
"3147",405,628,2004
"3148",406,733,2004
"3149",407,734,2004
"3150",408,690,2004
"3151",409,735,2004
"3152",410,449,2004
"3153",410,656,2004
"3154",410,736,2004
"3155",411,451,2004
"3156",411,468,2004
"3157",411,469,2004
"3158",411,494,2004
"3159",411,532,2004
"3160",412,437,2004
"3161",412,470,2004
"3162",412,602,2004
"3163",413,592,2004
"3164",413,737,2004
"3165",414,427,2004
"3166",415,583,2004
"3167",416,632,2004
"3168",417,550,2004
"3169",418,738,2004
"3170",419,739,2004
"3171",420,740,2004
"3172",420,445,2004
"3173",420,741,2004
"3174",421,435,2004
"3175",421,443,2004
"3176",421,457,2004
"3177",421,528,2004
"3178",421,478,2004
"3179",421,484,2004
"3180",421,490,2004
"3181",421,506,2004
"3182",421,507,2004
"3183",421,530,2004
"3184",422,447,2004
"3185",423,549,2004
"3186",424,534,2004
"3187",425,669,2004
"3188",426,452,2004
"3189",426,485,2004
"3190",426,556,2004
"3191",427,593,2004
"3192",428,742,2004
"3193",429,595,2004
"3194",430,672,2004
"3195",431,743,2004
"3196",432,480,2004
"3197",432,659,2004
"3198",433,744,2004
"3199",434,535,2004
"3200",435,457,2004
"3201",435,478,2004
"3202",435,484,2004
"3203",435,490,2004
"3204",435,506,2004
"3205",435,507,2004
"3206",435,530,2004
"3207",436,731,2004
"3208",437,470,2004
"3209",437,602,2004
"3210",438,493,2004
"3211",438,512,2004
"3212",439,559,2004
"3213",440,745,2004
"3214",441,746,2004
"3215",442,455,2004
"3216",443,507,2004
"3217",444,747,2004
"3218",445,741,2004
"3219",446,692,2004
"3220",447,748,2004
"3221",447,567,2004
"3222",448,727,2004
"3223",449,736,2004
"3224",450,489,2004
"3225",450,698,2004
"3226",451,468,2004
"3227",451,469,2004
"3228",451,494,2004
"3229",451,532,2004
"3230",452,485,2004
"3231",452,556,2004
"3232",453,749,2004
"3233",454,677,2004
"3234",455,750,2004
"3235",456,663,2004
"3236",457,478,2004
"3237",457,484,2004
"3238",457,490,2004
"3239",457,506,2004
"3240",457,613,2004
"3241",457,507,2004
"3242",457,530,2004
"3243",458,538,2004
"3244",459,751,2004
"3245",460,524,2004
"3246",461,573,2004
"3247",462,752,2004
"3248",463,564,2004
"3249",464,642,2004
"3250",465,753,2004
"3251",466,701,2004
"3252",467,568,2004
"3253",468,469,2004
"3254",468,494,2004
"3255",468,532,2004
"3256",469,494,2004
"3257",469,532,2004
"3258",470,602,2004
"3259",471,754,2004
"3260",472,621,2004
"3261",472,622,2004
"3262",473,542,2004
"3263",474,560,2004
"3264",475,570,2004
"3265",476,703,2004
"3266",477,481,2004
"3267",477,671,2004
"3268",478,484,2004
"3269",478,490,2004
"3270",478,506,2004
"3271",478,613,2004
"3272",478,507,2004
"3273",478,530,2004
"3274",479,675,2004
"3275",480,659,2004
"3276",481,671,2004
"3277",482,755,2004
"3278",483,525,2004
"3279",484,490,2004
"3280",484,506,2004
"3281",484,613,2004
"3282",484,507,2004
"3283",484,530,2004
"3284",485,556,2004
"3285",486,756,2004
"3286",487,587,2004
"3287",488,757,2004
"3288",489,698,2004
"3289",490,506,2004
"3290",490,613,2004
"3291",490,507,2004
"3292",490,530,2004
"3293",491,758,2004
"3294",492,724,2004
"3295",493,512,2004
"3296",494,532,2004
"3297",495,719,2004
"3298",496,510,2004
"3299",497,759,2004
"3300",498,674,2004
"3301",499,571,2004
"3302",500,678,2004
"3303",501,667,2004
"3304",502,707,2004
"3305",503,504,2004
"3306",503,602,2004
"3307",504,602,2004
"3308",505,663,2004
"3309",506,507,2004
"3310",506,530,2004
"3311",507,530,2004
"3312",508,760,2004
"3313",509,720,2004
"3314",510,679,2004
"3315",1,202,2005
"3316",1,600,2005
"3317",1,651,2005
"3318",1,719,2005
"3319",2,720,2005
"3320",3,721,2005
"3321",4,722,2005
"3322",5,164,2005
"3323",5,292,2005
"3324",5,371,2005
"3325",5,723,2005
"3326",6,724,2005
"3327",7,245,2005
"3328",7,464,2005
"3329",8,21,2005
"3330",8,461,2005
"3331",8,663,2005
"3332",8,725,2005
"3333",9,389,2005
"3334",10,726,2005
"3335",10,727,2005
"3336",11,308,2005
"3337",11,728,2005
"3338",12,167,2005
"3339",12,447,2005
"3340",13,624,2005
"3341",13,669,2005
"3342",13,729,2005
"3343",14,565,2005
"3344",15,111,2005
"3345",15,216,2005
"3346",15,730,2005
"3347",16,139,2005
"3348",16,238,2005
"3349",16,731,2005
"3350",16,514,2005
"3351",16,641,2005
"3352",16,659,2005
"3353",16,732,2005
"3354",17,480,2005
"3355",17,733,2005
"3356",18,85,2005
"3357",19,734,2005
"3358",20,42,2005
"3359",20,126,2005
"3360",20,735,2005
"3361",21,461,2005
"3362",21,663,2005
"3363",21,725,2005
"3364",22,109,2005
"3365",22,736,2005
"3366",23,297,2005
"3367",23,737,2005
"3368",24,738,2005
"3369",25,739,2005
"3370",26,172,2005
"3371",26,502,2005
"3372",27,451,2005
"3373",27,655,2005
"3374",27,740,2005
"3375",28,98,2005
"3376",28,359,2005
"3377",28,366,2005
"3378",28,546,2005
"3379",28,741,2005
"3380",29,175,2005
"3381",29,742,2005
"3382",30,743,2005
"3383",31,323,2005
"3384",31,424,2005
"3385",31,525,2005
"3386",31,744,2005
"3387",32,745,2005
"3388",33,204,2005
"3389",33,608,2005
"3390",33,623,2005
"3391",33,746,2005
"3392",34,241,2005
"3393",34,350,2005
"3394",34,550,2005
"3395",34,747,2005
"3396",35,294,2005
"3397",35,545,2005
"3398",35,748,2005
"3399",36,508,2005
"3400",36,749,2005
"3401",37,750,2005
"3402",38,263,2005
"3403",38,646,2005
"3404",38,751,2005
"3405",39,752,2005
"3406",40,431,2005
"3407",40,753,2005
"3408",41,500,2005
"3409",41,653,2005
"3410",41,670,2005
"3411",41,683,2005
"3412",42,126,2005
"3413",42,735,2005
"3414",43,444,2005
"3415",43,754,2005
"3416",44,65,2005
"3417",44,159,2005
"3418",44,184,2005
"3419",44,217,2005
"3420",44,233,2005
"3421",44,327,2005
"3422",44,499,2005
"3423",44,604,2005
"3424",44,755,2005
"3425",44,640,2005
"3426",44,677,2005
"3427",44,717,2005
"3428",44,756,2005
"3429",45,757,2005
"3430",46,237,2005
"3431",47,316,2005
"3432",48,414,2005
"3433",48,747,2005
"3434",49,267,2005
"3435",49,758,2005
"3436",50,129,2005
"3437",50,193,2005
"3438",50,352,2005
"3439",50,386,2005
"3440",50,528,2005
"3441",50,601,2005
"3442",50,759,2005
"3443",51,95,2005
"3444",51,379,2005
"3445",51,437,2005
"3446",51,467,2005
"3447",51,760,2005
"3448",52,761,2005
"3449",53,762,2005
"3450",53,335,2005
"3451",53,401,2005
"3452",53,763,2005
"3453",54,250,2005
"3454",54,497,2005
"3455",54,584,2005
"3456",54,764,2005
"3457",55,653,2005
"3458",55,765,2005
"3459",56,131,2005
"3460",57,72,2005
"3461",57,224,2005
"3462",57,516,2005
"3463",57,766,2005
"3464",58,311,2005
"3465",58,767,2005
"3466",58,768,2005
"3467",59,279,2005
"3468",59,450,2005
"3469",59,468,2005
"3470",60,185,2005
"3471",60,522,2005
"3472",60,769,2005
"3473",61,441,2005
"3474",61,485,2005
"3475",61,770,2005
"3476",62,771,2005
"3477",62,772,2005
"3478",63,773,2005
"3479",64,774,2005
"3480",65,184,2005
"3481",65,327,2005
"3482",65,499,2005
"3483",65,755,2005
"3484",66,633,2005
"3485",66,775,2005
"3486",67,116,2005
"3487",67,221,2005
"3488",67,501,2005
"3489",67,512,2005
"3490",67,639,2005
"3491",67,776,2005
"3492",68,777,2005
"3493",69,778,2005
"3494",70,305,2005
"3495",70,779,2005
"3496",71,167,2005
"3497",72,224,2005
"3498",72,516,2005
"3499",72,766,2005
"3500",73,301,2005
"3501",73,780,2005
"3502",74,781,2005
"3503",74,455,2005
"3504",74,782,2005
"3505",74,783,2005
"3506",74,784,2005
"3507",74,785,2005
"3508",75,256,2005
"3509",75,786,2005
"3510",76,787,2005
"3511",77,89,2005
"3512",77,575,2005
"3513",77,788,2005
"3514",78,163,2005
"3515",78,789,2005
"3516",79,648,2005
"3517",79,790,2005
"3518",80,276,2005
"3519",80,791,2005
"3520",81,276,2005
"3521",81,295,2005
"3522",82,103,2005
"3523",82,427,2005
"3524",82,792,2005
"3525",83,793,2005
"3526",84,85,2005
"3527",84,583,2005
"3528",84,667,2005
"3529",85,667,2005
"3530",86,272,2005
"3531",86,302,2005
"3532",86,493,2005
"3533",86,672,2005
"3534",86,794,2005
"3535",87,795,2005
"3536",87,220,2005
"3537",87,796,2005
"3538",88,797,2005
"3539",89,575,2005
"3540",89,788,2005
"3541",90,494,2005
"3542",90,798,2005
"3543",91,353,2005
"3544",91,554,2005
"3545",91,799,2005
"3546",92,215,2005
"3547",92,611,2005
"3548",92,800,2005
"3549",93,801,2005
"3550",94,802,2005
"3551",95,379,2005
"3552",95,437,2005
"3553",95,467,2005
"3554",95,760,2005
"3555",96,189,2005
"3556",96,389,2005
"3557",96,803,2005
"3558",96,804,2005
"3559",97,141,2005
"3560",97,144,2005
"3561",97,805,2005
"3562",98,359,2005
"3563",98,366,2005
"3564",98,546,2005
"3565",98,741,2005
