"","new_publication","prior_publication","topic_similarity"
"345",0,0,1.31964545767017
"346",0,0,1.48093084388079
"347",0,0,1.4721342492687
"348",0,0,1.4360134930804
"349",0,0,1.4493522225663
"350",0,0,1.29087254413674
"351",0,0,1.4243430366477
"352",0,0,1.25122555488786
"353",0,0,1.45919889476657
"354",0,0,1.49042160152957
"355",0,0,1.50334716084933
"356",0,0,1.50467866466455
"357",0,0,1.28927547004435
"358",0,0,1.45046901322825
"359",0,0,1.4268055706668
"360",0,0,1.47983503245258
"361",0,0,1.52090008270187
"362",0,0,1.49528468942995
"363",0,0,1.4401708171785
"364",0,0,1.4243430366477
"365",0,0,1.37461763024781
"366",0,0,1.05026862697684
"367",0,0,1.34692004018408
"368",0,0,1.54754525880402
"369",0,0,1.36173616343929
"370",0,0,1.46638693564371
"371",0,0,1.47950621958332
"372",0,0,1.34692004018408
"373",0,0,1.4923792164592
"374",0,0,1.47499557141181
"375",0,0,1.49470928075052
"376",0,0,1.51316300286597
"377",0,0,1.49589191733914
"378",0,0,1.51508670303968
"379",0,0,1.50918846024673
"380",0,0,1.37947295073498
"381",0,0,1.50012692993377
"382",0,0,1.52374279089067
"383",0,0,1.50434664176194
"384",0,0,1.43356171192837
"385",0,0,1.47759614982208
"386",0,0,1.53881984981623
"387",0,0,1.30368195400859
"388",0,0,1.49368602111103
"389",0,0,1.47775046731214
"390",0,0,1.51393842997885
"391",0,0,1.49545659311034
"392",0,0,1.52374279089067
"393",0,0,1.41486694047978
"394",0,0,1.41486694047978
"395",0,0,1.4880357638909
"396",0,0,1.47575453355582
"397",0,0,1.42448935394675
"398",0,0,1.40232383251605
"399",0,0,1.52385562569417
"400",0,0,1.52385562569417
"401",0,0,1.47359574386582
"402",0,0,1.5190141754753
"403",0,0,1.27740518669959
"404",0,0,1.47857268508223
"405",0,0,1.4547209688955
"406",0,0,1.50998468157766
"407",0,0,1.41265671344531
"408",0,0,1.45919889476657
"409",0,0,1.47527471419345
"410",0,0,1.51976694666195
"411",0,0,1.48010842336682
"412",0,0,1.48346246172674
"413",0,0,1.4375535666727
"414",0,0,1.53849564603745
"415",0,0,1.47759614982208
"416",0,0,1.4234759066797
"417",0,0,1.50248739357211
"418",0,0,1.4958389215213
"419",0,0,1.4966647251168
"420",0,0,1.47787771758485
"421",0,0,1.41704712248481
"422",0,0,1.50261542070272
"423",0,0,1.25228243246825
"424",0,0,1.36379028772182
"425",0,0,1.39684065946667
"426",0,0,0
"427",0,0,1.22012507595261
"428",0,0,1.45695864769608
"429",0,0,1.35357039975757
"430",0,0,1.31021879276618
"431",0,0,1.48993851257036
"432",0,0,1.42680627782322
"433",0,0,1.43983790225296
"434",0,0,1.34448784895942
"435",0,0,1.47414324423035
"436",0,0,1.44621894414669
"437",0,0,1.47508147720848
"438",0,0,1.50059233020391
"439",0,0,1.49930754409458
"440",0,0,1.44325100051153
"441",0,0,1.22261456018479
"442",0,0,0.908760386987047
"443",0,0,1.47741254007877
"444",0,0,1.33334522884182
"445",0,0,1.43479028601774
"446",0,0,1.34424929139502
"447",0,0,1.34019785375203
"448",0,0,1.43004467369066
"449",0,0,1.40659508506282
"450",0,0,1.27379753156644
"451",0,0,1.37960636469146
"452",0,0,1.49286720180506
"453",0,0,1.42899480819353
"454",0,0,0.786153508162521
"455",0,0,1.46769452672401
"456",0,0,1.41267335600615
"457",0,0,1.45101692584628
"458",0,0,1.37166372909969
"459",0,0,1.47110305262538
"460",0,0,1.23905061419517
"461",0,0,1.24126793963285
"462",0,0,1.43479028601774
"463",0,0,0.829433842357596
"464",0,1,0.470859323790475
"465",0,0,1.43036743023843
"466",0,0,1.39186211482703
"467",0,0,1.33334522884182
"468",0,0,1.23905061419517
"469",0,0,1.44025942861602
"470",0,0,1.45788469317136
"471",0,0,1.26971990005915
"472",0,0,1.38189377008821
"473",0,0,1.48089366299715
"474",0,0,1.39186211482703
"475",0,0,1.45408314937347
"476",0,0,1.32970420056558
"477",0,0,1.44460142168709
"478",0,0,1.48319646469993
"479",0,0,0.909818187168203
"480",0,0,0.470859323790475
"481",0,0,1.44524076621916
"482",0,0,1.50093648380637
"483",0,0,0.829433842357596
"484",0,0,1.51375051129409
"485",0,0,1.51003368040272
"486",0,0,1.45474416334027
"487",0,0,1.47339859345464
"488",0,0,1.50538740762143
"489",0,0,1.4942809667788
"490",0,0,1.48447422598112
"491",0,0,1.50090013428873
"492",0,0,1.52043640785264
"493",0,0,0.693573024304075
"494",0,0,1.28290480662689
"495",0,0,1.40713254304397
"496",0,0,1.47339859345464
"497",0,0,1.4942809667788
"498",0,0,1.49786835257489
"499",0,0,1.443907482452
"500",0,0,1.17774369538428
"501",0,0,1.50199454074227
"502",0,0,0.757071884473288
"503",0,0,1.4128928493102
"504",0,0,1.52177050992953
"505",0,0,1.4871331946655
"506",0,0,1.50403176101484
"507",0,0,1.42298762627612
"508",0,0,1.09771529572834
"509",0,0,1.48814974934289
"510",0,0,1.43412061573634
"511",0,0,1.45947079930898
"512",0,0,1.45869947623932
"513",0,0,1.41529615073237
"514",0,0,1.47312500654788
"515",0,0,1.47841412277384
"516",0,0,1.44158463000303
"517",0,0,1.14468691798712
"518",0,0,1.51660129330868
"519",0,0,1.34147040516589
"520",0,0,1.51665985584731
"521",0,0,1.46856676970849
"522",0,0,1.50147739620191
"523",0,0,1.42365249186811
"524",0,0,1.44472561586581
"525",0,0,1.42499631922249
"526",0,0,1.48447422598112
"527",0,0,1.46131541682276
"528",0,0,1.48910438691307
"529",0,0,1.4333781657012
"530",0,0,1.51230111978544
"531",0,0,1.09771529572834
"532",0,0,1.43195174762299
"533",0,0,1.50090013428873
"534",0,0,1.26100273384155
"535",0,0,1.40695822130108
"536",0,0,1.43249479170267
"537",0,0,1.51003368040272
"538",0,1,1.04068061989933
"539",0,0,1.51665985584731
"540",0,0,1.48910438691307
"541",0,0,1.43866310169758
"542",0,0,1.40695822130108
"543",0,0,1.51230111978544
"544",0,0,1.49416566603275
"545",0,0,1.4200554554026
"546",0,0,1.50090013428873
"547",0,0,1.48212008098209
"548",0,0,1.47841412277384
"549",0,0,1.46131541682276
"550",0,0,1.50838748433367
"551",0,0,1.49441741166949
"552",0,0,1.44585278255466
"553",0,0,1.38796534428764
"554",0,0,1.38440040435617
"555",0,0,1.52043640785264
"556",0,0,1.1677521201676
"557",0,0,1.45033298016044
"558",0,0,1.39243434114928
"559",0,0,1.49433618189409
"560",0,0,1.24664228889586
"561",0,0,1.42298762627612
"562",0,0,1.47386620468801
"563",0,0,1.50199454074227
"564",0,0,1.48910438691307
"565",0,0,1.45948556615762
"566",0,0,1.45948556615762
"567",0,0,1.42067648725284
"568",0,0,1.52043640785264
"569",0,0,1.4555545889351
"570",0,0,1.14468691798712
"571",0,0,1.48212008098209
"572",0,0,1.4529775454765
"573",0,0,1.47386620468801
"574",0,0,1.33284923509125
"575",0,0,1.32342374914732
"576",0,0,1.45033298016044
"577",0,0,1.42975367301173
"578",0,0,1.52290990315976
"579",0,0,1.49105468850594
"580",0,0,1.45690423620948
"581",0,0,1.5159341263919
"582",0,0,1.31085411464762
"583",0,0,1.50131672106171
"584",0,0,1.47929746011379
"585",0,0,1.50409551250299
"586",0,0,1.39830489033453
"587",0,0,1.37118894111555
"588",0,0,1.48459090041485
"589",0,0,1.48910438691307
"590",0,0,1.36337695838859
"591",0,0,1.51660129330868
"592",0,0,1.43414592559941
"593",0,0,1.42370157932698
"594",0,0,1.4058495011338
"595",0,0,1.45059928612897
"596",0,0,1.40695822130108
"597",0,0,1.50336737101052
"598",0,0,1.26100273384155
"599",0,0,1.51665985584731
"600",0,0,1.35150693396545
"601",0,0,1.47650251508516
"602",0,0,1.4570331290372
"603",0,0,1.49374845631211
"604",0,0,1.49819306188893
"605",0,0,1.45122407915209
"606",0,0,1.37480010823684
"607",0,0,1.37615561761134
"608",0,0,1.41529615073237
"609",0,0,1.49514171736042
"610",0,0,1.23035522777894
"611",0,0,1.42975367301173
"612",0,0,1.53339497016397
"613",0,0,1.38077707981766
"614",0,0,1.42461857695624
"615",0,0,1.41573298908899
"616",0,0,1.28290480662689
"617",0,0,1.47567455224455
"618",0,0,1.50090013428873
"619",0,0,1.30636356217624
"620",0,0,1.41600134406545
"621",0,0,1.43610070563388
"622",0,0,1.43249479170267
"623",0,0,1.53339497016397
"624",0,0,1.36337695838859
"625",0,0,1.15992289608138
"626",0,0,1.51345360334421
"627",0,0,1.49786835257489
"628",0,0,1.25723326352609
"629",0,0,1.43414592559941
"630",0,0,1.49928741817883
"631",0,0,1.51665985584731
"632",0,0,1.50409551250299
"633",0,0,1.47293422693469
"634",0,0,1.4529775454765
"635",0,0,1.43610070563388
"636",0,0,1.54665949467323
"637",0,0,1.50123055492708
"638",0,0,1.4942809667788
"639",0,0,1.47929746011379
"640",0,0,1.45596374281612
"641",0,0,1.52123587453669
"642",0,0,1.4871331946655
"643",0,0,1.47386620468801
"644",0,0,1.43363575513279
"645",0,0,1.45500136101836
"646",0,0,1.44903589951581
"647",0,0,1.39791165827778
"648",0,0,1.4351659848471
"649",0,0,0.964589937972418
"650",0,0,1.44165230069625
"651",0,0,1.45947079930898
"652",0,0,1.51665985584731
"653",0,0,1.42499631922249
"654",0,0,1.35150693396545
"655",0,0,1.23035522777894
"656",0,0,1.17774369538428
"657",0,0,1.46648401133907
"658",0,0,1.42430471578406
"659",0,0,1.51665985584731
"660",0,0,1.4811797405897
"661",0,0,0.860303981569884
"662",0,0,1.27118993481563
"663",0,0,1.47711870365167
"664",0,0,1.48212008098209
"665",0,0,1.34085974709541
"666",0,0,1.53232934161283
"667",0,0,1.50844087118618
"668",0,0,1.48212008098209
"669",0,0,1.49906962023104
"670",0,0,1.45500136101836
"671",0,0,1.5204132382729
"672",0,0,1.45777274617933
"673",0,0,1.51933007098484
"674",0,0,1.50844087118618
"675",0,0,1.43363575513279
"676",0,0,1.49416566603275
"677",0,0,1.39944170621795
"678",0,0,1.43492247924826
"679",0,0,1.48921592876991
"680",0,0,1.43163430122851
"681",0,0,1.5218198235685
"682",0,0,1.42430471578406
"683",0,0,1.50403176101484
"684",0,0,1.43866310169758
"685",0,0,1.50447760931625
"686",0,0,1.42319315031305
"687",0,0,1.50044104211333
"688",0,0,1.48129633931381
"689",0,0,1.42461857695624
"690",0,0,1.47603366611046
"691",0,0,1.51345360334421
"692",0,0,1.45500136101836
"693",0,0,1.5204132382729
"694",0,0,1.33284923509125
"695",0,0,1.5428857030851
"696",0,0,1.4314358468528
"697",0,0,1.51345360334421
"698",0,0,1.50090013428873
"699",0,0,1.34522604431101
"700",0,0,1.25723326352609
"701",0,0,1.43492247924826
"702",0,0,1.50403176101484
"703",0,0,1.47841412277384
"704",0,0,1.44420373204593
"705",0,0,1.50403176101484
"706",0,0,1.40502058306691
"707",0,0,1.44898631341225
"708",0,0,1.4404175422808
"709",0,0,1.35150693396545
"710",0,0,1.44585278255466
"711",0,0,1.3556949324421
"712",0,0,1.28654356906099
"713",0,0,1.50838748433367
"714",0,0,1.50454241595878
"715",0,0,1.39625084909069
"716",0,0,1.47386620468801
"717",0,0,1.49514171736042
"718",0,0,1.14468691798712
"719",0,0,1.42975367301173
"720",0,0,1.42196839385461
"721",0,0,1.53232934161283
"722",0,0,1.45033298016044
"723",0,0,1.45033298016044
"724",0,0,1.44371316568706
"725",0,0,1.41573298908899
"726",0,0,1.33022378150148
"727",0,0,1.30636356217624
"728",0,0,1.42148529843521
"729",0,0,1.25723326352609
"730",0,0,1.51230111978544
"731",0,0,1.40713254304397
"732",0,0,1.52123587453669
"733",0,0,1.45500136101836
"734",0,0,1.50123055492708
"735",0,0,1.34085974709541
"736",0,0,1.43492247924826
"737",0,0,1.3432692391846
"738",0,0,1.42430471578406
"739",0,0,1.38796534428764
"740",0,0,1.51660129330868
"741",0,0,1.45895128437595
"742",0,0,1.50109296352305
"743",0,0,1.49900243808732
"744",0,0,1.49786835257489
"745",0,0,1.4529775454765
"746",0,0,1.3432692391846
"747",0,0,1.49134578614261
"748",0,0,1.48459090041485
"749",0,0,1.33022378150148
"750",0,0,1.49514171736042
"751",0,0,1.50044104211333
"752",0,0,1.35333928301308
"753",0,0,0.693573024304075
"754",0,0,1.46296065244625
"755",0,0,1.50659809702303
"756",0,0,1.50447760931625
"757",0,0,1.37615561761134
"758",0,0,1.44384878600524
"759",0,0,1.50403176101484
"760",0,0,1.39944170621795
"761",0,0,1.25086745302942
"762",0,0,1.49105468850594
"763",0,0,1.49824611858017
"764",0,0,1.47711870365167
"765",0,0,1.51345360334421
"766",0,0,1.4811797405897
"767",0,0,1.42461857695624
"768",0,0,1.50083277220326
"769",0,0,1.51665985584731
"770",0,0,1.35138319257261
"771",0,0,1.37480010823684
"772",0,0,1.349473152401
"773",0,0,1.4529775454765
"774",0,0,1.42499631922249
"775",0,0,1.21535940301722
"776",0,0,1.40695822130108
"777",0,0,1.33284923509125
"778",0,0,1.43363575513279
"779",0,0,1.43610070563388
"780",0,0,1.5204132382729
"781",0,0,1.34522604431101
"782",0,0,1.30402680885427
"783",0,0,1.2901388868581
"784",0,0,1.31085411464762
"785",0,0,1.4058495011338
"786",0,0,1.50403176101484
"787",0,0,1.28654356906099
"788",0,0,1.21535940301722
"789",0,0,1.37118894111555
"790",0,0,1.46453920959303
"791",0,0,1.42370157932698
"792",0,0,1.5428857030851
"793",0,0,1.43249479170267
"794",0,0,1.14468691798712
"795",0,0,1.43195174762299
"796",0,0,1.42370157932698
"797",0,0,1.48354385948835
"798",0,0,1.49374845631211
"799",0,0,1.49155313371462
"800",0,0,1.49463529083896
"801",0,0,1.50055937681522
"802",0,0,1.47650251508516
"803",1,0,1.41876717388724
"804",0,0,1.44165230069625
"805",0,0,1.50123055492708
"806",0,0,1.50610402137295
"807",0,0,1.49105468850594
"808",0,0,1.50659809702303
"809",0,0,1.48978641164428
"810",0,0,1.48952396091393
"811",0,0,1.28290480662689
"812",0,0,0.693573024304075
"813",0,0,1.49819306188893
"814",0,0,1.40713254304397
"815",0,0,1.49917093865375
"816",0,0,1.50610402137295
"817",0,0,1.35150693396545
"818",0,0,1.35150693396545
"819",0,0,1.4350897931428
"820",0,0,0.757071884473288
"821",0,1,1.05399587076888
"822",0,0,1.31450955977738
"823",0,0,1.33474475417798
"824",0,0,1.33474475417798
"825",0,0,1.48212008098209
"826",0,0,1.42500076540679
"827",0,0,1.52025741535655
"828",0,0,1.4570331290372
"829",0,0,1.43412061573634
"830",0,0,1.47293422693469
"831",0,0,0.741471311743011
"832",0,0,1.33284923509125
"833",0,0,1.4128928493102
"834",0,0,1.47567455224455
"835",0,0,1.42319315031305
"836",0,0,1.47711870365167
"837",0,0,1.37615561761134
"838",0,0,1.50409551250299
"839",0,0,1.48978641164428
"840",0,0,1.31779445299883
"841",0,0,1.38033931077495
"842",0,0,1.50109296352305
"843",0,0,1.44371316568706
"844",0,0,1.41529615073237
"845",0,0,1.47213743788072
"846",0,0,1.44158463000303
"847",0,0,1.41600134406545
"848",0,0,1.49944686579215
"849",0,0,1.37364562105495
"850",0,0,1.22012507595261
"851",0,0,0
"852",0,0,1.41497788380213
"853",0,0,0.642313666841002
"854",0,0,1.3048551619162
"855",0,0,1.46740083585561
"856",0,0,1.35561772336992
"857",0,0,1.38441575251265
"858",0,0,1.12031369535401
"859",0,0,1.43133789585878
"860",0,0,1.36952607850427
"861",0,0,1.42505293963956
"862",0,0,1.47803003363547
"863",0,0,1.46138689760064
"864",0,0,1.40484081502944
"865",0,1,0.337380538466745
"866",0,0,0.722837397727662
"867",0,0,1.43828871496536
"868",0,0,1.49393605020439
"869",0,0,1.42579504754297
"870",0,0,1.38579193757758
"871",0,0,1.28162177841606
"872",0,0,1.41901259047036
"873",0,0,1.36967388920845
"874",0,0,1.2292407372247
"875",0,0,1.314929211047
"876",0,0,1.47224383752488
"877",0,0,1.3347272910839
"878",0,0,1.4341039414605
"879",0,0,1.41940112270362
"880",0,0,1.27558630167693
"881",0,0,1.40987064009206
"882",0,0,1.38008527492635
"883",0,0,1.44808095250889
"884",0,0,1.36195458646777
"885",0,0,0.809237271989455
"886",0,0,1.42579504754297
"887",0,0,1.36835576555688
"888",0,0,1.35252084213363
"889",0,0,1.43934654624134
"890",0,0,1.38677185040269
"891",0,0,1.49393605020439
"892",0,0,1.36195458646777
"893",0,0,1.37295363149321
"894",0,0,1.45253701539669
"895",0,0,1.35492829252576
"896",0,0,1.28203011874991
"897",0,0,1.4648755535903
"898",0,0,1.38677185040269
"899",0,0,1.50012595760379
"900",0,0,1.321090523393
"901",0,0,1.39260158711047
"902",0,0,1.43000319750561
"903",0,0,1.21610739426161
"904",0,0,1.35252084213363
"905",0,0,1.29298006169481
"906",0,0,1.44427140510563
"907",0,0,1.36835576555688
"908",0,0,1.51703608645118
"909",0,0,1.49710982112027
"910",0,0,1.34201002175655
"911",0,0,1.28711887271247
"912",0,0,1.51278754354736
"913",0,0,1.44401199526771
"914",0,0,1.41300430593888
"915",0,0,1.45484473902917
"916",0,0,1.4853337268965
"917",0,0,1.4263205375932
"918",0,0,1.24166629417199
"919",0,0,1.404175090854
"920",0,0,1.28711887271247
"921",0,0,1.44401199526771
"922",0,0,1.46478773422585
"923",0,0,1.37892592234781
"924",0,0,1.2637174127165
"925",0,0,1.48118492241575
"926",0,0,1.29373939001909
"927",0,0,1.4970212420403
"928",0,0,1.50233827444389
"929",0,0,1.49360182308856
"930",0,0,1.45728119950575
