"","label","CM","measure","pct"
"311","D Cai","degree",9,0.972514361467079
"312","M Lewis","degree",9,0.972425983208131
"313","R Baker","degree",9,0.972337604949183
"314","J Green","degree",9,0.972249226690234
"315","S Huang","degree",9,0.972160848431286
"316","B Bergen","degree",9,0.972072470172338
"317","S Lee","degree",9,0.971984091913389
"318","J Rogers","degree",9,0.971895713654441
"319","E Anderson","degree",9,0.971807335395493
"320","Y Chen","degree",9,0.971718957136544
"321","L Wang","degree",9,0.971630578877596
"322","E Walker","degree",9,0.971542200618648
"323","E Kim","degree",9,0.9714538223597
"324","C McLaren","degree",9,0.971365444100751
"325","T Wills","degree",9,0.971277065841803
"326","F Anggoro","degree",9,0.971188687582855
"327","A Yu","degree",9,0.971100309323906
"328","A Knott","degree",9,0.971011931064958
"329","M Werning","degree",9,0.97092355280601
"330","H Chan","degree",9,0.970835174547061
"331","J Hartshorne","degree",9,0.970746796288113
"332","D Jones","degree",9,0.970658418029165
"333","A Theakston","degree",9,0.970570039770216
"334","J Raczaszek-Leonardi","degree",9,0.970481661511268
"335","J Leeuw","degree",9,0.97039328325232
"336","J Sprenger","degree",9,0.970304904993372
"337","A Johnson","degree",9,0.970216526734423
"338","N Cohn","degree",9,0.970128148475475
"339","S Coulson","degree",9,0.970039770216527
"340","J Andrews","degree",9,0.969951391957578
"341","B Zinszer","degree",9,0.96986301369863
"342","J Pine","degree",9,0.969774635439682
"343","K Godwin","degree",9,0.969686257180734
"344","A Diederich","degree",9,0.969597878921785
"345","M Asaba","degree",9,0.969509500662837
"346","T Shipley","degree",9,0.969421122403889
"347","F Cushman","degree",9,0.96933274414494
"348","A Papafragou","degree",9,0.969244365885992
"349","R Raizada","degree",9,0.969155987627044
"350","N Lester","degree",9,0.969067609368095
"351","K MacDonald","degree",9,0.968979231109147
"352","E Hubbard","degree",9,0.968095448519664
"353","T Matlock","degree",9,0.968007070260716
"354","C Conway","degree",9,0.967918692001768
"355","C Sandhofer","degree",9,0.967830313742819
"356","L Shen","degree",9,0.967741935483871
"357","S Franconeri","degree",9,0.967653557224923
"358","J Morita","degree",9,0.967565178965974
"359","R Futrell","degree",9,0.967476800707026
"360","A Rothe","degree",9,0.967388422448078
"361","H Yim","degree",9,0.96730004418913
"362","M Kunda","degree",9,0.967211665930181
"363","G Roberts","degree",9,0.966681396376491
"364","M Siegel","degree",9,0.966593018117543
"365","D Morrison","degree",9,0.966504639858595
"366","L Speed","degree",9,0.966416261599646
"367","W Nan","degree",9,0.966327883340698
"368","B Dey","degree",9,0.96623950508175
"369","K Ozcimder","degree",9,0.966151126822802
"370","S Varma","degree",9,0.966062748563853
"371","F Li","degree",9,0.965974370304905
"372","P Gerjets","degree",9,0.965885992045957
"373","J Bohnemeyer","degree",9,0.965797613787008
"374","V Popov","degree",9,0.96570923552806
"375","Z Kurth-Nelson","degree",9,0.965620857269112
"376","T Arai","degree",9,0.965532479010163
"377","D Bourgin","degree",9,0.965444100751215
"378","C Lew-Williams","degree",9,0.965355722492267
"379","R Davis","degree",9,0.965267344233319
"380","G Shi","degree",9,0.96517896597437
"381","H Singmann","degree",9,0.965090587715422
"382","P Li","degree",8,0.965002209456474
"383","B Love","degree",8,0.964913831197525
"384","P Scheiter","degree",8,0.964825452938577
"385","R Liu","degree",8,0.964737074679629
"386","J Thibaut","degree",8,0.964648696420681
"387","B Burns","degree",8,0.964560318161732
"388","A Wills","degree",8,0.964471939902784
"389","R West","degree",8,0.964383561643836
"390","K Reimer","degree",8,0.964295183384887
"391","M Graesser","degree",8,0.964206805125939
"392","S Yang","degree",8,0.964118426866991
"393","R Cooper","degree",8,0.964030048608042
"394","J Gentner","degree",8,0.963941670349094
"395","G Graesser","degree",8,0.963853292090146
"396","B Rittle-Johnson","degree",8,0.963764913831198
"397","S Goswami","degree",8,0.963676535572249
"398","O Santiago-Diaz","degree",8,0.963588157313301
"399","D Pita","degree",8,0.963499779054353
"400","M Blair","degree",8,0.963411400795404
"401","D Lee","degree",8,0.963323022536456
"402","N McNeil","degree",8,0.963234644277508
"403","J Goldstone","degree",8,0.963146266018559
"404","M Sato","degree",8,0.963057887759611
"405","S Campbell","degree",8,0.962969509500663
"406","K Yamada","degree",8,0.962881131241714
"407","S Chandrasekharan","degree",8,0.962792752982766
"408","F Martin","degree",8,0.962704374723818
"409","K Goedert","degree",8,0.96261599646487
"410","J Smith","degree",8,0.962527618205921
"411","S Hidaka","degree",8,0.962439239946973
"412","J Hoover","degree",8,0.962350861688025
"413","S Clark","degree",8,0.962262483429076
"414","M Zhang","degree",8,0.962174105170128
"415","Y Chan","degree",8,0.96208572691118
"416","K Johnson","degree",8,0.961997348652232
"417","T Zhu","degree",8,0.961908970393283
"418","M Swerts","degree",8,0.961820592134335
"419","T Mintz","degree",8,0.961732213875387
"420","V Zabotkina","degree",8,0.961643835616438
"421","A Li","degree",8,0.96155545735749
"422","A Yuan","degree",8,0.961467079098542
"423","P Bello","degree",8,0.961378700839593
"424","M Swart","degree",8,0.961290322580645
"425","B Rehder","degree",8,0.961201944321697
"426","R Azevedo","degree",8,0.961113566062749
"427","P Cheung","degree",8,0.9610251878038
"428","G Li","degree",8,0.960936809544852
"429","J Borst","degree",8,0.960848431285904
"430","P Harris","degree",8,0.960760053026955
"431","R Rhodes","degree",8,0.960671674768007
"432","Y Lee","degree",8,0.960583296509059
"433","J Fischer","degree",8,0.96049491825011
"434","Y Chuang","degree",8,0.960406539991162
"435","O Urminsky","degree",8,0.960318161732214
"436","P Rosenbloom","degree",8,0.960229783473266
"437","H Vlach","degree",8,0.960141405214317
"438","Y Sato","degree",8,0.960053026955369
"439","J Chang","degree",8,0.959964648696421
"440","L Allen","degree",8,0.959876270437472
"441","R Verbrugge","degree",8,0.959787892178524
"442","L Fazio","degree",8,0.959699513919576
"443","I Bass","degree",8,0.959611135660628
"444","D Schloesser","degree",8,0.959522757401679
"445","H Don","degree",8,0.959434379142731
"446","E Livesey","degree",8,0.959346000883783
"447","S Harrison","degree",8,0.959257622624834
"448","E Saltzman","degree",8,0.959169244365886
"449","R Schmidt","degree",8,0.959080866106938
"450","K Persaud","degree",8,0.958992487847989
"451","G Trafton","degree",8,0.958904109589041
"452","P Johnson-Laird","degree",8,0.958815731330093
"453","M Buschkuehl","degree",8,0.958727353071145
"454","P Shah","degree",8,0.958638974812196
"455","B Lake","degree",8,0.958550596553248
"456","A Maehigashi","degree",8,0.9584622182943
"457","T Pleskac","degree",8,0.958373840035351
"458","P Mistry","degree",8,0.958285461776403
"459","M Ng","degree",8,0.958197083517455
"460","L Rigoli","degree",8,0.958108705258506
"461","A Warlaumont","degree",8,0.958020326999558
"462","J Zevin","degree",8,0.95793194874061
"463","G Storms","degree",8,0.957843570481661
"464","E Yoon","degree",8,0.957755192222713
"465","T Wareham","degree",8,0.957666813963765
"466","A Boone","degree",8,0.957578435704817
"467","E Risko","degree",8,0.957490057445868
"468","L Feldman","degree",8,0.95740167918692
"469","I Ruginski","degree",8,0.957313300927972
"470","L Padilla","degree",8,0.957224922669023
"471","E Isbilen","degree",8,0.957136544410075
"472","D Ozer","degree",8,0.957048166151127
"473","A Sanborn","degree",8,0.956959787892179
"474","Y Kenett","degree",8,0.95687140963323
"475","T Stafford","degree",8,0.956783031374282
"476","M Hurst","degree",8,0.956694653115334
"477","S Cordes","degree",8,0.956606274856385
"478","M Almeda","degree",8,0.956517896597437
"479","C Massey","degree",8,0.956429518338489
"480","R Scott","degree",8,0.95634114007954
"481","T Matsuzaki","degree",8,0.956252761820592
"482","N Arai","degree",8,0.956164383561644
"483","E Joseph","degree",8,0.955634114007954
"484","V Easvaradoss","degree",8,0.955545735749006
"485","M Gates","degree",8,0.955457357490057
"486","T Hinterecker","degree",8,0.955368979231109
"487","S Lewandowsky","degree",8,0.955280600972161
"488","D Kellen","degree",8,0.955192222713213
"489","D O'Hora","degree",8,0.954573574900574
"490","K Varma","degree",8,0.954485196641626
"491","G Briggs","degree",8,0.954396818382678
"492","J Zhu","degree",8,0.95430844012373
"493","L Holt","degree",8,0.954220061864781
"494","E Hopman","degree",8,0.954131683605833
"495","T Okada","degree",7,0.953513035793195
"496","M Wills","degree",7,0.953424657534247
"497","A Baker","degree",7,0.953336279275298
"498","J Lewis","degree",7,0.95324790101635
"499","K Suzuki","degree",7,0.953159522757402
"500","W Neys","degree",7,0.953071144498453
"501","E Sander","degree",7,0.952982766239505
"502","N Stewart","degree",7,0.952894387980557
"503","S Beller","degree",7,0.952806009721608
"504","A Richardson","degree",7,0.95271763146266
"505","M Hahn","degree",7,0.952629253203712
"506","M Olney","degree",7,0.952540874944764
"507","L Connell","degree",7,0.95218736190897
"508","T Lee","degree",7,0.952098983650022
"509","R Nunez","degree",7,0.952010605391074
"510","J Harris","degree",7,0.951922227132125
"511","S D'Mello","degree",7,0.951833848873177
"512","A Smith","degree",7,0.951745470614229
"513","R McLaren","degree",7,0.951657092355281
"514","B Jones","degree",7,0.951568714096332
"515","M Tamariz","degree",7,0.951480335837384
"516","J Ruiter","degree",7,0.951391957578436
"517","C Liu","degree",7,0.951303579319487
"518","S Cho","degree",7,0.951215201060539
"519","M Sakamoto","degree",7,0.951126822801591
"520","C Gordon","degree",7,0.951038444542643
"521","S Schwan","degree",7,0.950950066283694
"522","L Harris","degree",7,0.950861688024746
"523","C Wang","degree",7,0.950773309765798
"524","J Feldman","degree",7,0.950684931506849
"525","D Bartels","degree",7,0.950596553247901
"526","L Fausey","degree",7,0.950508174988953
"527","B Kim","degree",7,0.950419796730004
"528","J Lai","degree",7,0.950331418471056
"529","A Banks","degree",7,0.950243040212108
"530","E Andonova","degree",7,0.95015466195316
"531","K Kawasaki","degree",7,0.950066283694211
"532","S Takahashi","degree",7,0.949977905435263
"533","S Cohen","degree",7,0.949889527176315
"534","J Stevens","degree",7,0.949801148917366
"535","S Creel","degree",7,0.949712770658418
"536","R Denton","degree",7,0.94962439239947
"537","J Taylor","degree",7,0.949536014140521
"538","S Goel","degree",7,0.949447635881573
"539","D Rugaber","degree",7,0.949359257622625
"540","J Li","degree",7,0.949270879363676
"541","J Houpt","degree",7,0.949182501104728
"542","T Xu","degree",7,0.94909412284578
"543","A Alishahi","degree",7,0.949005744586832
"544","K Kobayashi","degree",7,0.948917366327883
"545","F Wang","degree",7,0.948828988068935
"546","A Protopapas","degree",7,0.948740609809987
"547","S Fu","degree",7,0.948652231551038
"548","G Mills","degree",7,0.94856385329209
"549","J Yu","degree",7,0.948475475033142
"550","P Smith","degree",7,0.948387096774194
"551","J Moon","degree",7,0.948298718515245
"552","F Yeates","degree",7,0.948210340256297
"553","S Dolscheid","degree",7,0.948121961997349
"554","J Rieskamp","degree",7,0.9480335837384
"555","C Howes","degree",7,0.947945205479452
"556","C Thompson","degree",7,0.947856827220504
"557","M Casillas","degree",7,0.947768448961555
"558","S Levinson","degree",7,0.947680070702607
"559","P Coppin","degree",7,0.947591692443659
"560","A Saxe","degree",7,0.947326557666814
"561","F Durgin","degree",7,0.947238179407866
"562","S Stephan","degree",7,0.947149801148917
"563","T Noguchi","degree",7,0.947061422889969
"564","Z Li","degree",7,0.946973044631021
"565","A Hendrickson","degree",7,0.946884666372072
"566","O Rasanen","degree",7,0.946796288113124
"567","B Beekhuizen","degree",7,0.946707909854176
"568","E Bennett","degree",7,0.946619531595228
"569","J Garten","degree",7,0.946531153336279
"570","S Yousif","degree",7,0.945912505523641
"571","E Stine-Morrow","degree",7,0.9454706142289
"572","N Duran","degree",7,0.945293857711003
"573","S Crossley","degree",7,0.945205479452055
"574","S Verheyen","degree",7,0.945117101193107
"575","J Gosmann","degree",7,0.945028722934158
"576","J Kao","degree",7,0.94494034467521
"577","M MacDonald","degree",7,0.944851966416262
"578","P Kvam","degree",7,0.944763588157313
"579","C Sims","degree",7,0.944675209898365
"580","Z Sim","degree",7,0.944586831639417
"581","X Huang","degree",7,0.944498453380468
"582","R Meng","degree",7,0.94441007512152
"583","F Mollica","degree",7,0.944321696862572
"584","P Nalepka","degree",7,0.944233318603623
"585","J Parker","degree",7,0.944144940344675
"586","S Singh","degree",7,0.944056562085727
"587","J Black","degree",7,0.943968183826779
"588","B Morris","degree",7,0.94387980556783
"589","C Coey","degree",7,0.943791427308882
"590","K Gluck","degree",7,0.943703049049934
"591","T Kushnir","degree",7,0.943614670790985
"592","B Anderson","degree",7,0.943526292532037
"593","M Rhodes","degree",7,0.942907644719399
"594","O Kilic","degree",7,0.942819266460451
"595","T Langlois","degree",7,0.942730888201502
"596","Y Luo","degree",7,0.942642509942554
"597","L Mudrik","degree",7,0.942554131683606
"598","C Koch","degree",7,0.942465753424658
"599","R Waring","degree",7,0.942377375165709
"600","R Balasubramaniam","degree",7,0.942288996906761
"601","T Griffin","degree",7,0.942200618647813
"602","L Unger","degree",7,0.942112240388864
"603","J Kanero","degree",7,0.941670349094123
"604","Y Chang","degree",7,0.941581970835175
"605","T Huppert","degree",7,0.941493592576226
"606","Y Peng","degree",7,0.941405214317278
"607","J Davenport","degree",7,0.94131683605833
"608","J Kaplan","degree",7,0.941228457799381
"609","E Dupoux","degree",7,0.941140079540433
"610","S Harding","degree",7,0.941051701281485
"611","B Johns","degree",7,0.940963323022536
"612","L Li","degree",7,0.940874944763588
"613","T Willke","degree",7,0.94078656650464
"614","N Chernyak","degree",7,0.940698188245692
"615","C Zhang","degree",7,0.940609809986743
"616","M Novack","degree",7,0.940521431727795
"617","W Vong","degree",7,0.940433053468847
"618","D Zapata-Rivera","degree",7,0.940167918692002
"619","C Eng","degree",7,0.939460892620415
"620","S Brown","degree",7,0.938930623066726
"621","T Pilditch","degree",7,0.938842244807777
"622","M Boekel","degree",7,0.938311975254087
"623","J Quillien","degree",7,0.938135218736191
"624","E Lieven","degree",7,0.937958462218294
"625","I Dasgupta","degree",7,0.937870083959346
"626","N Harvey","degree",7,0.937781705700398
"627","I Lieder","degree",7,0.937693327441449
