"","from","to"
"140","W Chen","Y Liu"
"141","X Fu","Y Liu"
"142","X Fu","W Chen"
"143","A Huth","S Nishimoto"
"144","J Gallant","S Nishimoto"
"145","J Gallant","A Huth"
"146","R Epstein","J Ryan"
"147","Y Xu","X Zhang"
"148","M Fabre-Thorpe","M Fabre-Thorpe"
"149","F Smith","L Petro"
"150","L Muckli","L Petro"
"151","L Muckli","F Smith"
"156","S MacEvoy","D Linsley"
"157","D Beck","M Kumar"
"158","S Park","K Ferrara"
"159","M Neider","M Neider"
"160","L Rosenblum","J Dias"
"161","T Cook","J Dias"
"162","T Cook","L Rosenblum"
"163","A Oliva","W Bainbridge"
"164","A Chaparro","E Palmer"
"165","M Behrmann","J Snow"
"166","M Goodale","J Snow"
"167","M Goodale","M Behrmann"
"168","R Remington","R Remington"
"169","K Okajima","K Okajima"
"170","T Welsh","L Tremblay"
"171","X Wang","L Chen"
"172","X Zhou","L Chen"
"173","X Zhou","X Wang"
"174","E Barenholtz","E Barenholtz"
"175","J Gold","A Aizenman"
"176","R Sekuler","A Aizenman"
"177","R Sekuler","J Gold"
"178","M Grabowecky","S Suzuki"
"179","B Angelone","B Angelone"
"180","M Grabowecky","J Mossbridge"
"181","S Suzuki","J Mossbridge"
"183","D Bavelier","J Halberda"
"184","B Landau","J Halberda"
"185","B Landau","D Bavelier"
"186","N Turk-Browne","J Zhao"
"187","H Öğmen","M Vergeer"
"188","M Herzog","M Vergeer"
"189","M Herzog","H Öğmen"
"190","Z Lu","R Zhang"
"191","D Bavelier","R Zhang"
"192","D Bavelier","Z Lu"
"193","J Lass","A Hashemi"
"194","A Sekuler","A Hashemi"
"195","A Sekuler","J Lass"
"196","P Bennett","A Hashemi"
"197","P Bennett","J Lass"
"198","P Bennett","A Sekuler"
"199","A Seitz","S Hung"
"200","Y Yang","J Zhang"
"201","S Klein","J Zhang"
"202","S Klein","Y Yang"
"203","D Levi","J Zhang"
"204","D Levi","Y Yang"
"205","D Levi","S Klein"
"206","C Yu","J Zhang"
"207","C Yu","Y Yang"
"208","C Yu","S Klein"
"209","C Yu","D Levi"
"210","D Beck","M Greene"
"212","L Fei-Fei","D Beck"
"213","T Smith","T Smith"
"217","D Beck","C Baldassano"
"218","L Fei-Fei","C Baldassano"
"220","M Levine","S Park"
"221","I Sligte","H Scholte"
"223","I Groen","I Sligte"
"225","V Lamme","I Sligte"
"228","S Ghebreab","I Sligte"
"231","P Sinha","P Sinha"
"232","J Zhang","Y Xiong"
"233","C Yu","Y Xiong"
"235","D Tadin","K Dieter"
"236","J Pearson","K Dieter"
"237","J Pearson","D Tadin"
"238","M Silver","R Denison"
"239","C Koch","L Mudrik"
"240","P Tse","P Tse"
"241","T Emmanouil","M Persuh"
"242","T Ro","M Persuh"
"243","T Ro","T Emmanouil"
"244","M McCloskey","D Rothlein"
"245","B Scholl","E Ward"
"246","K Nakayama","L Garrido"
"247","F Haist","M Adamo"
"248","B Rossion","J Jonas"
"249","C Jacques","J Jonas"
"250","C Jacques","B Rossion"
"251","L Maillard","J Jonas"
"252","L Maillard","B Rossion"
"253","L Maillard","C Jacques"
"254","F Gentile","J Taubert"
"255","B Rossion","J Taubert"
"256","B Rossion","F Gentile"
"257","R Vogels","J Taubert"
"258","R Vogels","F Gentile"
"259","R Vogels","B Rossion"
"260","W Vanduffel","J Taubert"
"261","W Vanduffel","F Gentile"
"262","W Vanduffel","B Rossion"
"263","W Vanduffel","R Vogels"
"264","M Mur","N Kriegeskorte"
"266","L Henriksson","M Mur"
"267","X Xu","I Biederman"
"268","R Itier","D Nemrodov"
"269","G Wallis","G Wallis"
"270","T Garaas","F Wick"
"271","M Pomplun","F Wick"
"272","M Pomplun","T Garaas"
"273","Z Jin","L Li"
"274","D Yu","L Li"
"275","D Yu","Z Jin"
"276","D Watson","D Watson"
"277","M Rosenberg","A List"
"278","A Sherman","A List"
"279","A Sherman","M Rosenberg"
"280","M Grabowecky","A List"
"281","M Grabowecky","M Rosenberg"
"282","M Grabowecky","A Sherman"
"283","S Suzuki","A List"
"284","S Suzuki","M Rosenberg"
"285","S Suzuki","A Sherman"
"287","M Esterman","A List"
"288","M Esterman","M Rosenberg"
"289","M Esterman","A Sherman"
"290","M Esterman","M Grabowecky"
"291","M Esterman","S Suzuki"
"292","H Wang","C Wu"
"293","M Pomplun","C Wu"
"294","M Pomplun","H Wang"
"295","G Andersen","R Pierce"
"296","T Osugi","T Osugi"
"297","J Ahn","A Lleras"
"298","A Bogadhi","J Herman"
"299","R Krauzlis","J Herman"
"300","R Krauzlis","A Bogadhi"
"301","B Anderson","C Folk"
"302","H Deubel","D Jonikaitis"
"303","A Clarke","A Clarke"
"304","B Bertenthal","T Boyer"
"305","J Ristic","J Ristic"
"306","A Muhlenen","A Muhlenen"
"307","J Pratt","M Lowe"
"308","S Ferber","M Lowe"
"309","S Ferber","J Pratt"
"310","R Lee","M deBettencourt"
"311","J Cohen","M deBettencourt"
"312","J Cohen","R Lee"
"313","K Norman","M deBettencourt"
"314","K Norman","R Lee"
"315","K Norman","J Cohen"
"316","N Turk-Browne","M deBettencourt"
"317","N Turk-Browne","R Lee"
"318","N Turk-Browne","J Cohen"
"319","N Turk-Browne","K Norman"
"320","R Rensink","R Rensink"
"321","S Most","B Kennedy"
"322","T Ro","J Clarke"
"323","A Mack","J Clarke"
"324","A Mack","T Ro"
"325","D Levin","D Levin"
"326","I Motoyoshi","I Motoyoshi"
"327","I Utochkin","I Utochkin"
"328","M Islam","T Sanocki"
"329","J Doyon","T Sanocki"
"330","J Doyon","M Islam"
"331","S Mitroff","E Dowd"
"332","S Gaal","S Gaal"
"333","H Boyaci","S Lee"
"334","F Fang","S Lee"
"335","F Fang","H Boyaci"
"336","D Kersten","S Lee"
"337","D Kersten","H Boyaci"
"338","D Kersten","F Fang"
"339","J Burge","S Sebastian"
"340","W Geisler","S Sebastian"
"341","W Geisler","J Burge"
"342","F Kingdom","F Kingdom"
"343","A Shapiro","A Shapiro"
"344","M Levine","J Anderson"
"345","J McAnany","J Anderson"
"346","J McAnany","M Levine"
"347","X Troncoso","S Macknik"
"348","J Otero-Millan","S Macknik"
"349","J Otero-Millan","X Troncoso"
"350","S Martinez-Conde","S Macknik"
"351","S Martinez-Conde","X Troncoso"
"352","S Martinez-Conde","J Otero-Millan"
"353","R Murray","R Murray"
"354","S Ivory","A Gilchrist"
"356","B Blakeslee","M McCourt"
"357","H Yaguchi","Y Mizokami"
"358","M Rudd","M Rudd"
"359","M Maertens","M Maertens"
"360","S Yang","S Yang"
"361","D Purves","C Ng"
"362","W Freeman","A Torralba"
"363","D Purves","Y Morgenstern"
"371","S Allred","J Bell"
"372","A Franklin","C Witzel"
"373","P Kay","J Webster"
"374","M Webster","J Webster"
"375","M Webster","P Kay"
"376","A Brown","D Lindsey"
"378","S Palmer","W Griscom"
"379","Q Lei","A Reeves"
"380","T Papathomas","T Papathomas"
"381","M Banks","J Kim"
"382","J Zhou","A Reynaud"
"383","R Hess","A Reynaud"
"384","R Hess","J Zhou"
"385","J Read","I Serrano-Pedraza"
"386","L Wilcox","I Tsirlin"
"387","R Allison","I Tsirlin"
"388","R Allison","L Wilcox"
"389","D Giaschi","L Wilcox"
"390","M Ishii","M Ishii"
"392","J Holmin","M Nawrot"
"393","K Stroyan","M Nawrot"
"394","K Stroyan","J Holmin"
"395","N Stiles","A Tanguay"
"396","J Saunders","Z Chen"
"397","R Ni","R Ni"
"398","M Nardini","T Dekker"
"399","K Matsumiya","S Shioiri"
"400","I Kuriki","S Shioiri"
"401","I Kuriki","K Matsumiya"
"402","T Drew","S Boettcher"
"403","A Sherman","S Boettcher"
"404","A Sherman","T Drew"
"405","J Wolfe","S Boettcher"
"406","J Wolfe","T Drew"
"407","J Wolfe","A Sherman"
"408","J Elliott","T Bullock"
"409","B Giesbrecht","T Bullock"
"410","B Giesbrecht","J Elliott"
"411","E McDevitt","P Goodbourn"
"412","A Holcombe","P Goodbourn"
"413","A Holcombe","E McDevitt"
"414","P Martini","P Goodbourn"
"415","P Martini","E McDevitt"
"416","P Martini","A Holcombe"
"417","S Mednick","P Goodbourn"
"418","S Mednick","E McDevitt"
"419","S Mednick","A Holcombe"
"420","S Mednick","P Martini"
"421","X Zhou","X Chen"
"422","K Arnell","P Dux"
"423","S Treue","S Treue"
"424","Y Petrov","Y Petrov"
"425","C Olivers","J Theeuwes"
"426","D Melcher","A Wutz"
"427","L Welch","N Matthews"
"428","A Clement","N Matthews"
"429","A Clement","L Welch"
"430","D Gozli","S Goodhew"
"431","S Ferber","S Goodhew"
"432","S Ferber","D Gozli"
"433","J Pratt","S Goodhew"
"434","J Pratt","D Gozli"
"436","S Tyler","L Battelli"
"437","E Grossman","L Battelli"
"438","E Grossman","S Tyler"
"439","S Agosta","L Battelli"
"440","S Agosta","S Tyler"
"441","S Agosta","E Grossman"
"442","T Moore","T Moore"
"443","J Bisley","K Mirpour"
"444","A Sachs","S Tremblay"
"445","M Hanke","F Baumgartner"
"446","S Pollmann","F Baumgartner"
"447","S Pollmann","M Hanke"
"448","Z Hafed","C Chen"
"449","D Niehorster","L Li"
"450","D Liston","L Li"
"451","D Liston","D Niehorster"
"452","L Stone","L Li"
"453","L Stone","D Niehorster"
"454","L Stone","D Liston"
"455","M Dodd","M Mills"
"456","B Hansen","S Pannasch"
"457","A Larson","S Pannasch"
"458","A Larson","B Hansen"
"459","L Loschky","S Pannasch"
"460","L Loschky","B Hansen"
"462","R Bolzani","M Benassi"
"463","S Luke","J Olejarczyk"
"464","J Schmidt","J Olejarczyk"
"465","J Schmidt","S Luke"
"466","J Henderson","J Olejarczyk"
"467","J Henderson","S Luke"
"468","J Henderson","J Schmidt"
"469","A Hajnal","A Farkas"
"470","B Olk","B Olk"
"471","H Shigemasu","H Shigemasu"
"472","M Harwood","R Azadi"
"473","J Herman","A Blangero"
"474","M Harwood","A Blangero"
"475","M Harwood","J Herman"
"476","L Pisella","L Pisella"
"477","F Vitu","F Vitu"
"479","K Watanabe","K Watanabe"
"480","M Heath","J Weiler"
"482","E Zohary","E Zohary"
"483","E Brenner","M Matziridi"
"484","J Smeets","M Matziridi"
"485","J Smeets","E Brenner"
"486","G Blohm","A Khan"
"487","H Deubel","H Deubel"
"488","J Patel","B Sheth"
"490","M Webster","C Abbey"
"491","D Thengone","J Victor"
"492","C Chubb","J Victor"
"493","C Chubb","D Thengone"
"494","M Conte","J Victor"
"495","M Conte","D Thengone"
"496","M Conte","C Chubb"
"498","B Hansen","S Clavagnier"
"499","R Hess","S Clavagnier"
"500","R Hess","B Hansen"
"501","B Richard","A Johnson"
"502","D Ellemberg","A Johnson"
"503","D Ellemberg","B Richard"
"504","B Hansen","A Johnson"
"505","B Hansen","B Richard"
"506","B Hansen","D Ellemberg"
"513","W Geisler","A D'Antona"
"514","E Essock","A Schweinhart"
"515","R Remington","N Finlayson"
"516","J Retell","N Finlayson"
"517","J Retell","R Remington"
"518","P Grove","N Finlayson"
"519","P Grove","R Remington"
"520","P Grove","J Retell"
"523","C Tseng","H Chow"
"524","M Huff","H Meyerhoff"
"525","S Schwan","H Meyerhoff"
"526","S Schwan","M Huff"
"527","H Müller","M Conci"
"528","R Nako","R Wu"
"529","G Scerif","R Wu"
"530","G Scerif","R Nako"
"531","M Eimer","R Wu"
"532","M Eimer","R Nako"
"533","M Eimer","G Scerif"
"534","S Boettcher","T Horowitz"
"535","J Wolfe","T Horowitz"
"537","S Goldinger","M Hout"
"539","B Alvarez","S Sheremata"
"540","M Silver","S Sheremata"
"541","M Silver","B Alvarez"
"542","L Robertson","S Sheremata"
"543","L Robertson","B Alvarez"
"544","L Robertson","M Silver"
"545","Y Ueda","J Saiki"
"546","R Chen","J Saiki"
"547","R Chen","Y Ueda"
"548","R Rensink","J Saiki"
"549","R Rensink","Y Ueda"
"550","R Rensink","R Chen"
"551","K Swallow","Y Jiang"
"552","P McGraw","R Sharman"
"553","J Peirce","R Sharman"
"554","J Peirce","P McGraw"
"555","J Barton","T Busigny"
"556","L Lanyon","T Busigny"
"557","L Lanyon","J Barton"
"558","B Rossion","T Busigny"
"559","B Rossion","J Barton"
"560","B Rossion","L Lanyon"
"561","J Halberda","D Odic"
"563","B Keane","S Silverstein"
"564","Y Wang","S Silverstein"
"565","Y Wang","B Keane"
"566","D Paterno","S Silverstein"
"567","D Paterno","B Keane"
"568","D Paterno","Y Wang"
"569","Y Liu","D Lyon"
"570","H Shao","D Lyon"
"571","H Shao","Y Liu"
"572","P Bao","B Tjan"
"573","C Purington","B Tjan"
"574","C Purington","P Bao"
"575","S Lee","R Blake"
"576","F Tong","M Pratte"
"577","J Perry","W Geisler"
"578","F Hou","G Chen"
"579","P Zhang","G Chen"
"580","P Zhang","F Hou"
"581","Z Lu","G Chen"
"582","Z Lu","F Hou"
"583","Z Lu","P Zhang"
"585","C Huang","Z Lu"
"586","C Huang","F Hou"
"587","A Ahumada","A Watson"
"588","R Jack","O Garrod"
"589","P Schyns","O Garrod"
"590","P Schyns","R Jack"
"591","S Weigelt","K Koldewyn"
"592","N Kanwisher","K Koldewyn"
"593","N Kanwisher","S Weigelt"
"594","L Jeffery","R Palermo"
"595","E McKone","R Palermo"
"596","E McKone","L Jeffery"
"597","J Irons","R Palermo"
"598","J Irons","L Jeffery"
"599","J Irons","E McKone"
"600","C Benton","R Palermo"
"601","C Benton","L Jeffery"
"602","C Benton","E McKone"
"603","C Benton","J Irons"
"604","M Peterson","C Or"
"605","M Eckstein","C Or"
"606","M Eckstein","M Peterson"
"607","B Xu","J Tanaka"
"608","J Winawer","N Witthoft"
"609","A Young","R Harris"
"610","T Andrews","R Harris"
"611","T Andrews","A Young"
"612","Z Pylyshyn","D Aks"
"613","R Goldstein","J Ericson"
"614","M Beck","J Ericson"
"615","M Beck","R Goldstein"
"616","P Howe","A Holcombe"
"617","W Chen","A Holcombe"
"618","W Chen","P Howe"
"619","J Hoffman","J Hoffman"
"621","P Cavanagh","V Störmer"
"622","G Alvarez","V Störmer"
"623","G Alvarez","P Cavanagh"
"624","J Witt","E Taylor"
"625","S Suzuki","Y Xu"
"626","S Franconeri","Y Xu"
"627","S Franconeri","S Suzuki"
"628","T Horowitz","A Sherman"
"629","G Zelinsky","A Sherman"
"630","G Zelinsky","T Horowitz"
"631","J Flombaum","Z Ma"
"632","L Trick","L Trick"
"634","S Cropper","P Howe"
"635","S Cropper","A Holcombe"
"637","R Allard","J Faubert"
"638","G Caplovitz","G Gurariy"
"639","B Bertenthal","B Bertenthal"
"640","J Rajsic","D Wilson"
"642","M Arguin","D Fiset"
"643","F Gosselin","D Fiset"
"644","F Gosselin","M Arguin"
"645","G Legge","Y He"
"646","D Coates","J Bernard"
"647","S Chung","J Bernard"
"648","S Chung","D Coates"
"649","X He","H Wang"
"650","G Legge","H Wang"
"651","G Legge","X He"
"652","G Kumar","S Chung"
"654","D Coates","G Kumar"
"655","J Barton","C Hills"
"656","T Vilis","L Strother"
"657","S Johnston","J Davies-Thompson"
"658","R Pancaroglu","J Davies-Thompson"
"659","R Pancaroglu","S Johnston"
"660","J Barton","J Davies-Thompson"
"661","J Barton","S Johnston"
"662","J Barton","R Pancaroglu"
"663","M Peterson","M Peterson"
"667","H Adeli","Y Peng"
"668","D Samaras","Y Peng"
"669","D Samaras","H Adeli"
"670","G Zelinsky","Y Peng"
"671","G Zelinsky","H Adeli"
"672","G Zelinsky","D Samaras"
"673","O Ben-Shahar","O Ben-Shahar"
"674","P Bex","D Saunders"
"675","R Woods","D Saunders"
"676","R Woods","P Bex"
"677","J Brown","B McDunn"
"678","R Hale","B McDunn"
"679","R Hale","J Brown"
"680","S Kastner","N Turk-Browne"
"681","R Epstein","R Epstein"
"682","B McDunn","A Siddiqui"
"683","J Brown","A Siddiqui"
"688","A Siddiqui","R Hale"
"691","B Guo","Z Lu"
"692","M Meng","Z Lu"
"693","M Meng","B Guo"
"694","M Tarr","E Aminoff"
"695","C Gottesman","C Gottesman"
"696","S Palmer","K Schloss"
"697","K Yokosawa","M Asano"
"700","K Schloss","T Langlois"
"701","S Palmer","T Langlois"
"703","V Ramachandran","V Ramachandran"
"704","Á Ásgeirsson","T Sørensen"
"705","C Kim","E Shin"
"706","K James","T James"
"707","J López-Moliner","J López-Moliner"
"708","F Verstraten","M Smagt"
"709","L Thaler","M Goodale"
"710","M McCamy","J Otero-Millan"
"712","S Macknik","M McCamy"
"714","X Troncoso","M McCamy"
"717","S Martinez-Conde","M McCamy"
"720","M Rucci","M Rucci"
"724","S Yuval-Greenberg","H Wang"
"725","D Heeger","H Wang"
"726","D Heeger","S Yuval-Greenberg"
"731","G Kenyon","J George"
"732","Y Adini","Y Bonneh"
"733","D Sagi","Y Bonneh"
"734","D Sagi","Y Adini"
"735","M Tsodyks","Y Bonneh"
"736","M Tsodyks","Y Adini"
"737","M Tsodyks","D Sagi"
"738","M Fried","Y Bonneh"
"739","M Fried","Y Adini"
"740","M Fried","D Sagi"
"741","M Fried","M Tsodyks"
"742","G Masson","A Montagnini"
"743","R Caldara","J Lao"
"744","D Simons","D Beck"
"748","C Li","X Gao"
"749","H Sun","X Gao"
"750","H Sun","C Li"
"751","S Shevell","S Shevell"
"753","J Gold","N Carlisle"
"754","S Luck","N Carlisle"
"755","S Luck","J Gold"
"756","S Luck","A Hollingworth"
"757","G Alvarez","D Fougnie"
"758","S Yoo","H Lee"
"759","E Shin","H Lee"
"760","E Shin","S Yoo"
"761","S Chong","H Lee"
"762","S Chong","S Yoo"
"763","S Chong","E Shin"
"764","M Palomares","M Palomares"
"765","J Jacob","M Trevino"
"766","S Franconeri","S Franconeri"
"767","G Woodman","M Williams"
"768","Z Chen","T Liu"
"769","W Hayward","T Liu"
"770","W Hayward","Z Chen"
"771","C Summerfield","A Gorea"
"772","D Anderson","D Sutterer"
"773","E Awh","D Sutterer"
"774","E Awh","D Anderson"
"775","B Wyble","G Swan"
"776","I Mance","K Adam"
"777","E Awh","K Adam"
"778","E Awh","I Mance"
"779","E Vogel","K Adam"
"780","E Vogel","I Mance"
"781","E Vogel","E Awh"
"782","S Allred","S Allred"
"783","W Zhang","S Luck"
"784","W Ma","W Ma"
"785","P Bays","P Bays"
"786","T Brady","G Alvarez"
"788","D Fougnie","T Brady"
"789","J Suchow","G Alvarez"
"790","J Suchow","T Brady"
"791","J Suchow","D Fougnie"
"792","R Jacobs","R Jacobs"
"793","U Polat","U Polat"
"795","P Roelfsema","P Roelfsema"
"796","D Levi","D Levi"
"797","D Sagi","D Sagi"
"799","J Wann","J Wann"
"800","C Hesse","H Deubel"
"802","Y Chino","Y Chino"
"803","L Kiorpes","L Kiorpes"
"805","J Freeman","E Merriam"
"806","D Heeger","E Merriam"
"807","D Heeger","J Freeman"
"808","S Kim","S Kim"
"809","A Kohn","A Kohn"
"810","A Caramazza","T Konkle"
"811","K Weiner","K Grill-Spector"
"812","A Connolly","J Guntupalli"
"813","J Haxby","J Guntupalli"
"814","J Haxby","A Connolly"
"815","B Backus","B Backus"
"816","Z Li","F Durgin"
"818","A Gilchrist","A Gilchrist"
"819","Q Zaidi","Q Zaidi"
"820","A Hurlbert","A Hurlbert"
"821","Y Xu","K Bettencourt"
"822","Z Kaldy","E Blaser"
"823","S Courtney","S Courtney"
"824","E Gregory","J Kim"
"825","B Landau","J Kim"
"826","B Landau","E Gregory"
"827","M McCloskey","J Kim"
"828","M McCloskey","E Gregory"
"829","M McCloskey","B Landau"
"830","S Kastner","J Kim"
"831","S Kastner","E Gregory"
"832","S Kastner","B Landau"
"833","S Kastner","M McCloskey"
"834","N Turk-Browne","J Kim"
"835","N Turk-Browne","E Gregory"
"836","N Turk-Browne","B Landau"
"837","N Turk-Browne","M McCloskey"
"839","R Kanai","R Kanai"
"840","A Afraz","E McDevitt"
"842","S Mednick","A Afraz"
"843","C Constantinidis","C Constantinidis"
"844","J Spencer","J Spencer"
"845","E Ester","T Sprague"
"846","J Serences","T Sprague"
"847","J Serences","E Ester"
"848","A Petrov","N Horn"
"849","J Fahrenfort","I Sligte"
"850","M Cohen","I Sligte"
"851","M Cohen","J Fahrenfort"
"854","V Lamme","M Cohen"
"855","M Wenger","M Wenger"
"856","G Woodman","K Fukuda"
"857","G Woodman","M Kang"
"858","E Vogel","D Anderson"
"861","E Vogel","A Kikumoto"
"862","K Fukuda","I Mance"
"864","E Vogel","K Fukuda"
"869","M Nardini","J Wattam-Bell"
"870","A Kalia","G Chatterjee"
"871","T Gandhi","G Chatterjee"
"872","T Gandhi","A Kalia"
"873","P Sinha","G Chatterjee"
"874","P Sinha","A Kalia"
"875","P Sinha","T Gandhi"
"876","K Schneider","K Schneider"
"877","L Jakobson","L Jakobson"
"878","N Browning","N Browning"
"880","M Pratte","S Ling"
"881","F Tong","S Ling"
"883","B Krekelberg","A Morris"
"884","A Landau","A Rokem"
"885","G Rees","B Haas"
"886","D Schwarzkopf","B Haas"
"887","D Schwarzkopf","G Rees"
"888","I Murakami","I Murakami"
"889","K Miller","J Winawer"
"890","B Wandell","J Winawer"
"891","B Wandell","K Miller"
"892","C Qiu","M Schallmo"
"893","C Olman","M Schallmo"
"895","M Morrone","E Santandrea"
"896","L Chelazzi","E Santandrea"
"897","L Chelazzi","M Morrone"
"898","B Tjan","R Millin"
"899","P Wang","Y Li"
"900","Q Chen","Y Li"
"901","Q Chen","P Wang"
"902","E Essock","B Hansen"
"903","B Thompson","B Hansen"
"904","B Thompson","E Essock"
"905","J Huang","J Huang"
"906","Z Wang","C Baker"
"907","Y Wang","C Baker"
"908","Y Wang","Z Wang"
"909","Y Zhou","C Baker"
"910","Y Zhou","Z Wang"
"911","Y Zhou","Y Wang"
"912","X Li","D Berman"
"913","Z Lu","D Berman"
"914","Z Lu","X Li"
"915","D Walther","D Berman"
"916","D Walther","X Li"
"917","D Walther","Z Lu"
"918","B Krekelberg","B Krekelberg"
"919","M Silver","E Yang"
"920","D Levi","E Yang"
"921","D Levi","M Silver"
"923","R Niimi","K Yokosawa"
"924","M Peterson","J Sanguinetti"
"926","R Epstein","J Julian"
"927","J Haynes","C Koch"
"928","T Ghose","G Erlikhman"
"929","P Garrigan","G Erlikhman"
"930","P Garrigan","T Ghose"
"931","P Kellman","G Erlikhman"
"932","P Kellman","T Ghose"
"933","P Kellman","P Garrigan"
"934","S Markovic","S Markovic"
"935","P Hsieh","P Hsieh"
"936","J Julian","D Dilks"
"937","P Battaglia","D Dilks"
"938","P Battaglia","J Julian"
"939","N Kanwisher","D Dilks"
"940","N Kanwisher","J Julian"
"941","N Kanwisher","P Battaglia"
"942","C Summerfield","V Gardelle"
"943","A Caramazza","A Caramazza"
"944","P Mamassian","V Gardelle"
"945","G Erlikhman","G Caplovitz"
"946","P Kellman","G Caplovitz"
"948","B Scholl","Y Chen"
"950","A Hollingworth","E Hein"
"951","C Moore","E Hein"
"952","C Moore","A Hollingworth"
"954","B Hadad","E Freud"
"955","G Avidan","E Freud"
"956","G Avidan","B Hadad"
"957","T Ganel","E Freud"
"958","T Ganel","B Hadad"
"959","T Ganel","G Avidan"
"960","J Elder","J Elder"
"961","R Shui","X Huang"
"962","M Shen","X Huang"
"963","M Shen","R Shui"
"964","L Maloney","G Kucukoglu"
"965","G Caplovitz","J McCarthy"
"966","R Fleming","R Fleming"
"967","D Todorovic","D Todorovic"
"968","A Mojica","L Cacciamani"
