"","from","to"
"332","M Goodale","J Cant"
"333","M Goodale","G Dutton"
"334","M Grabowecky","Y Kim"
"335","K Paller","Y Kim"
"336","K Paller","M Grabowecky"
"337","S Suzuki","Y Kim"
"339","S Suzuki","K Paller"
"340","M McCourt","M McCourt"
"341","L Shams","A Seitz"
"342","S Shioiri","K Matsumiya"
"343","G Sandini","M Gori"
"344","D Burr","M Gori"
"345","D Burr","G Sandini"
"346","S Yeh","S Yeh"
"347","K Yokosawa","K Yokosawa"
"348","D Wyatte","B Schneider"
"349","T Busey","B Schneider"
"354","S Bentin","A Harel"
"355","I Gauthier","I Gauthier"
"356","B Rossion","A Heering"
"357","K Nakayama","K Nakayama"
"358","K Nakayama","G Chatterjee"
"359","L Robertson","J DeGutis"
"360","K Nakayama","J DeGutis"
"361","K Nakayama","L Robertson"
"362","J Barton","G Malcolm"
"363","Y Otsuka","E Nakato"
"364","M Yamaguchi","E Nakato"
"365","M Yamaguchi","Y Otsuka"
"366","R Kakigi","E Nakato"
"367","R Kakigi","Y Otsuka"
"368","R Kakigi","M Yamaguchi"
"369","G Rhodes","L Jeffery"
"370","J Steeves","K Kelly"
"371","R Robbins","C Mondloch"
"372","D Maurer","C Mondloch"
"373","D Maurer","R Robbins"
"374","L Ge","G Anzures"
"375","D Kelly","G Anzures"
"376","D Kelly","L Ge"
"377","O Pascalis","G Anzures"
"378","O Pascalis","L Ge"
"379","O Pascalis","D Kelly"
"380","P Quinn","G Anzures"
"381","P Quinn","L Ge"
"382","P Quinn","D Kelly"
"383","P Quinn","O Pascalis"
"384","K Lee","G Anzures"
"385","K Lee","L Ge"
"386","K Lee","D Kelly"
"387","K Lee","O Pascalis"
"388","K Lee","P Quinn"
"389","M Wenger","R Heide"
"390","R Gilmore","R Heide"
"391","R Gilmore","M Wenger"
"392","B Sullivan","R Heide"
"393","B Sullivan","M Wenger"
"394","B Sullivan","R Gilmore"
"395","J Bittner","R Heide"
"396","J Bittner","M Wenger"
"397","J Bittner","R Gilmore"
"398","J Bittner","B Sullivan"
"399","E McKone","K Crookes"
"400","P Gerhardstein","P Gerhardstein"
"401","S Rivera","F Farzin"
"402","D Whitney","F Farzin"
"403","D Whitney","S Rivera"
"404","J Murray","J Murray"
"405","D Somers","D Somers"
"406","C Koch","A Huth"
"407","T Konkle","T Brady"
"408","G Alvarez","T Brady"
"409","G Alvarez","T Konkle"
"411","A Oliva","T Konkle"
"412","A Oliva","G Alvarez"
"413","J Spencer","J Johnson"
"414","G Woodman","M Williams"
"415","L Feigenson","M Yamaguchi"
"416","N Sulman","T Sanocki"
"417","A Hollingworth","A Richard"
"418","K Watanabe","H Tsubomi"
"419","G Sperling","L Lin"
"420","L Wang","S Most"
"421","K Curby","S Most"
"422","K Curby","L Wang"
"423","A Seiffert","P Ko"
"424","E Vogel","M Scolari"
"425","E Awh","M Scolari"
"426","E Awh","E Vogel"
"427","S Luck","W Zhang"
"428","A Hollingworth","I Rasmussen"
"429","H Scholte","I Sligte"
"430","V Lamme","I Sligte"
"431","V Lamme","H Scholte"
"432","G Orban","J Fiser"
"433","M Lengyel","J Fiser"
"434","M Lengyel","G Orban"
"435","X Troncoso","S Martinez-Conde"
"436","S Macknik","S Martinez-Conde"
"437","S Macknik","X Troncoso"
"438","M Goldberg","M Goldberg"
"439","S Johnston","C Leek"
"440","J Churan","A Richard"
"441","D Guitton","A Richard"
"442","D Guitton","J Churan"
"443","C Pack","A Richard"
"444","C Pack","J Churan"
"445","C Pack","D Guitton"
"446","D Braun","A Schütz"
"447","D Kerzel","A Schütz"
"448","D Kerzel","D Braun"
"449","K Gegenfurtner","A Schütz"
"451","K Gegenfurtner","D Kerzel"
"452","R Rosenholtz","L Sharan"
"453","E Adelson","L Sharan"
"454","E Adelson","R Rosenholtz"
"455","M Livingstone","P Howe"
"456","T Horowitz","P Howe"
"457","T Horowitz","M Livingstone"
"458","J Wolfe","P Howe"
"459","J Wolfe","M Livingstone"
"460","J Wolfe","T Horowitz"
"461","D Beck","P Scalf"
"462","T Drew","A McCollough"
"463","T Horowitz","A McCollough"
"464","T Horowitz","T Drew"
"465","E Vogel","A McCollough"
"466","E Vogel","T Drew"
"467","E Vogel","T Horowitz"
"468","B Scholl","J Flombaum"
"470","T Makovski","Y Jiang"
"471","A Reynaud","F Chavane"
"472","G Masson","F Chavane"
"473","G Masson","A Reynaud"
"477","J Victor","A Schmid"
"478","J Movshon","R Kumbhani"
"479","T Pasternak","T Pasternak"
"480","V Ferrera","C Cassanello"
"481","R Vogels","F Pollick"
"483","J Halberda","J Halberda"
"484","J Ahn","A Lleras"
"485","B Levinthal","A Lleras"
"486","B Levinthal","J Ahn"
"487","D Beck","A Lleras"
"488","D Beck","J Ahn"
"489","D Beck","B Levinthal"
"490","J Fahrenfort","S Gaal"
"491","V Lamme","S Gaal"
"492","V Lamme","J Fahrenfort"
"493","S Mitroff","O Carter"
"494","K Nakayama","O Carter"
"495","K Nakayama","S Mitroff"
"496","I Motoyoshi","I Motoyoshi"
"497","N Lavie","N Lavie"
"498","S Shevell","P Kang"
"499","R Hess","P Huang"
"500","T Ooi","Y Su"
"501","Z He","Y Su"
"502","Z He","T Ooi"
"503","S Afraz","E Reavis"
"504","K Nakayama","E Reavis"
"505","K Nakayama","S Afraz"
"506","S He","P Zhang"
"507","S Shevell","S Hong"
"508","R Blake","S Ling"
"509","D Apthorp","D Alais"
"510","B Sheth","B Breitmeyer"
"511","S Abe","E Kimura"
"512","K Goryo","E Kimura"
"513","K Goryo","S Abe"
"517","N Rubin","N Rubin"
"518","J Lorenceau","J Hupé"
"519","J Pearson","T Knapen"
"520","J Brascamp","T Knapen"
"521","J Brascamp","J Pearson"
"522","R Ee","T Knapen"
"523","R Ee","J Pearson"
"524","R Ee","J Brascamp"
"525","R Blake","T Knapen"
"526","R Blake","J Pearson"
"527","R Blake","J Brascamp"
"528","R Blake","R Ee"
"529","J Chen","S Chien"
"530","C Chen","S Chien"
"531","C Chen","J Chen"
"532","P Phillips","A O'Toole"
"534","F Jiang","P Phillips"
"535","L Ge","H Zhang"
"536","Z Wang","H Zhang"
"537","Z Wang","L Ge"
"538","D Kelly","H Zhang"
"540","D Kelly","Z Wang"
"541","P Quinn","H Zhang"
"543","P Quinn","Z Wang"
"545","O Pascalis","H Zhang"
"547","O Pascalis","Z Wang"
"550","K Lee","H Zhang"
"552","K Lee","Z Wang"
"566","M Tarr","J Tanaka"
"568","W Hayward","C Mondloch"
"569","W Hayward","D Maurer"
"570","G Rhodes","C Mondloch"
"571","G Rhodes","D Maurer"
"572","G Rhodes","W Hayward"
"573","J Tanaka","C Mondloch"
"574","J Tanaka","D Maurer"
"575","J Tanaka","W Hayward"
"576","J Tanaka","G Rhodes"
"578","O Yehezkel","O Yehezkel"
"579","D Dilks","J Kubilius"
"580","C Baker","J Kubilius"
"581","C Baker","D Dilks"
"582","N Kanwisher","J Kubilius"
"583","N Kanwisher","D Dilks"
"585","N Graham","S Wolfson"
"586","C Abbey","J Foley"
"587","C Chubb","C Chubb"
"588","S Waugh","M Hairol"
"590","M Morgan","J Solomon"
"591","C Pack","C Pack"
"593","Z Lu","S Jeon"
"594","B Dosher","S Jeon"
"595","B Dosher","Z Lu"
"596","D Sagi","M Katkov"
"597","L Olzak","M Kramer"
"598","A Haun","Y Kim"
"599","E Essock","Y Kim"
"600","E Essock","A Haun"
"601","U Polat","M Lev"
"602","J McAnany","M Levine"
"603","J Anderson","M Levine"
"604","J Anderson","J McAnany"
"605","P Hibbeler","L Olzak"
"606","M Rucci","M Poletti"
"607","A Rosenberg","A Rosenberg"
"608","C Wright","C Chubb"
"609","G Sperling","C Chubb"
"610","G Sperling","C Wright"
"611","D Brainard","S Allred"
"612","B Anderson","B Anderson"
"613","M McCourt","B Blakeslee"
"614","S Ivory","A Radonjić"
"615","A Gilchrist","A Radonjić"
"616","A Gilchrist","S Ivory"
"617","M Rudd","M Rudd"
"618","Z Lu","A Shapiro"
"619","L Maloney","H Gerhard"
"620","F Gosselin","F Poirier"
"621","M Arguin","F Poirier"
"624","A Robinson","A Robinson"
"625","M Misaki","S Nakadomari"
"626","S Miyauchi","S Nakadomari"
"627","S Miyauchi","M Misaki"
"628","B Wandell","S Nakadomari"
"629","B Wandell","M Misaki"
"630","B Wandell","S Miyauchi"
"631","G Woodman","R Heitz"
"632","J Cohen","R Heitz"
"633","J Cohen","G Woodman"
"634","J Schall","R Heitz"
"635","J Schall","G Woodman"
"636","J Schall","J Cohen"
"637","P Schrater","P Schrater"
"638","B Keefe","S Watt"
"639","P Hibbard","S Watt"
"640","P Hibbard","B Keefe"
"641","N Bruno","V Franz"
"642","J Marotta","J Marotta"
"643","V Franz","C Hesse"
"644","G Bingham","M Mon-Williams"
"646","L Brown","C Gonzalez"
"647","M Goodale","C Gonzalez"
"649","M Mon-Williams","M Mon-Williams"
"652","R Post","P Bulakowski"
"653","D Whitney","P Bulakowski"
"654","D Whitney","R Post"
"656","G Bingham","J Anderson"
"657","M Wert","R Pedersini"
"658","T Horowitz","R Pedersini"
"659","T Horowitz","M Wert"
"660","J Wolfe","R Pedersini"
"661","J Wolfe","M Wert"
"663","S Flusberg","M Kunar"
"664","J Wolfe","M Kunar"
"665","J Wolfe","S Flusberg"
"669","S Mitroff","S Mitroff"
"670","B Scholl","T Gao"
"671","K Cave","C Williams"
"672","M Stroud","C Williams"
"673","M Stroud","K Cave"
"674","G Zelinsky","H Yang"
"675","G Zelinsky","J Schmidt"
"676","C Moore","C Moore"
"677","T Menneer","H Godwin"
"678","K Cave","H Godwin"
"679","K Cave","T Menneer"
"680","N Donnelly","H Godwin"
"681","N Donnelly","T Menneer"
"682","N Donnelly","K Cave"
"683","M Eckstein","J Droll"
"684","L Wilcox","L Wilcox"
"685","T Menneer","A Hillstrom"
"686","N Donnelly","A Hillstrom"
"688","J Smeets","E Brenner"
"689","P Kellman","E Palmer"
"691","G Francis","G Francis"
"692","T Yoshida","T Yoshida"
"694","G Yovel","G Yovel"
"695","D Walther","E Caddigan"
"696","L Fei-Fei","E Caddigan"
"697","L Fei-Fei","D Walther"
"698","D Beck","E Caddigan"
"699","D Beck","D Walther"
"700","D Beck","L Fei-Fei"
"701","G Rousselet","C Gaspar"
"702","C Mullin","J Steeves"
"703","R Epstein","E Ward"
"704","D Whitney","J Haberman"
"707","C Nothelfer","J Gardner"
"708","S Palmer","J Gardner"
"709","S Palmer","C Nothelfer"
"710","D Simons","D Baker"
"711","I Motoyoshi","S Nishida"
"712","Y Li","S Nishida"
"713","Y Li","I Motoyoshi"
"714","L Sharan","S Nishida"
"715","L Sharan","I Motoyoshi"
"716","L Sharan","Y Li"
"717","E Adelson","S Nishida"
"718","E Adelson","I Motoyoshi"
"721","F Kingdom","A Yoonessi"
"722","G Punzi","M Viva"
"723","R Post","J Haberman"
"727","L Maloney","K Knoblauch"
"728","H Boyaci","C Olman"
"729","F Fang","C Olman"
"730","F Fang","H Boyaci"
"731","K Doerschner","C Olman"
"732","K Doerschner","H Boyaci"
"733","K Doerschner","F Fang"
"734","A Johnson","D Ellemberg"
"735","B Hansen","D Ellemberg"
"736","B Hansen","A Johnson"
"737","R Hess","B Hansen"
"738","A Casile","M Rucci"
"740","A Yoonessi","C Baker"
"741","N Prins","N Prins"
"743","T Ledgeway","B Webb"
"744","P McGraw","B Webb"
"745","P McGraw","T Ledgeway"
"746","Y Xu","C Fermuller"
"747","A Pascual-Leone","L Battelli"
"749","M Herzog","F Scharnowski"
"750","S Shevell","A D'Antona"
"751","E Pechenkova","E Pechenkova"
"752","S Nishida","W Fujisaki"
"753","H Strasburger","D Poggel"
"755","I Ayhan","A Bruno"
"756","A Johnston","A Bruno"
"757","A Johnston","I Ayhan"
"758","R Shapley","M Maertens"
"759","S Stevenson","J Mulligan"
"760","D Linares","A Holcombe"
"761","R Krauzlis","R Krauzlis"
"765","R Whitwell","M Goodale"
"767","L Brown","R Whitwell"
"769","J Cant","R Whitwell"
"770","J Cant","L Brown"
"771","C Chapman","M Goodale"
"772","C Chapman","R Whitwell"
"773","C Chapman","L Brown"
"774","C Chapman","J Cant"
"775","J Witt","M Goodale"
"776","J Witt","R Whitwell"
"777","J Witt","L Brown"
"778","J Witt","J Cant"
"779","J Witt","C Chapman"
"781","S Arnott","R Whitwell"
"782","S Arnott","L Brown"
"784","S Arnott","C Chapman"
"785","S Arnott","J Witt"
"786","S Khan","M Goodale"
"787","S Khan","R Whitwell"
"788","S Khan","L Brown"
"789","S Khan","J Cant"
"790","S Khan","C Chapman"
"791","S Khan","J Witt"
"792","S Khan","S Arnott"
"793","P Chouinard","M Goodale"
"794","P Chouinard","R Whitwell"
"795","P Chouinard","L Brown"
"796","P Chouinard","J Cant"
"797","P Chouinard","C Chapman"
"798","P Chouinard","J Witt"
"799","P Chouinard","S Arnott"
"800","P Chouinard","S Khan"
"802","J Culham","R Whitwell"
"804","J Culham","J Cant"
"805","J Culham","C Chapman"
"806","J Culham","J Witt"
"807","J Culham","S Arnott"
"808","J Culham","S Khan"
"809","J Culham","P Chouinard"
"811","G Dutton","R Whitwell"
"812","G Dutton","L Brown"
"814","G Dutton","C Chapman"
"815","G Dutton","J Witt"
"817","G Dutton","S Khan"
"818","G Dutton","P Chouinard"
"819","G Dutton","J Culham"
"821","K Valyear","J Culham"
"822","K Valyear","J Witt"
"825","G Dutton","K Valyear"
"828","M Goodale","K Valyear"
"830","R Breveglieri","P Fattori"
"831","A Bosco","P Fattori"
"832","A Bosco","R Breveglieri"
"833","C Galletti","P Fattori"
"834","C Galletti","R Breveglieri"
"835","C Galletti","A Bosco"
"837","T Makin","T Makin"
"838","J Todd","L Thaler"
"839","J Theeuwes","C Hickey"
"840","M Eckstein","W Schoonveld"
"841","W Zhang","G Zelinsky"
"842","D Samaras","G Zelinsky"
"843","D Samaras","W Zhang"
"844","J Barton","T Foulsham"
"845","A Kingstone","T Foulsham"
"846","A Kingstone","J Barton"
"847","J Wolfe","Y Kuzmova"
"848","A Rich","Y Kuzmova"
"849","A Rich","J Wolfe"
"850","A Brown","Y Kuzmova"
"851","A Brown","J Wolfe"
"852","A Brown","A Rich"
"853","D Lindsey","Y Kuzmova"
"854","D Lindsey","J Wolfe"
"855","D Lindsey","A Rich"
"856","D Lindsey","A Brown"
"857","E Reijnen","Y Kuzmova"
"858","E Reijnen","J Wolfe"
"859","E Reijnen","A Rich"
"860","E Reijnen","A Brown"
"861","E Reijnen","D Lindsey"
"862","G Masson","J Drewes"
"863","A Montagnini","G Masson"
"864","P Mamassian","G Masson"
"865","P Mamassian","A Montagnini"
"866","P Hsieh","P Tse"
"867","M Edwards","M Edwards"
"868","D Glasser","D Tadin"
"869","A Sekuler","T Lewis"
"870","P Bennett","T Lewis"
"882","T Moore","T Moore"
"884","D Kersten","F Fang"
"885","D Kersten","H Boyaci"
"886","G Humphreys","C Mevorach"
"887","L Shalev","C Mevorach"
"888","L Shalev","G Humphreys"
"890","S Han","B Dosher"
"891","S Han","Z Lu"
"892","A Hsu","G Sperling"
"893","P Sinha","T Cherian"
"894","P Bennett","G Rousselet"
"895","A Sekuler","G Rousselet"
"898","R Caldara","E Mayer"
"899","R Jenkins","R Caldara"
"901","E Mayer","R Jenkins"
"903","C Fox","A Sekunova"
"904","G Iaria","A Sekunova"
"905","G Iaria","C Fox"
"906","J Barton","A Sekunova"
"907","J Barton","C Fox"
"908","J Barton","G Iaria"
"912","T Cherian","M Meng"
"913","P Sinha","M Meng"
"915","N Kriegeskorte","M Mur"
"916","L Dricot","F Jiang"
"917","V Blanz","F Jiang"
"918","V Blanz","L Dricot"
"919","R Goebel","F Jiang"
"920","R Goebel","L Dricot"
"921","R Goebel","V Blanz"
"922","B Rossion","F Jiang"
"923","B Rossion","L Dricot"
"924","B Rossion","V Blanz"
"925","B Rossion","R Goebel"
"926","T Busigny","L Dricot"
"929","L Garrido","B Duchaine"
"930","R Palermo","R Palermo"
"931","J Steeves","A Hoover"
"932","M Courage","R Adams"
"933","K Dobkins","V Ciaramitaro"
"934","L Feigenson","L Feigenson"
"935","P Bennett","E Roudaia"
"936","A Sekuler","E Roudaia"
"938","B Landau","B Landau"
"939","M McCloskey","E Gregory"
"940","B Landau","E Gregory"
"941","B Landau","M McCloskey"
"942","D Maurer","L Jakobson"
"943","T Lewis","L Jakobson"
"944","T Lewis","D Maurer"
"945","T Baker","T Candy"
"946","A Norcia","T Candy"
"947","A Norcia","T Baker"
"949","J Brooks","J Brooks"
"950","J Faubert","J Faubert"
"951","L Jakobson","L Jakobson"
"952","D Whitney","J Fischer"
"953","L Robertson","F Fortenbaugh"
"954","J Solomon","I Mareschal"
"955","M Morgan","I Mareschal"
"957","D Levi","P McGraw"
"958","M Carrasco","M Carrasco"
"959","B Balas","R Rosenholtz"
"960","D Levi","D Levi"
"961","B Sayim","T Saarela"
"962","M Herzog","T Saarela"
"963","M Herzog","B Sayim"
"966","B Tjan","S Chung"
"967","A Nandy","B Tjan"
"969","S Chung","A Nandy"
"970","P Cavanagh","D Wu"
"971","L Liu","J Zhang"
"972","C Yu","J Zhang"
"973","C Yu","L Liu"
"976","M Banks","M Banks"
"977","P Sun","A Schofield"
"980","H Kaneko","H Kaneko"
"981","Q Zaidi","A Li"
"982","Q Zaidi","Q Zaidi"
