"","from","to"
"1","K Grill-Spector","A Holcombe"
"2","K James","A Holcombe"
"3","K James","K Grill-Spector"
"4","K James","K James"
"5","F Soto","J Hays"
"6","I Wiegand","I Wiegand"
"7","H Lau","D Mendoza-Halliday"
"8","M Bar","D Mendoza-Halliday"
"9","M Bar","H Lau"
"10","H Lau","H Lau"
"11","M Cain","S Mitroff"
"12","M Herzog","M Herzog"
"13","Y Murai","Z Wang"
"14","D Whitney","Z Wang"
"15","D Whitney","Y Murai"
"16","C Firestone","C Firestone"
"17","N Troje","N Troje"
"18","K Shapiro","I Sligte"
"19","I Charest","I Sligte"
"20","I Charest","K Shapiro"
"21","M Jackson","M Jackson"
"22","Y Chen","P Huang"
"23","S Nakauchi","S Nakauchi"
"24","S Chien","S Chien"
"25","G Alvarez","M Cohen"
"26","J DeGutis","J Arizpe"
"27","J Fahrenfort","J Fahrenfort"
"28","G Cottrell","G Cottrell"
"29","D Rahnev","D Rahnev"
"30","E Palmer","E Palmer"
"31","Y Zhao","P Zhang"
"32","B Dosher","P Zhang"
"33","B Dosher","Y Zhao"
"34","Z Lu","P Zhang"
"35","Z Lu","Y Zhao"
"36","Z Lu","B Dosher"
"37","J Náñez","S Holloway"
"38","M McBeath","S Holloway"
"39","M McBeath","J Náñez"
"40","J Golomb","P Scotti"
"41","R Blake","O Cha"
"42","I Gauthier","O Cha"
"43","I Gauthier","R Blake"
"44","A Lee","S Ling"
"45","A Nestor","S Ling"
"46","A Nestor","A Lee"
"47","M Arguin","M Arguin"
"48","T Ghose","T Ghose"
"49","J Brooks","J Brooks"
"50","M Peterson","M Peterson"
"51","M Spering","J Fooken"
"52","M Pratte","M Pratte"
"53","R Datta","G Aguirre"
"54","M Chen","G Aguirre"
"55","M Chen","R Datta"
"56","S Sun","Y He"
"57","A Caspi","Y He"
"58","A Caspi","S Sun"
"59","J Abrams","A Barbot"
"60","M Carrasco","A Barbot"
"61","M Carrasco","J Abrams"
"62","S Dumoulin","W Zuiderbaan"
"63","P König","W Zuiderbaan"
"64","P König","S Dumoulin"
"65","M Goodale","D Arnold"
"66","S He","C Moore"
"67","J Mordkoff","C Moore"
"68","J Mordkoff","S He"
"69","J Nah","A Collegio"
"70","S Shomstein","A Collegio"
"71","S Shomstein","J Nah"
"72","S Chong","J Lee"
"73","R VanRullen","R VanRullen"
"74","W Warren","W Warren"
"75","S Luck","N Gaspelin"
"76","A Ghuman","M Ward"
"77","N Xiao","N Xiao"
"78","O Cheung","W Chen"
"79","F Schmidt","Y Morgenstern"
"80","R Fleming","Y Morgenstern"
"81","R Fleming","F Schmidt"
"82","R Reeder","R Reeder"
"83","Y Mohsenzadeh","K Ramakrishnan"
"84","A Oliva","K Ramakrishnan"
"85","A Oliva","Y Mohsenzadeh"
"86","J Brascamp","J Brascamp"
"87","A Maier","M Cox"
"88","S Chung","S Chung"
"89","J Ding","M Lev"
"90","U Polat","M Lev"
"91","U Polat","J Ding"
"92","D Levi","M Lev"
"93","D Levi","J Ding"
"94","D Levi","U Polat"
"95","S Tkacz-Domb","Y Yeshurun"
"96","S Shimojo","D Wu"
"97","K Mullen","K Mullen"
"98","A Coia","D Sutterer"
"99","S Shevell","D Sutterer"
"100","S Shevell","A Coia"
"101","E Awh","D Sutterer"
"102","E Awh","A Coia"
"103","E Awh","S Shevell"
"104","P Cisarik","P Cisarik"
"105","S Shimojo","M Shehata"
"106","S Nakauchi","M Shehata"
"107","S Nakauchi","S Shimojo"
"108","T Brady","J Wolfe"
"109","M Naber","C Paffen"
"110","S Stigchel","C Paffen"
"111","S Stigchel","M Naber"
"112","M Rolfs","M Rolfs"
"113","E Ester","E Ester"
"114","S Stigchel","S Stigchel"
"115","I Fine","N Benson"
"116","A Rokem","N Benson"
"117","A Rokem","I Fine"
"118","I Fine","K Meier"
"119","G Boynton","K Meier"
"120","G Boynton","I Fine"
"121","N Gronau","N Gronau"
"122","T Brady","M Schurgin"
"124","J Chen","Z Chen"
"125","M Rucci","M Rucci"
"126","L Pisella","A Khan"
"127","W Geisler","A Das"
"129","W Geisler","E Seemiller"
"130","J Serences","R Rademaker"
"131","J Tanaka","X Liu"
"132","A Young","A Young"
"133","P Kellman","N Baker"
"135","D Burr","S Kim"
"136","D Alais","S Kim"
"137","D Alais","D Burr"
"138","T Minami","S Nakauchi"
"139","D Walther","C Damiano"
"142","H Sun","J Song"
"143","P Bennett","J Song"
"144","P Bennett","H Sun"
"145","A Sekuler","J Song"
"146","A Sekuler","H Sun"
"147","A Sekuler","P Bennett"
"149","W Einhäuser","S Tkacz-Domb"
"150","W Einhäuser","Y Yeshurun"
"151","Z Gao","Y Liu"
"152","M Shen","Y Liu"
"153","M Shen","Z Gao"
"154","R Shui","Y Liu"
"155","R Shui","Z Gao"
"156","R Shui","M Shen"
"157","D Wu","S Hung"
"158","S Shimojo","S Hung"
"160","D Smith","D Smith"
"161","S Han","S Han"
"163","J Liu","L Zhou"
"164","K Zhou","L Zhou"
"165","K Zhou","J Liu"
"166","X Zhang","X Zhang"
"167","F Domini","E Cesanek"
"168","K Nelissen","K Nelissen"
"169","K Fiehler","K Fiehler"
"170","C Mullin","Y Mohsenzadeh"
"171","R Cichy","Y Mohsenzadeh"
"172","R Cichy","C Mullin"
"174","A Oliva","C Mullin"
"175","A Oliva","R Cichy"
"176","S Sun","J Ritchie"
"177","H Beeck","J Ritchie"
"178","H Beeck","S Sun"
"179","R Epstein","M Bonner"
"180","J Halberda","J Halberda"
"181","Z Saygin","Z Saygin"
"182","F Norman","F Norman"
"184","M Banks","A Gibaldi"
"185","M Webster","F Jiang"
"186","M Schira","C Clifford"
"187","B Spehar","C Clifford"
"188","B Spehar","M Schira"
"189","J Movshon","N Majaj"
"190","L Kiorpes","N Majaj"
"191","L Kiorpes","J Movshon"
"192","S Chong","C Kim"
"193","K Yokoi","K Yokoi"
"194","J Touryan","A Ries"
"195","S Hochstein","S Hochstein"
"196","D Walther","J Wilder"
"198","J Fesi","J Mendola"
"199","G Kreiman","F Wick"
"200","J Wolfe","F Wick"
"201","J Wolfe","G Kreiman"
"202","R McPeek","R McPeek"
"203","J Halberda","L Feigenson"
"204","H Pailian","L Feigenson"
"205","H Pailian","J Halberda"
"206","D Whitney","M Manassi"
"207","R Starrfelt","C Gerlach"
"208","C Chu","C Kung"
"209","V Proietti","S Laurence"
"210","C Mondloch","S Laurence"
"211","C Mondloch","V Proietti"
"212","T Bullock","M MacLean"
"213","S Grafton","M MacLean"
"214","S Grafton","T Bullock"
"215","B Giesbrecht","M MacLean"
"216","B Giesbrecht","T Bullock"
"217","B Giesbrecht","S Grafton"
"218","M Neider","J Lewis"
"220","T Watanabe","Y Sasaki"
"221","J Brown","J Brown"
"222","Z Yang","R Kothari"
"223","C Kanan","R Kothari"
"224","C Kanan","Z Yang"
"225","J Pelz","R Kothari"
"226","J Pelz","Z Yang"
"227","J Pelz","C Kanan"
"228","G Diaz","R Kothari"
"229","G Diaz","Z Yang"
"230","G Diaz","C Kanan"
"231","G Diaz","J Pelz"
"232","J Intoy","M Cox"
"233","M Poletti","M Cox"
"234","M Poletti","J Intoy"
"235","M Rucci","M Cox"
"236","M Rucci","J Intoy"
"237","M Rucci","M Poletti"
"238","A Oliva","F Durand"
"239","J Witt","J Witt"
"243","J Marotta","A Collegio"
"244","J Marotta","J Nah"
"245","J Marotta","S Shomstein"
"246","S Tipper","R Cook"
"247","G Anzures","G Anzures"
"248","M Giese","M Giese"
"250","C Bukach","E Burns"
"251","C Robertson","C Robertson"
"252","P Zhang","Y Wang"
"254","T Konkle","E Josephs"
"255","M Sereno","M Sereno"
"256","F Durgin","M Smith"
"257","I Murakami","I Murakami"
"258","K Yarrow","A Johnston"
"259","D Arnold","A Johnston"
"260","D Arnold","K Yarrow"
"261","S Suzuki","M Grabowecky"
"262","I Fine","W Park"
"263","A Shapiro","A Shapiro"
"264","C Liu","P Zhang"
"265","Z Zhang","P Zhang"
"266","Z Zhang","C Liu"
"267","S He","P Zhang"
"268","S He","C Liu"
"269","S He","Z Zhang"
"270","Y Zhuo","P Zhang"
"271","Y Zhuo","C Liu"
"272","Y Zhuo","Z Zhang"
"273","Y Zhuo","S He"
"274","F Lange","F Lange"
"275","G Yovel","G Yovel"
"276","R Starrfelt","R Starrfelt"
"277","Y Mohsenzadeh","M Lowe"
"278","S Teng","M Lowe"
"279","S Teng","Y Mohsenzadeh"
"280","I Charest","M Lowe"
"281","I Charest","Y Mohsenzadeh"
"282","I Charest","S Teng"
"283","A Oliva","M Lowe"
"285","A Oliva","S Teng"
"286","A Oliva","I Charest"
"287","W Adams","K Ehinger"
"288","E Graf","K Ehinger"
"289","E Graf","W Adams"
"290","J Elder","K Ehinger"
"291","J Elder","W Adams"
"292","J Elder","E Graf"
"293","D Chang","N Wong"
"294","T Sato","T Sato"
"295","K Muller","J Matthis"
"296","M Hayhoe","J Matthis"
"297","M Hayhoe","K Muller"
"298","J Saunders","J Ding"
"299","C Rogers","A Mienaltowski"
"300","J Norman","A Mienaltowski"
"301","J Norman","C Rogers"
"302","G Shyi","Y Chen"
"303","R Itier","R Itier"
"304","A Keil","A Keil"
"305","D Sagi","D Sagi"
"306","N Chen","Y Song"
"307","F Fang","Y Song"
"308","F Fang","N Chen"
"309","J Zhao","Y Luo"
"310","M Kawato","C Cushing"
"311","H Lau","C Cushing"
"312","H Lau","M Kawato"
"314","A Harel","A Harel"
"315","N Troje","D Chang"
"316","H Ban","D Chang"
"317","H Ban","N Troje"
"318","D Crewther","D Crewther"
"319","A Chetverikov","A Chetverikov"
"320","A Leib","S Liu"
"321","J Liu","S Liu"
"322","J Liu","A Leib"
"323","D Whitney","S Liu"
"324","D Whitney","A Leib"
"325","D Whitney","J Liu"
"326","T Saarela","M Olkkonen"
"327","H Xu","H Xu"
"328","Z Chen","J Saunders"
"329","M Singh","J Feldman"
"330","H Ridder","S Pont"
"331","M Neider","M Neider"
"332","T Brady","A Shafer-Skelton"
"333","K Fukuda","A Li"
"334","A Martin","A Martin"
"335","C Baker","E Silson"
"336","C Tyler","L Likova"
"337","J Martinez-Trujillo","S Treue"
"338","R Sussman","R Sekuler"
"339","N Roach","N Roach"
"340","T Poggio","J Zhang"
"341","G Roig","J Zhang"
"342","G Roig","T Poggio"
"343","P Mamassian","P Mamassian"
"344","T Knapen","M Szinte"
"345","R Fleming","K Storrs"
"346","W Zoest","W Zoest"
"347","M Eckstein","M Eckstein"
"348","T Smith","T Smith"
"349","B Scholl","B Scholl"
"350","K Fiehler","F Schmidt"
"351","L Ungerleider","K Nakayama"
"352","M Vaziri-Pashkam","K Nakayama"
"353","M Vaziri-Pashkam","L Ungerleider"
"354","J Snow","J Snow"
"355","X Fu","Y Liu"
"356","C Chen","P Chen"
"357","C Tyler","P Chen"
"358","C Tyler","C Chen"
"359","Z He","C Han"
"360","T Ooi","C Han"
"361","T Ooi","Z He"
"362","J Cant","J Haberman"
"363","D Beck","K Federmeier"
"364","M Greene","M Greene"
"365","M Yoshida","Y Mizokami"
"366","H Yaguchi","Y Mizokami"
"367","H Yaguchi","M Yoshida"
"368","C Blais","J Duncan"
"369","D Fiset","J Duncan"
"370","D Fiset","C Blais"
"371","R Cook","K Gray"
"372","A Maxcey","A Maxcey"
"373","T Vickery","S Park"
"374","M Eimer","A Grubert"
"375","J Wolfe","A Kosovicheva"
