"","from","to"
"1","S Wu","S Wu"
"2","S Most","L Wang"
"3","J Raymond","R Sawaki"
"4","S Luck","R Sawaki"
"5","S Luck","J Raymond"
"6","R Pedersini","R Pedersini"
"7","E Palmer","E Palmer"
"8","W Boot","C Stothart"
"9","J Sui","G Humphreys"
"10","S Shomstein","J Lee"
"11","W Shim","S Uddenberg"
"12","T Lee","T Lee"
"13","N Sulman","T Sanocki"
"14","S Goldinger","S Goldinger"
"15","S Most","B Kennedy"
"16","J Hoffman","B Kennedy"
"17","J Hoffman","S Most"
"18","J Hyun","J Hyun"
"19","W Boot","T Wright"
"20","N Busch","N Busch"
"21","P Dux","P Dux"
"22","V Proietti","V Proietti"
"23","M Behrmann","D Plaut"
"24","D Maurer","A Heering"
"25","B Balas","M Mangini"
"26","S Schweinberger","S Schweinberger"
"27","C Mondloch","L Short"
"28","C Schiltz","V Goffaux"
"29","R Goebel","V Goffaux"
"30","R Goebel","C Schiltz"
"31","T Welsh","T Welsh"
"32","C Mondloch","C Mondloch"
"33","A Porcheron","R Russell"
"34","B Rossion","F Gentile"
"35","C Blais","D Fiset"
"36","Y Zhang","D Fiset"
"37","Y Zhang","C Blais"
"38","F Gosselin","D Fiset"
"39","F Gosselin","C Blais"
"40","F Gosselin","Y Zhang"
"41","V Willenbockel","D Fiset"
"42","V Willenbockel","C Blais"
"43","V Willenbockel","Y Zhang"
"44","V Willenbockel","F Gosselin"
"45","N Dupuis-Roy","D Fiset"
"46","N Dupuis-Roy","C Blais"
"47","N Dupuis-Roy","Y Zhang"
"48","N Dupuis-Roy","F Gosselin"
"49","N Dupuis-Roy","V Willenbockel"
"50","D Bub","D Fiset"
"51","D Bub","C Blais"
"52","D Bub","Y Zhang"
"53","D Bub","F Gosselin"
"54","D Bub","V Willenbockel"
"55","D Bub","N Dupuis-Roy"
"56","J Tanaka","D Fiset"
"57","J Tanaka","C Blais"
"58","J Tanaka","Y Zhang"
"59","J Tanaka","F Gosselin"
"60","J Tanaka","V Willenbockel"
"61","J Tanaka","N Dupuis-Roy"
"62","J Tanaka","D Bub"
"63","F Gosselin","F Gosselin"
"64","S Chong","K Eo"
"65","C Curio","I Bülthoff"
"66","J Schultz","I Bülthoff"
"67","J Schultz","C Curio"
"68","D Watson","T Foulsham"
"69","A Kingstone","T Foulsham"
"70","A Kingstone","D Watson"
"71","K Dalrymple","J Gomez"
"72","B Duchaine","J Gomez"
"73","B Duchaine","K Dalrymple"
"74","W Einhäuser","M Naber"
"75","O Carter","M Naber"
"76","O Carter","W Einhäuser"
"77","B Sheliga","C Quaia"
"78","B Cumming","C Quaia"
"79","B Cumming","B Sheliga"
"80","A Welchman","A Welchman"
"81","A Parker","D Schluppeck"
"82","H Bridge","D Schluppeck"
"83","H Bridge","A Parker"
"84","H Xu","C Han"
"85","M Chen","C Han"
"86","M Chen","H Xu"
"87","Z He","C Han"
"88","Z He","H Xu"
"89","Z He","M Chen"
"90","H Lu","C Han"
"91","H Lu","H Xu"
"92","H Lu","M Chen"
"93","H Lu","Z He"
"94","S Stevenson","S Stevenson"
"95","A Yazdanbakhsh","S Grossberg"
"96","C Huang","F Hou"
"97","Y Zhou","F Hou"
"98","Y Zhou","C Huang"
"99","Z Lu","F Hou"
"100","Z Lu","C Huang"
"101","Z Lu","Y Zhou"
"102","J Read","J Read"
"103","M Georgeson","M Georgeson"
"104","S Klein","J Ding"
"105","D Levi","J Ding"
"106","D Levi","S Klein"
"107","C Chubb","C Chubb"
"108","C Jones","C Duncan"
"109","M Crognale","C Duncan"
"110","M Crognale","C Jones"
"111","D Brainard","S Thompson-Schill"
"112","O Butt","S Thompson-Schill"
"113","O Butt","D Brainard"
"114","G Aguirre","S Thompson-Schill"
"115","G Aguirre","D Brainard"
"116","G Aguirre","O Butt"
"117","R Dougherty","J Winawer"
"118","B Wandell","J Winawer"
"119","B Wandell","R Dougherty"
"120","C Duncan","A Coia"
"121","C Jones","A Coia"
"123","M Crognale","A Coia"
"126","G Francis","G Francis"
"127","T Nagai","T Sato"
"128","S Nakauchi","T Sato"
"129","S Nakauchi","T Nagai"
"130","I Kuriki","R Tokunaga"
"131","S Shioiri","R Tokunaga"
"132","S Shioiri","I Kuriki"
"133","G Finlayson","B Pearce"
"134","A Hurlbert","B Pearce"
"135","A Hurlbert","G Finlayson"
"136","H Yaguchi","Y Mizokami"
"137","C Fermuller","C Fermuller"
"138","E Mingolla","E Mingolla"
"139","G Francis","J Kim"
"141","Y Mizokami","C Duncan"
"142","K McDermott","C Duncan"
"143","K McDermott","Y Mizokami"
"145","M Crognale","Y Mizokami"
"146","M Crognale","K McDermott"
"150","S Nascimento","S Nascimento"
"151","S Palmer","K Schloss"
"152","S Allred","J Bell"
"153","F Fang","X Zhang"
"154","S Shevell","Y Sun"
"155","S Shevell","W Wang"
"157","K Schloss","R Nelson"
"158","S Palmer","R Nelson"
"161","S Palmer","W Griscom"
"167","K McDermott","C Jones"
"171","A Coia","K McDermott"
"172","T Liu","T Liu"
"173","M Silver","R Denison"
"174","D Kim","T Carney"
"175","J Ales","T Carney"
"176","J Ales","D Kim"
"177","S Klein","T Carney"
"178","S Klein","D Kim"
"179","S Klein","J Ales"
"180","Y Chen","M Michel"
"181","W Geisler","M Michel"
"182","W Geisler","Y Chen"
"183","E Seidemann","M Michel"
"184","E Seidemann","Y Chen"
"185","E Seidemann","W Geisler"
"186","J Serences","T Sprague"
"187","M Smith","M Sommer"
"188","B Lee","H Sun"
"189","M Rucci","J Victor"
"190","D Whitney","J Fischer"
"191","L Olzak","L Olzak"
"192","C Clifford","I Mareschal"
"193","B Krekelberg","A Morris"
"194","C Olman","M Schallmo"
"195","Y Shen","D Xing"
"196","C Yeh","D Xing"
"197","C Yeh","Y Shen"
"198","R Shapley","D Xing"
"199","R Shapley","Y Shen"
"200","R Shapley","C Yeh"
"201","W Li","D Xing"
"202","W Li","Y Shen"
"203","W Li","C Yeh"
"204","W Li","R Shapley"
"205","M Carrasco","J Abrams"
"206","B Mel","M Kwon"
"207","B Tjan","M Kwon"
"208","B Tjan","B Mel"
"209","B Wang","R Wu"
"210","Y Zhuo","R Wu"
"211","Y Zhuo","B Wang"
"212","L Chen","R Wu"
"213","L Chen","B Wang"
"214","L Chen","Y Zhuo"
"215","B Richard","D Ellemberg"
"216","A Johnson","D Ellemberg"
"217","A Johnson","B Richard"
"218","B Hansen","D Ellemberg"
"219","B Hansen","B Richard"
"220","B Hansen","A Johnson"
"221","D Thengone","J Victor"
"222","M Conte","J Victor"
"223","M Conte","D Thengone"
"224","I Murakami","I Murakami"
"225","E Wong","E Wong"
"226","B Balas","B Balas"
"227","M Formankiewicz","S Waugh"
"228","M Hairol","S Waugh"
"229","M Hairol","M Formankiewicz"
"230","M Landy","T Saarela"
"231","M Landy","M Landy"
"232","A Brown","D Lindsey"
"233","A Hurlbert","A Hurlbert"
"234","Y Kim","K Mullen"
"235","D MacLeod","D MacLeod"
"236","G Henning","C Ripamonti"
"237","A Stockman","C Ripamonti"
"238","A Stockman","G Henning"
"239","D Brainard","N Benson"
"240","S Anstis","S Anstis"
"241","J Peirce","J Peirce"
"242","C Asplund","R Marois"
"243","D Fougnie","R Marois"
"244","D Fougnie","C Asplund"
"245","J Martin","R Marois"
"246","J Martin","C Asplund"
"247","J Martin","D Fougnie"
"248","R VanRullen","R VanRullen"
"249","G Rees","G Rees"
"250","L Wang","Q Xu"
"251","Y Jiang","Q Xu"
"252","Y Jiang","L Wang"
"253","S Ferber","S Goodhew"
"254","S Qian","S Goodhew"
"255","S Qian","S Ferber"
"256","D Chan","S Goodhew"
"257","D Chan","S Ferber"
"258","D Chan","S Qian"
"259","J Pratt","S Goodhew"
"260","J Pratt","S Ferber"
"261","J Pratt","S Qian"
"262","J Pratt","D Chan"
"263","B Wyble","M Potter"
"264","J Wolfe","K Evans"
"265","J Wolfe","M Vo"
"266","R Heydt","R Heydt"
"267","B Harvey","W Zuiderbaan"
"268","S Dumoulin","W Zuiderbaan"
"269","S Dumoulin","B Harvey"
"270","B Kuhl","E Ward"
"271","M Chun","E Ward"
"272","M Chun","B Kuhl"
"273","J Steeves","C Mullin"
"274","S Ling","M Pratte"
"275","J Swisher","M Pratte"
"276","J Swisher","S Ling"
"277","F Tong","M Pratte"
