"","from","to"
"1","G Yovel","G Yovel"
"2","R Starrfelt","R Starrfelt"
"3","C Parde","E Noyes"
"4","M Hill","E Noyes"
"5","M Hill","C Parde"
"6","C Castillo","E Noyes"
"7","C Castillo","C Parde"
"8","C Castillo","M Hill"
"9","J Chen","E Noyes"
"10","J Chen","C Parde"
"11","J Chen","M Hill"
"12","J Chen","C Castillo"
"13","R Jenkins","E Noyes"
"14","R Jenkins","C Parde"
"15","R Jenkins","M Hill"
"16","R Jenkins","C Castillo"
"17","R Jenkins","J Chen"
"18","A O'Toole","E Noyes"
"19","A O'Toole","C Parde"
"20","A O'Toole","M Hill"
"21","A O'Toole","C Castillo"
"22","A O'Toole","J Chen"
"23","A O'Toole","R Jenkins"
"24","C Hahn","E Noyes"
"26","A O'Toole","C Hahn"
"27","M Plouffe-Demers","C Blais"
"28","D Fiset","C Blais"
"29","D Fiset","M Plouffe-Demers"
"30","N Liu","J Taubert"
"31","L Ungerleider","J Taubert"
"32","L Ungerleider","N Liu"
"33","M Herzog","V Chicherov"
"34","A Chan","J Arizpe"
"35","J Barton","S Corrow"
"36","C Bohil","C Bohil"
"37","T Huang","G Shyi"
"38","S Huang","G Shyi"
"39","B Chen","G Shyi"
"40","B Chen","S Huang"
"41","R Cook","R Cook"
"42","O Cheung","W Chen"
"43","G Shyi","G Shyi"
"44","S Chong","S Chong"
"46","Y Yamada","Y Yamada"
"47","R Cook","K Gray"
"48","G Dugas","G Dugas"
"49","N Mestry","N Donnelly"
"50","J Haberman","J Suchow"
"52","B Balas","B Balas"
"53","J Bartlett","J Bartlett"
"54","C Hacker","E Meschke"
"55","I Biederman","E Meschke"
"56","I Biederman","C Hacker"
"57","A Johnston","A Johnston"
"58","R Itier","R Itier"
"59","Z Zhou","M Harrison"
"60","L Strother","M Harrison"
"61","L Strother","Z Zhou"
"62","S Arun","S Arun"
"63","L Lesmes","F Hou"
"64","D Yu","F Hou"
"65","D Yu","L Lesmes"
"66","Z Lin","F Hou"
"67","Z Lin","L Lesmes"
"68","Z Lin","D Yu"
"69","P Bex","F Hou"
"70","P Bex","L Lesmes"
"71","P Bex","D Yu"
"72","P Bex","Z Lin"
"73","A Ghuman","M Ward"
"74","M Arguin","M Arguin"
"75","C Baker","C Baker"
"76","R Starrfelt","A Petersen"
"77","Y Wong","R Starrfelt"
"78","J Hsiao","J Hsiao"
"79","L Cong","C Yu"
"80","L Liu","C Yu"
"81","L Liu","L Cong"
