"","from","to"
"1","S Holloway","M McBeath"
"2","J Faubert","J Faubert"
"3","C Kallie","T Bochsler"
"4","G Legge","T Bochsler"
"5","G Legge","C Kallie"
"6","B Fajen","A Fath"
"7","M Cinelli","M Cinelli"
"9","K Nakayama","Y Tsushima"
"10","D Levin","D Levin"
"11","D Kim","S Nishina"
"12","T Watanabe","S Nishina"
"13","T Watanabe","D Kim"
"14","G Erickson","G Erickson"
"16","J Witt","J Witt"
"17","B Breitmeyer","E Tapia"
"18","W Snapp-Childs","G Bingham"
"19","A Wilson","G Bingham"
"20","A Wilson","W Snapp-Childs"
"21","Y Masakura","M Ichikawa"
"25","V Interrante","V Interrante"
"26","W Warren","E Chrastil"
"27","C Ellard","D Smilek"
"28","J Cohen","W Warren"
"29","J Perrone","J Perrone"
"30","J Cheng","L Li"
"31","S Grossberg","S Grossberg"
"32","W Warren","B Fajen"
"33","W Warren","K Rio"
"34","S Rushton","S Rushton"
"35","W Warren","C Firestone"
"36","S Arnott","L Thaler"
"37","M Goodale","L Thaler"
"38","M Goodale","S Arnott"
"39","S Vecera","J Lee"
"40","M Rizzo","J Lee"
"41","M Rizzo","S Vecera"
"42","M Williams","M Williams"
"43","B Fajen","G Diaz"
"44","M Grabowecky","L Iordanescu"
"45","S Suzuki","L Iordanescu"
"46","S Suzuki","M Grabowecky"
"50","L Itti","C Chang"
"51","W Warren","J Ericson"
"52","J Grosbois","F Colino"
"53","G Binsted","F Colino"
"54","G Binsted","J Grosbois"
"56","G Buckingham","F Colino"
"57","G Buckingham","J Grosbois"
"58","M Heath","F Colino"
"59","M Heath","J Grosbois"
"60","M Heath","G Buckingham"
"63","G Binsted","G Buckingham"
"64","G Binsted","M Heath"
"65","M Heath","M Heath"
"66","M Heath","J Weiler"
"67","J Crawford","J Dessing"
"68","G Binsted","G Binsted"
"69","A Ma-Wyatt","A Ma-Wyatt"
"72","O Krigolson","J Grosbois"
"73","O Krigolson","F Colino"
"76","M Heath","O Krigolson"
"79","G Binsted","O Krigolson"
"81","A Brennan","G Liu"
"82","J Enns","G Liu"
"83","J Enns","A Brennan"
"84","W Li","L Matin"
"87","D Knill","O Kwon"
"88","J Lappin","J Rieser"
"89","M Levine","J Anderson"
"90","P Cavanagh","M Pashkam"
"91","L Dam","M Ernst"
"92","K Adolph","L Kiorpes"
"93","S Butler","S Rossit"
"94","M Harvey","S Rossit"
"95","M Harvey","S Butler"
"96","W Hayward","I Harris"
"97","J Smeets","E Brenner"
"98","R Rafal","J Song"
"99","R McPeek","J Song"
"100","R McPeek","R Rafal"
