"","from","to"
"69","G Gigerenzer","U Hoffrage"
"70","F Pelletier","R Elio"
"71","G Gigerenzer","D Goldstein"
"72","D Grannes","L Shastri"
"73","B Holder","N Flor"
"75","R Stevens","R Hall"
"76","K Dunbar","M Dama"
"77","G Martin","G Martin"
"78","U Hahn","R Nakisa"
"79","R Constandse","D Jackson"
"80","G Cottrell","D Jackson"
"81","G Cottrell","R Constandse"
"82","P Gupta","P Gupta"
"83","K Hook","N Dahlback"
"84","M Sjolinder","N Dahlback"
"85","M Sjolinder","K Hook"
"86","R Cox","J Oberlander"
"87","P Monaghan","J Oberlander"
"88","P Monaghan","R Cox"
"89","K Stenning","J Oberlander"
"90","K Stenning","R Cox"
"91","K Stenning","P Monaghan"
"92","R Tobin","J Oberlander"
"93","R Tobin","R Cox"
"94","R Tobin","P Monaghan"
"95","R Tobin","K Stenning"
"96","P Cheng","P Cheng"
"97","E Rogers","E Rogers"
"98","J Voice","L Tyler"
"99","H Moss","L Tyler"
"100","H Moss","J Voice"
"101","M Ford","W Marslen-Wilson"
"102","L Older","W Marslen-Wilson"
"103","L Older","M Ford"
"104","Z Xiaolin","W Marslen-Wilson"
"105","Z Xiaolin","M Ford"
"106","Z Xiaolin","L Older"
"107","M Yip","P Li"
"108","J Hicks","R Shillcock"
"109","P Cairns","R Shillcock"
"110","P Cairns","J Hicks"
"111","N Chater","R Shillcock"
"112","N Chater","J Hicks"
"113","N Chater","P Cairns"
"114","J Levy","R Shillcock"
"115","J Levy","J Hicks"
"116","J Levy","P Cairns"
"117","J Levy","N Chater"
"118","P Schyns","A Oliva"
"119","M Steyvers","R Goldstone"
"120","K Larimer","R Goldstone"
"121","K Larimer","M Steyvers"
"122","G Cottrell","C Padgett"
"123","R Adolphs","C Padgett"
"124","R Adolphs","G Cottrell"
"125","J Hummel","B Stankiewicz"
"126","F Cutzu","S Edelman"
"127","S Duvdevani-Bar","S Edelman"
"128","S Duvdevani-Bar","F Cutzu"
"129","M Spivey-Knowlton","J Hanna"
"130","M Tanenhaus","J Hanna"
"131","M Tanenhaus","M Spivey-Knowlton"
"132","M Crocker","S Corley"
"133","S Boisvert","K McRae"
"134","M Gaskell","M Gaskell"
"135","G Cottrell","D Clouse"
"136","P Murphy","E Scanlon"
"137","K Issroff","E Scanlon"
"138","K Issroff","P Murphy"
"139","B Hodgson","E Scanlon"
"140","B Hodgson","P Murphy"
"141","B Hodgson","K Issroff"
"142","E Whitelegg","E Scanlon"
"143","E Whitelegg","P Murphy"
"144","E Whitelegg","K Issroff"
"145","E Whitelegg","B Hodgson"
"146","R Catrambone","R Catrambone"
"147","M Chi","J Slotta"
"148","N Nersessian","T Griffith"
"149","A Goel","T Griffith"
"150","A Goel","N Nersessian"
"151","C Ohnesorge","R French"
"152","M Mozer","D Mathis"
"153","G Cottrell","D Noelle"
"154","P Grunwald","M Steyvers"
"155","T Wickens","W Francis"
"156","H Pain","M Ramscar"
"157","K Holyoak","J Hummel"
"158","A Markman","P Lindemann"
"159","M Seidenberg","M Harm"
"160","M Christiansen","J Allen"
"161","R Aslin","J Saffran"
"162","E Newport","J Saffran"
"163","E Newport","R Aslin"
"164","G Chadderdon","J Movellan"
"165","P Langley","P Langley"
"166","D Kirsh","P Maglio"
"167","R Cooper","R Cooper"
"168","K VanLehn","C Conati"
"169","R Lewis","A Vera"
"170","R Port","F Cummins"
"171","E Large","E Large"
"172","P Thagard","A Bames"
"173","R Miikkulainen","J Sirosh"
"174","N Levy","D Horn"
"175","E Ruppin","D Horn"
"176","E Ruppin","N Levy"
"177","M Fragassi","J Kruschke"
"178","R Murphy","F Vallee-Tourangeau"
"179","A Baker","F Vallee-Tourangeau"
"180","A Baker","R Murphy"
"181","D Gentner","P Wolff"
"182","B Love","B Love"
"183","M Bassok","E Wisniewski"
"184","L Barsalou","W Yeh"
"186","M Keefer","K Ashley"
"187","B Berendt","B Berendt"
"188","G Orden","I Berent"
"189","M Bucciarelli","E Blanzieri"
"190","T Shultz","D Buckingham"
"192","T Oates","P Cohen"
"193","M Atkin","P Cohen"
"194","M Atkin","T Oates"
"195","C Beal","P Cohen"
"196","C Beal","T Oates"
"197","C Beal","M Atkin"
"198","B Franks","R Cooper"
"199","S Derry","L DuRussel"
"200","A Aminoff","R Ferguson"
"201","D Gentner","R Ferguson"
"202","D Gentner","A Aminoff"
"203","K Mahesh","A Goel"
"204","J Peterson","A Goel"
"205","J Peterson","K Mahesh"
"206","K Eiselt","A Goel"
"207","K Eiselt","K Mahesh"
"208","K Eiselt","J Peterson"
"209","D Subramanian","D Gordon"
"210","W Ahn","L Graham"
"211","J Wiles","B Gray"
"212","N Chater","U Hahn"
"213","R Henley","U Hahn"
"214","R Henley","N Chater"
"215","M Strube","U Hahn"
"216","J Henderson","J Henderson"
"217","H Haider","G Knoblich"
"218","M Yoveva","B Kokinov"
"219","A Kinley","D Leake"
"220","D Wilson","D Leake"
"221","D Wilson","A Kinley"
"222","B Eylon","M Linn"
"223","C Burgess","K Lund"
"224","C Audet","K Lund"
"225","C Audet","C Burgess"
"226","M Strube","K Makert"
"227","U Hahn","K Makert"
"230","D Hofstadter","G McGraw"
"231","L Smith","T Mitchell"
"232","J Theios","C Ohnesorge"
"233","M Johnson","P Quinn"
"234","R Johnson","S Read"
"235","M Friend","M Redington"
"236","N Chater","M Redington"
"237","N Chater","M Friend"
"238","C Ling","W Schmidt"
"239","L Gawlick","V Shute"
"240","J Sougne","J Sougne"
"241","S Luke","L Spector"
"242","R Cox","K Yule"
"243","T Peterson","R Sun"
"244","E Merrill","R Sun"
"245","E Merrill","T Peterson"
"246","C Juliano","W Tabor"
"247","M Tanenhaus","W Tabor"
"248","M Tanenhaus","C Juliano"
"249","D Mareschal","M Thomas"
"250","J Zhang","H Wang"
"251","T Johnson","J Zhang"
"253","H Wang","T Johnson"
"254","W Marslen-Wilson","X Zhou"
"255","J Magnuson","P Allopenna"
"256","M Tanenhaus","P Allopenna"
"257","M Tanenhaus","J Magnuson"
"258","C Alma","C Alma"
"261","K Ahmad","T Bale"
"262","M Tirassa","B Bara"
"263","S Barrera","S Barrera"
"264","T Sejnowski","M Bartlett"
"265","P Bell","P Bell"
"266","A Goel","S Bhatta"
"267","D Blank","D Blank"
"268","C Boyle","C Boyle"
"269","M Brand","M Brand"
"270","R Noel","S Bringsjord"
"271","G Ginader","S Bringsjord"
"272","G Ginader","R Noel"
"273","E Bringsjord","S Bringsjord"
"274","E Bringsjord","R Noel"
"275","E Bringsjord","G Ginader"
"276","K Livesay","C Burgess"
"278","K Lund","K Livesay"
"279","L Carleton","L Carleton"
"280","C Carrick","C Carrick"
"281","S Chan","S Chan"
"283","W Batchelder","J Chosak-Reiter"
"284","R Shankle","J Chosak-Reiter"
"285","R Shankle","W Batchelder"
"286","M Dick","J Chosak-Reiter"
"287","M Dick","W Batchelder"
"288","M Dick","R Shankle"
"289","R Chrisley","R Chrisley"
"290","B Rapp","T Clausner"
"291","Y Su","T Clausner"
"292","Y Su","B Rapp"
"293","T Sejnowski","O Coenen"
"294","T Lostutter","D Corina"
"295","J Corriveau","J Corriveau"
"296","M Kutas","S Coulson"
"297","P Davidsson","P Davidsson"
"298","D Billman","J Davies"
"299","W Marslen-Wilson","M Davis"
"300","M Hare","M Davis"
"301","M Hare","W Marslen-Wilson"
"302","T Davis","T Davis"
"303","J Fodor","R Almeida"
"304","C Souza","C Souza"
"305","K Diller","K Diller"
"306","P Domingos","P Domingos"
"308","A Nakamura","C Santos"
"309","A Rosa","C Santos"
"310","A Rosa","A Nakamura"
"311","M Gasser","D Eck"
"312","J Booth","J Epelboim"
"313","A Taleghani","J Epelboim"
"314","A Taleghani","J Booth"
"315","R Steinman","J Epelboim"
"316","R Steinman","J Booth"
"317","R Steinman","A Taleghani"
"318","R Ashkenazy","J Epelboim"
"319","R Ashkenazy","J Booth"
"320","R Ashkenazy","A Taleghani"
"321","R Ashkenazy","R Steinman"
"322","J Kruschke","M Erickson"
"323","D Farrar","D Farrar"
"324","P Federico","P Federico"
"325","R Ferrante","R Ferrante"
"326","R Remington","M Freed"
"327","J Johnston","M Freed"
"328","J Johnston","R Remington"
"329","M Evens","R Freedman"
"330","B Galitsky","B Galitsky"
"331","P Luce","D Gaygen"
"332","R Golden","R Golden"
"333","S Gott","S Gott"
"334","J Movellan","M Gray"
"335","T Sejnowski","M Gray"
"336","T Sejnowski","J Movellan"
"337","M Chodorow","A Nicols-Grinenko"
"338","U Hoffrage","R Hertwig"
"339","S Phillips","K Hiraki"
"340","A Sashima","K Hiraki"
"341","A Sashima","S Phillips"
"342","W Hoffman","W Hoffman"
"343","R Howard","R Howard"
"344","S Hsi","S Hsi"
"345","T Hubbard","T Hubbard"
"346","S Kaplan","M Hucka"
"347","N Bray","L Huffman"
"348","L Hui","L Hui"
"349","M Yoshida","J Jacobs"
"350","C Fernandez","J Jacobs"
"351","C Fernandez","M Yoshida"
"352","J Stigler","J Jacobs"
"353","J Stigler","M Yoshida"
"354","J Stigler","C Fernandez"
"358","C Kello","A Kawamoto"
"359","K Bame","A Kawamoto"
"360","K Bame","C Kello"
"361","H Park","J Kim"
"362","D Kimberg","D Kimberg"
"363","W Gray","S Kirschenbaum"
"364","B Ehret","S Kirschenbaum"
"365","B Ehret","W Gray"
"366","K Kuutti","T Koschmann"
"367","L Hickman","T Koschmann"
"368","L Hickman","K Kuutti"
"369","T Johnson","J Krems"
"370","K Kurtz","K Kurtz"
"371","T Kusumi","T Kusumi"
"372","S Maisonneuve","S Leclerc"
"373","K Rivera","A Lee"
"374","C Lee","C Lee"
"375","A Pasztor","M Lenart"
"376","B MacWhinney","P Li"
"377","C Lisetti","C Lisetti"
"378","B Zhang","C Liu"
"379","J Magnuson","J Magnuson"
"380","K Mahesh","K Mahesh"
"381","M Maiers","J Maiers"
"382","T Jung","S Makeig"
"383","D Ghahremani","S Makeig"
"384","D Ghahremani","T Jung"
"385","A Bell","S Makeig"
"386","A Bell","T Jung"
"387","A Bell","D Ghahremani"
"388","T Sejnowski","S Makeig"
"389","T Sejnowski","T Jung"
"390","T Sejnowski","D Ghahremani"
"391","T Sejnowski","A Bell"
"392","O Zachar","N Mandelblit"
"393","K Spoehr","C Manly"
"394","H Pick","C Manning"
"395","M Sera","C Manning"
"396","M Sera","H Pick"
"397","E Mjolsness","G Mamellos"
"398","D Hofstadter","J Marshall"
"399","Y Masatani","Y Masatani"
"400","J Masthoff","J Masthoff"
"401","P Maglio","T Matlock"
"402","C Michael","G McGraw"
"403","G Cottrell","J Milostan"
"404","D Mireles","D Mireles"
"405","J Moody","J Moody"
"406","C Morris","C Morris"
"407","C Seifert","A Mosmann"
"408","R Prayaga","J Movellan"
"409","P Munro","P Munro"
"410","R Nakisa","R Nakisa"
"411","P Johnson-Laird","M Newsome"
"412","H Nojima","H Nojima"
"413","C Nourani","C Nourani"
"414","S Huriey","L Novick"
"415","T Seymour","A Patalano"
"416","C Seifert","A Patalano"
"417","C Seifert","T Seymour"
"418","M Peschl","M Peschl"
"419","P Pulver","C Rader"
"420","C Brand","C Rader"
"421","C Brand","P Pulver"
"422","P Molenaar","M Raijmakers"
"423","L Spector","M Ratterman"
"424","J Grafman","M Ratterman"
"425","J Grafman","L Spector"
"427","W Reeves","W Reeves"
"428","M Hegarty","R Revlin"
"429","H Carlone","C Robinson"
"430","C Rader","C Robinson"
"431","C Rader","H Carlone"
"432","C Garcia","C Robinson"
"433","C Garcia","H Carlone"
"434","C Garcia","C Rader"
"435","A Yoshikawa","Y Saito"
"436","L Smith","L Samuelson"
"437","M Schlager","P Schank"
"438","G Scheler","G Scheler"
"439","K Crowley","C Schunn"
"440","T Okada","C Schunn"
"441","T Okada","K Crowley"
"442","C Seger","C Seger"
"446","M Evens","F Shah"
"447","J Shapiro","L Shapiro"
"448","M Antholine","L Shapiro"
"449","M Antholine","J Shapiro"
"450","L Franken","F Schmalhofer"
"451","J Schwerdtner","F Schmalhofer"
"452","J Schwerdtner","L Franken"
"453","J Kolodner","M Simina"
"454","S Peterson","T Simon"
"455","G Patel","T Simon"
"456","G Patel","S Peterson"
"457","K Sathian","T Simon"
"458","K Sathian","S Peterson"
"459","K Sathian","G Patel"
"460","P Skokowski","P Skokowski"
"461","M Kutas","M George"
"462","M John","M John"
"463","M Gernsbacher","M John"
"464","J Strout","J Strout"
"465","R Ricciardi","M Struchiner"
"466","A Diogo","M Struchiner"
"467","A Diogo","R Ricciardi"
"468","N Correa","M Struchiner"
"469","N Correa","R Ricciardi"
"470","N Correa","A Diogo"
"471","R Stufflebeam","R Stufflebeam"
"472","T Sejnowski","A Tang"
"473","V Kempe","R Taraban"
"474","S Ichikawa","A Terao"
"475","T Kusumi","A Terao"
"476","T Kusumi","S Ichikawa"
"477","N Thomas","N Thomas"
"478","M Tirassa","M Tirassa"
"479","J Trafton","J Trafton"
"480","K Ueda","K Ueda"
"481","F Vallee-Tourangeau","F Vallee-Tourangeau"
"482","P Luce","M Vitevitch"
"483","M Vitevitch","M Vitevitch"
"484","D Wallach","D Wallach"
"485","K Holyoak","J Waltz"
"486","G Halford","J Waltz"
"487","G Halford","K Holyoak"
"488","M Kail","N Wicha"
"489","C Diehl","M Williamson"
"490","A Markman","T Yamauchi"
"491","M Braine","Y Yang"
"493","A Cuthbert","A Cuthbert"
"494","C Koch","C Koch"
"495","L Rosenblum","D Yakel"
