"","id","label","measure","CM"
"1",1,"R Abelson",2,"degree"
"2",2,"R Wilensky",2,"degree"
"3",3,"R Fikes",2,"degree"
"4",4,"B Hayes-Roth",2,"degree"
"5",5,"J Levin",3,"degree"
"6",6,"N Quinn",2,"degree"
"7",7,"S Palmer",2,"degree"
"8",8,"A Gilchrist",1,"degree"
"9",9,"I Rock",1,"degree"
"10",10,"G Hinton",2,"degree"
"11",11,"P Kay",2,"degree"
"12",12,"S Ullman",2,"degree"
"13",13,"G Mandler",2,"degree"
"14",14,"W Lehnert",5,"degree"
"15",15,"C Lutz",2,"degree"
"16",16,"A Ortony",1,"degree"
"17",17,"G Clore",1,"degree"
"18",18,"A Tversky",1,"degree"
"19",19,"E Johnson",1,"degree"
"20",20,"D Centner",2,"degree"
"21",21,"A diSessa",2,"degree"
"22",22,"P Johnson-Laird",2,"degree"
"23",23,"J Larkin",1,"degree"
"24",24,"H Simo",1,"degree"
"25",25,"J Black",4,"degree"
"26",26,"S Shwartz",4,"degree"
"27",27,"E Smith",1,"degree"
"28",28,"A Collins",2,"degree"
"29",29,"R Guindon",2,"degree"
"30",30,"J Carroll",2,"degree"
"31",31,"M Kac",2,"degree"
"32",32,"J Gundel",1,"degree"
"33",33,"D Dahl",1,"degree"
"34",34,"H Hamburger",1,"degree"
"35",35,"S Grain",1,"degree"
"36",36,"M ridge",2,"degree"
"37",37,"G Luger",2,"degree"
"38",38,"T Brower",2,"degree"
"39",39,"J Wishart",2,"degree"
"40",40,"J Clement",2,"degree"
"41",41,"G Fischer",1,"degree"
"42",42,"H Boecker",1,"degree"
"43",43,"J Lachman",1,"degree"
"44",44,"R Lachman",1,"degree"
"45",45,"I Goldstein",2,"degree"
"46",46,"M Eisenstadt",2,"degree"
"47",47,"J Laubsch",2,"degree"
"48",48,"J Kahn",2,"degree"
"49",49,"L Friedman",2,"degree"
"50",50,"A Zimmer",2,"degree"
"51",51,"R Falmagne",2,"degree"
"52",52,"H Gladwin",2,"degree"
"53",53,"A Abratiamsen",2,"degree"
"54",54,"R Schank",2,"degree"
"55",55,"J McClelland",2,"degree"
"56",56,"D Bree",2,"degree"
"57",57,"E Andreewsky",3,"degree"
"58",58,"A Andreewsky",3,"degree"
"59",59,"G Deloche",3,"degree"
"60",60,"D Bourcier",3,"degree"
"61",61,"M Zavalloni",2,"degree"
"62",62,"M Wiser",2,"degree"
"63",63,"R Browse",2,"degree"
"64",64,"J Hobbs",1,"degree"
"65",65,"M Agar",1,"degree"
"66",66,"R Granger",1,"degree"
"67",67,"J NA",2,"degree"
"68",68,"J Morris",2,"degree"
"69",69,"E ins",1,"degree"
