"","id","label"
"1",1,"M Lucas"
"2",2,"J Orasanu"
"3",3,"R Reilly"
"4",4,"J Stemberger"
"5",5,"R Browse"
"6",6,"L Chen"
"7",7,"L Parsons"
"8",8,"J Psotka"
"9",9,"G Airenti"
"10",10,"B Bara"
"11",11,"M Colombetti"
"12",12,"D Grudin"
"13",13,"M Gernsbacher"
"14",14,"H Goldsmith"
"15",15,"D Smith"
"16",16,"J Greeno"
"17",17,"W Kintsch"
"18",18,"D Kurland"
"19",19,"R Pea"
"20",20,"J Levine"
"21",21,"M Boruta"
"22",22,"A Petitto"
"23",23,"G Luger"
"24",24,"J"
"25",25,"T Bower"
"26",26,"M Almeida"
"27",27,"S Shapiro"
"28",28,"R Alterman"
"29",29,"R Granger"
"30",30,"J Holbrook"
"31",31,"V Zavarin"
"32",32,"A Collins"
"33",33,"D Centner"
"34",34,"G Dirlich"
"35",35,"C Freksa"
"36",36,"U Furbach"
"37",37,"J Nutter"
"38",38,"W Salter"
"39",39,"P Langley"
"40",40,"J Barnden"
"41",41,"G Graham"
"42",42,"G Stephens"
"43",43,"G Hinton"
"44",44,"T Sejnowski"
"45",45,"M Lansdale"
"46",46,"I Moar"
"47",47,"N Hamer"
"48",48,"B Woods"
"49",49,"B Reiser"
"50",50,"J Black"
"51",51,"C Seifert"
"52",52,"E Soloway"
"53",53,"K Ehrlich"
"54",54,"E Gold"
"55",55,"F Winfield"
