"","from","to"
"1","J Anderson","J Anderson"
"2","R Siegler","R Siegler"
"3","T Howells","T Howells"
"4","J McClelland","M John"
"5","J Pollack","J Pollack"
"6","D King","S Gallant"
"7","G Hinton","G Hinton"
"8","W Schneider","W Oliver"
"9","P Smolensky","C McMillan"
"10","L Bookman","R"
"11","C Frederiksen","A Renaud"
"12","E Domeshek","E Domeshek"
"13","C Cacciari","P Tabossi"
"14","W Kintsch","S Mannes"
"15","R Cullingford","E Turner"
"16","M Ranney","G Harman"
"17","K Salem","G Harman"
"18","K Salem","M Ranney"
"19","F Doring","G Harman"
"20","F Doring","M Ranney"
"21","F Doring","K Salem"
"22","J Epstein","G Harman"
"23","J Epstein","M Ranney"
"24","J Epstein","K Salem"
"25","J Epstein","F Doring"
"26","A Jaworska","G Harman"
"27","A Jaworska","M Ranney"
"28","A Jaworska","K Salem"
"29","A Jaworska","F Doring"
"30","A Jaworska","J Epstein"
"31","M Gluck","J Corter"
"32","G Bower","J Corter"
"33","G Bower","M Gluck"
"34","S Shapiro","S Peters"
"35","W Rapaport","S Peters"
"36","W Rapaport","S Shapiro"
"37","R Hansen","T Bever"
"38","H Boshuizen","H Schmidt"
"39","P Hobus","H Schmidt"
"40","P Hobus","H Boshuizen"
"41","M Dyer","R Sumida"
"42","M Flowers","R Sumida"
"43","M Flowers","M Dyer"
"44","K Holyoak","R Catrambone"
"45","R Turner","R Turner"
"46","P Koton","P Koton"
"47","B Adelson","B Adelson"
"48","A Newell","T Polk"
"49","J Roschelle","J Roschelle"
"50","M Mozer","M Mozer"
"51","B Vivier","U Zernik"
"52","L Uhr","P Sandon"
"53","I Pratt","I Pratt"
"54","Y Miyata","Y Miyata"
"55","N Goddard","N Goddard"
"56","J Klayman","J Klayman"
"57","P Langley","R Jones"
"58","T Blickle","I Biederman"
"59","G Ju","I Biederman"
"60","G Ju","T Blickle"
"61","H Hilton","I Biederman"
"62","H Hilton","T Blickle"
"63","H Hilton","G Ju"
"64","J Hummel","I Biederman"
"65","J Hummel","T Blickle"
"66","J Hummel","G Ju"
"67","J Hummel","H Hilton"
"68","P Munro","C Cosic"
"69","S Hollbach","C Burgess"
"70","E Gibson","R Clark"
"71","J Roach","D Sanford"
"72","M MacDonald","H Kurtzman"
"73","P Norvig","P Norvig"
"74","D Gentner","B Adelson"
"75","K Hammond","B Adelson"
"76","K Hammond","D Gentner"
"77","K Holyoak","B Adelson"
"78","K Holyoak","D Gentner"
"79","K Holyoak","K Hammond"
"80","P Thagard","B Adelson"
"81","P Thagard","D Gentner"
"82","P Thagard","K Hammond"
"83","P Thagard","K Holyoak"
"84","K Metz","K Metz"
"85","R Dufresne","J Mestre"
"86","W Gerace","J Mestre"
"87","W Gerace","R Dufresne"
"88","P Hardiman","J Mestre"
"89","P Hardiman","R Dufresne"
"90","P Hardiman","W Gerace"
"91","L Karen","B Fox"
"92","J Frederiksen","B White"
"93","G Eggan","S Lajoie"
"94","A Lesgold","S Lajoie"
"95","A Lesgold","G Eggan"
"96","M Eisenberg","R Pea"
"97","F Turbak","R Pea"
"98","F Turbak","M Eisenberg"
"99","J Barnden","J Barnden"
"100","R Hadley","R Hadley"
"101","R French","R French"
"102","D Evans","D Evans"
"103","R Coulson","R Spiro"
"104","P Feltovich","R Spiro"
"105","P Feltovich","R Coulson"
"106","D Anderson","R Spiro"
"107","D Anderson","R Coulson"
"108","D Anderson","P Feltovich"
"109","W Rogers","A Fisk"
"110","L Backman","R Dixon"
"111","W Hoyer","S Clancey"
"112","K Sycara","K Sycara"
"113","D Gentner","C Clement"
"114","D Medin","J Skorstad"
"115","D Gentner","J Skorstad"
"116","D Gentner","D Medin"
"117","P Thagard","M Ranney"
"118","B Reiser","J Faries"
"119","M Redmond","J Martin"
"120","J Kolodner","J Lancaster"
"121","J Anderson","F Conrad"
"122","V Patel","D Kaufman"
