"","id","label"
"1",1,"J Anderson"
"2",2,"R Siegler"
"3",3,"T Howells"
"4",4,"M John"
"5",5,"J McClelland"
"6",6,"J Pollack"
"7",7,"S Gallant"
"8",8,"D King"
"9",9,"G Hinton"
"10",10,"W Oliver"
"11",11,"W Schneider"
"12",12,"C McMillan"
"13",13,"P Smolensky"
"14",14,"R"
"15",15,"L Bookman"
"16",16,"A Renaud"
"17",17,"C Frederiksen"
"18",18,"E Domeshek"
"19",19,"P Tabossi"
"20",20,"C Cacciari"
"21",21,"S Mannes"
"22",22,"W Kintsch"
"23",23,"E Turner"
"24",24,"R Cullingford"
"25",25,"G Harman"
"26",26,"M Ranney"
"27",27,"K Salem"
"28",28,"F Doring"
"29",29,"J Epstein"
"30",30,"A Jaworska"
"31",31,"J Corter"
"32",32,"M Gluck"
"33",33,"G Bower"
"34",34,"S Peters"
"35",35,"S Shapiro"
"36",36,"W Rapaport"
"37",37,"T Bever"
"38",38,"R Hansen"
"39",39,"H Schmidt"
"40",40,"H Boshuizen"
"41",41,"P Hobus"
"42",42,"R Sumida"
"43",43,"M Dyer"
"44",44,"M Flowers"
"45",45,"R Catrambone"
"46",46,"K Holyoak"
"47",47,"R Turner"
"48",48,"P Koton"
"49",49,"B Adelson"
"50",50,"T Polk"
"51",51,"A Newell"
"52",52,"J Roschelle"
"53",53,"M Mozer"
"54",54,"U Zernik"
"55",55,"B Vivier"
"56",56,"P Sandon"
"57",57,"L Uhr"
"58",58,"I Pratt"
"59",59,"Y Miyata"
"60",60,"N Goddard"
"61",61,"J Klayman"
"62",62,"R Jones"
"63",63,"P Langley"
"64",64,"I Biederman"
"65",65,"T Blickle"
"66",66,"G Ju"
"67",67,"H Hilton"
"68",68,"J Hummel"
"69",69,"C Cosic"
"70",70,"P Munro"
"71",71,"C Burgess"
"72",72,"S Hollbach"
"73",73,"R Clark"
"74",74,"E Gibson"
"75",75,"D Sanford"
"76",76,"J Roach"
"77",77,"H Kurtzman"
"78",78,"M MacDonald"
"79",79,"P Norvig"
"80",80,"D Gentner"
"81",81,"K Hammond"
"82",82,"P Thagard"
"83",83,"K Metz"
"84",84,"J Mestre"
"85",85,"R Dufresne"
"86",86,"W Gerace"
"87",87,"P Hardiman"
"88",88,"B Fox"
"89",89,"L Karen"
"90",90,"B White"
"91",91,"J Frederiksen"
"92",92,"S Lajoie"
"93",93,"G Eggan"
"94",94,"A Lesgold"
"95",95,"R Pea"
"96",96,"M Eisenberg"
"97",97,"F Turbak"
"98",98,"J Barnden"
"99",99,"R Hadley"
"100",100,"R French"
"101",101,"D Evans"
"102",102,"R Spiro"
"103",103,"R Coulson"
"104",104,"P Feltovich"
"105",105,"D Anderson"
"106",106,"A Fisk"
"107",107,"W Rogers"
"108",108,"R Dixon"
"109",109,"L Backman"
"110",110,"S Clancey"
"111",111,"W Hoyer"
"112",112,"K Sycara"
"113",113,"C Clement"
"114",114,"J Skorstad"
"115",115,"D Medin"
"116",116,"J Faries"
"117",117,"B Reiser"
"118",118,"J Martin"
"119",119,"M Redmond"
"120",120,"J Lancaster"
"121",121,"J Kolodner"
"122",122,"F Conrad"
"123",123,"D Kaufman"
"124",124,"V Patel"
"125",125,"J Shrager"
"126",126,"T Hogg"
"127",127,"B Huberman"
"128",128,"M Desmarais"
"129",129,"L Giroux"
"130",130,"S Larochelle"
"131",131,"S Leclerc"
"132",132,"G Norman"
"133",133,"L Brooks"
"134",134,"S Allen"
"135",135,"D Rosenthal"
"136",136,"R Allen"
"137",137,"D Deslauriers"
"138",138,"G Baylor"
"139",139,"A Chalnick"
"140",140,"D Billman"
"141",141,"L Coughlin"
"142",142,"W Ahn"
"143",143,"W Brewer"
"144",144,"A Chawla"
"145",145,"L Caplan"
"146",146,"R Barr"
"147",147,"M Reiner"
"148",148,"M Chi"
"149",149,"L Resnick"
"150",150,"A Cumming"
"151",151,"M Vincenzi"
"152",152,"S Koebe"
"153",153,"G Deffner"
"154",154,"G Dorffner"
"155",155,"M Finegold"
"156",156,"M Gernsbacher"
"157",157,"S Shroyer"
"158",158,"W Gray"
"159",159,"A Corbett"
"160",160,"K Lehn"
"161",161,"D Hofstadter"
"162",162,"M Mitchell"
"163",163,"P Johnson"
"164",164,"L Kochevar"
"165",165,"B Kowalski"
"166",166,"B Malt"
"167",167,"J Moore"
"168",168,"C Paris"
"169",169,"T Myers"
"170",170,"B Franks"
"171",171,"S McGlashan"
"172",172,"J Gobert"
"173",173,"S Nirenburg"
"174",174,"J Pustejovsky"
"175",175,"S Nowlan"
"176",176,"P O'Seaghdha"
"177",177,"M Pavel"
"178",178,"V Henkle"
"179",179,"R Virkar"
"180",180,"D Rose"
"181",181,"J Rossi"
"182",182,"D Sallach"
"183",183,"B MiUer"
"184",184,"D Scarborough"
"185",185,"J Jones"
"186",186,"F Schmalhofer"
"187",187,"O Kuhn"
"188",188,"C Seifert"
"189",189,"H Shinn"
"190",190,"L Trick"
"191",191,"Z Pylyshyn"
"192",192,"C Webster"
"193",193,"R Glass"
"194",194,"G Banks"
"195",195,"P Johnson-Laird"
