"","id","label"
"1",1,"R Abelson"
"2",2,"R Wilensky"
"3",3,"R Fikes"
"4",4,"B Hayes-Roth"
"5",5,"J Levin"
"6",6,"N Quinn"
"7",7,"S Palmer"
"8",8,"A Gilchrist"
"9",9,"I Rock"
"10",10,"G Hinton"
"11",11,"P Kay"
"12",12,"S Ullman"
"13",13,"G Mandler"
"14",14,"W Lehnert"
"15",15,"C Lutz"
"16",16,"A Ortony"
"17",17,"G Clore"
"18",18,"A Tversky"
"19",19,"E Johnson"
"20",20,"D Centner"
"21",21,"A diSessa"
"22",22,"P Johnson-Laird"
"23",23,"J Larkin"
"24",24,"H Simo"
"25",25,"J Black"
"26",26,"S Shwartz"
"27",27,"E Smith"
"28",28,"A Collins"
"29",29,"R Guindon"
"30",30,"J Carroll"
"31",31,"M Kac"
"32",32,"J Gundel"
"33",33,"D Dahl"
"34",34,"H Hamburger"
"35",35,"S Grain"
"36",36,"M ridge"
"37",37,"G Luger"
"38",38,"T Brower"
"39",39,"J Wishart"
"40",40,"J Clement"
"41",41,"G Fischer"
"42",42,"H Boecker"
"43",43,"J Lachman"
"44",44,"R Lachman"
"45",45,"I Goldstein"
"46",46,"M Eisenstadt"
"47",47,"J Laubsch"
"48",48,"J Kahn"
"49",49,"L Friedman"
"50",50,"A Zimmer"
"51",51,"R Falmagne"
"52",52,"H Gladwin"
"53",53,"A Abratiamsen"
"54",54,"R Schank"
"55",55,"J McClelland"
"56",56,"D Bree"
"57",57,"E Andreewsky"
"58",58,"A Andreewsky"
"59",59,"G Deloche"
"60",60,"D Bourcier"
"61",61,"M Zavalloni"
"62",62,"M Wiser"
"63",63,"R Browse"
"64",64,"J Hobbs"
"65",65,"M Agar"
"66",66,"R Granger"
"67",67,"J NA"
"68",68,"J Morris"
"69",69,"E ins"
"70",70,"A Farley"
"71",71,"D McCarty"
"72",72,"J Drosler"
"73",73,"A Isen"
"74",74,"G Nowicki"
"75",75,"N Dehn"
"76",76,"B Reiser"
"77",77,"K Forbus"
"78",78,"A Stevens"
"79",79,"M Eysenck"
"80",80,"M Dyer"
"81",81,"B Phillips"
"82",82,"J Hendler"
"83",83,"E Charniak"
"84",84,"B Shannon"
"85",85,"B Baars"
"86",86,"R Hammersley"
"87",87,"S Card"
"88",88,"A Newell"
"89",89,"B Adelson"
"90",90,"G Novak"
"91",91,"S Richmond"
"92",92,"M Lasher"
"93",93,"M Masson"
"94",94,"I Boehler"
"95",95,"S Small"
"96",96,"L Reder"
"97",97,"B Ross"
"98",98,"A Graesser"
"99",99,"G Carmi"
"100",100,"M Burstein"
"101",101,"P Langley"
"102",102,"D Nicholas"
"103",103,"D Klahr"
"104",104,"G Hood"
"105",105,"J Galambos"
"106",106,"D Rumelhart"
"107",107,"D Norman"
"108",108,"R Michalski"
"109",109,"A Sloman"
"110",110,"M Coombs"
"111",111,"V Eliashberg"
"112",112,"J Carbonell"
"113",113,"J Slack"
"114",114,"O Schattin"
"115",115,"H Dahl"
"116",116,"P vanHeerden"
"117",117,"E Loebner"
"118",118,"S Klein"
"119",119,"D Ross"
"120",120,"M Manasse"
"121",121,"J Danos"
"122",122,"M Bickford"
"123",123,"W Burt"
"124",124,"K Jensen"
"125",125,"J Greeno"
"126",126,"L Resnick"
"127",127,"E Rissland"
"128",128,"O ridge"
"129",129,"E way"
"130",130,"J Pascual-Leone"
"131",131,"J Johnson"
"132",132,"D Goodman"
"133",133,"D Hameluck"
"134",134,"L Theodor"
"135",135,"F Richer"
"136",136,"J Beatty"
"137",137,"G Strong"
"138",138,"B Whitehead"
