"","from","to"
"100","G Furnas","G Furnas"
"101","N Narayanan","B Chandrasekaran"
"102","J Pollack","J Pollack"
"103","G Lakoff","J Feldman"
"104","A Stolcke","J Feldman"
"105","A Stolcke","G Lakoff"
"106","S Weber","J Feldman"
"107","S Weber","G Lakoff"
"108","S Weber","A Stolcke"
"109","J Shrager","P Agre"
"110","J Anderson","J Anderson"
"111","J McClelland","A Cleeremans"
"112","W Ball","K VanLehn"
"113","B Kowalski","K VanLehn"
"114","B Kowalski","W Ball"
"115","J Spohrer","J Spohrer"
"116","R Mathews","L Roussel"
"117","B Druhan","L Roussel"
"118","B Druhan","R Mathews"
"119","B Kokinov","B Kokinov"
"120","S MacAndrew","G Jones"
"121","C Selfert","H Johnson"
"122","C Kortge","C Kortge"
"123","C Zeitz","C Zeitz"
"124","J Schlimmer","L Dent"
"125","D Dykstra","C Boyle"
"126","I Monarch","C Boyle"
"127","I Monarch","D Dykstra"
"128","J Anderson","A Corbett"
"129","J Lehman","J Lehman"
"130","S Gushing","S Gushing"
"131","J Cohen","D Servan-Schreiber"
"132","B Baars","M Fehling"
"133","C Fisher","M Fehling"
"134","C Fisher","B Baars"
"135","S Slade","S Slade"
"136","E Domeshek","E Domeshek"
"137","R Goebel","R Goebel"
"138","G Oden","R Jenison"
"139","J Pollack","J Kolen"
"140","S Keele","P Jennings"
"144","B Miller","D Scarborough"
"145","J Jones","D Scarborough"
"146","J Jones","B Miller"
"147","T Hinrichs","T Hinrichs"
"148","R Alterman","R Zito-Wolf"
"149","D Levine","R Bapi"
"153","V Patel","M Sivaramakrishnan"
"154","M Korpi","J Greeno"
"155","D Jackson","J Greeno"
"156","D Jackson","M Korpi"
"157","V Michalchik","J Greeno"
"158","V Michalchik","M Korpi"
"159","V Michalchik","D Jackson"
"160","J Wiebe","G Bruder"
"161","G Collins","B Krulwich"
"162","L Birnbaum","B Krulwich"
"163","L Birnbaum","G Collins"
"164","C Clement","C Clement"
"165","M Redmond","M Redmond"
"166","T Penberthy","J Kolodner"
"167","M Jordan","E Bizzi"
"168","D Pesetsky","H Lasnik"
"169","J Higginbotham","H Lasnik"
"170","J Higginbotham","D Pesetsky"
"171","J McCarthy","H Lasnik"
"172","J McCarthy","D Pesetsky"
"173","J McCarthy","J Higginbotham"
"174","D Fisher","D Billman"
"175","M Gluck","D Billman"
"176","M Gluck","D Fisher"
"177","P Langley","D Billman"
"178","P Langley","D Fisher"
"179","P Langley","M Gluck"
"180","M Pazzani","D Billman"
"181","M Pazzani","D Fisher"
"182","M Pazzani","M Gluck"
"183","M Pazzani","P Langley"
"184","Y Gil","J Carbonell"
"185","R Joseph","J Carbonell"
"186","R Joseph","Y Gil"
"187","C Knoblock","J Carbonell"
"188","C Knoblock","Y Gil"
"189","C Knoblock","R Joseph"
"190","S Minton","J Carbonell"
"191","S Minton","Y Gil"
"192","S Minton","R Joseph"
"193","S Minton","C Knoblock"
"194","M Veloso","J Carbonell"
"195","M Veloso","Y Gil"
"196","M Veloso","R Joseph"
"197","M Veloso","C Knoblock"
"198","M Veloso","S Minton"
"199","P Agre","K Hammond"
"200","R Alterman","K Hammond"
"201","R Alterman","P Agre"
"202","R Simmons","K Hammond"
"203","R Simmons","P Agre"
"204","R Simmons","R Alterman"
"205","R Firby","K Hammond"
"206","R Firby","P Agre"
"207","R Firby","R Alterman"
"208","R Firby","R Simmons"
"209","J Gwiazda","R Held"
"210","R Baillargeon","R Held"
"211","R Baillargeon","J Gwiazda"
"212","A Diamond","R Held"
"213","A Diamond","J Gwiazda"
"214","A Diamond","R Baillargeon"
"215","J Mehler","R Held"
"216","J Mehler","J Gwiazda"
"217","J Mehler","R Baillargeon"
"218","J Mehler","A Diamond"
"219","A Bobick","W Richards"
"220","K Nakayama","W Richards"
"221","K Nakayama","A Bobick"
"222","A Jepson","W Richards"
"223","A Jepson","A Bobick"
"224","A Jepson","K Nakayama"
"225","S Abney","R Berwick"
"226","B Dorr","R Berwick"
"227","B Dorr","S Abney"
"228","S Fong","R Berwick"
"229","S Fong","S Abney"
"230","S Fong","B Dorr"
"231","M Johnson","R Berwick"
"232","M Johnson","S Abney"
"233","M Johnson","B Dorr"
"234","M Johnson","S Fong"
"235","E Stabler","R Berwick"
"236","E Stabler","S Abney"
"237","E Stabler","B Dorr"
"238","E Stabler","S Fong"
"239","E Stabler","M Johnson"
"240","C Glymour","K Kelly"
"241","E Mingolla","S Grossberg"
"242","M Rudd","S Grossberg"
"243","M Rudd","E Mingolla"
"244","D Bullock","S Grossberg"
"245","D Bullock","E Mingolla"
"246","D Bullock","M Rudd"
"247","G Carpenter","S Grossberg"
"248","G Carpenter","E Mingolla"
"249","G Carpenter","M Rudd"
"250","G Carpenter","D Bullock"
"251","S Huffman","R Lewis"
"252","B John","R Lewis"
"253","B John","S Huffman"
"254","J Laird","R Lewis"
"255","J Laird","S Huffman"
"256","J Laird","B John"
"257","J Lehman","R Lewis"
"258","J Lehman","S Huffman"
"259","J Lehman","B John"
"260","J Lehman","J Laird"
"261","A Newell","R Lewis"
"262","A Newell","S Huffman"
"263","A Newell","B John"
"264","A Newell","J Laird"
"265","A Newell","J Lehman"
"266","P Rosenbloom","R Lewis"
"267","P Rosenbloom","S Huffman"
"268","P Rosenbloom","B John"
"269","P Rosenbloom","J Laird"
"270","P Rosenbloom","J Lehman"
"271","P Rosenbloom","A Newell"
"272","T Simon","R Lewis"
"273","T Simon","S Huffman"
"274","T Simon","B John"
"275","T Simon","J Laird"
"276","T Simon","J Lehman"
"277","T Simon","A Newell"
"278","T Simon","P Rosenbloom"
"279","S Tessler","R Lewis"
"280","S Tessler","S Huffman"
"281","S Tessler","B John"
"282","S Tessler","J Laird"
"283","S Tessler","J Lehman"
"284","S Tessler","A Newell"
"285","S Tessler","P Rosenbloom"
"286","S Tessler","T Simon"
"287","S Kosslyn","D Caplan"
"288","M Gazzaniga","D Caplan"
"289","M Gazzaniga","S Kosslyn"
"290","M Posner","D Caplan"
"291","M Posner","S Kosslyn"
"292","M Posner","M Gazzaniga"
"293","L Squire","D Caplan"
"294","L Squire","S Kosslyn"
"295","L Squire","M Gazzaniga"
"296","L Squire","M Posner"
"297","K Wexler","S Pinker"
"298","S Crain","S Pinker"
"299","S Crain","K Wexler"
"300","M Gopnik","S Pinker"
"301","M Gopnik","K Wexler"
"302","M Gopnik","S Crain"
"303","A Prince","S Pinker"
"304","A Prince","K Wexler"
"305","A Prince","S Crain"
"306","A Prince","M Gopnik"
"307","M Hollander","S Pinker"
"308","M Hollander","K Wexler"
"309","M Hollander","S Crain"
"310","M Hollander","M Gopnik"
"311","M Hollander","A Prince"
"312","J Kim","S Pinker"
"313","J Kim","K Wexler"
"314","J Kim","S Crain"
"315","J Kim","M Gopnik"
"316","J Kim","A Prince"
"317","J Kim","M Hollander"
"318","G Marcus","S Pinker"
"319","G Marcus","K Wexler"
"320","G Marcus","S Crain"
"321","G Marcus","M Gopnik"
"322","G Marcus","A Prince"
"323","G Marcus","M Hollander"
"324","G Marcus","J Kim"
"325","S Prasada","S Pinker"
"326","S Prasada","K Wexler"
"327","S Prasada","S Crain"
"328","S Prasada","M Gopnik"
"329","S Prasada","A Prince"
"330","S Prasada","M Hollander"
"331","S Prasada","J Kim"
"332","S Prasada","G Marcus"
"333","M Ullman","S Pinker"
"334","M Ullman","K Wexler"
"335","M Ullman","S Crain"
"336","M Ullman","M Gopnik"
"337","M Ullman","A Prince"
"338","M Ullman","M Hollander"
"339","M Ullman","J Kim"
"340","M Ullman","G Marcus"
"341","M Ullman","S Prasada"
"342","K Nakayama","P Cavanagh"
"343","J Wolfe","P Cavanagh"
"344","J Wolfe","K Nakayama"
"345","S Yantis","P Cavanagh"
"346","S Yantis","K Nakayama"
"347","S Yantis","J Wolfe"
"348","A Treisman","P Cavanagh"
"349","A Treisman","K Nakayama"
"350","A Treisman","J Wolfe"
"351","A Treisman","S Yantis"
"352","R Alterman","A Graesser"
"353","K Dahlgren","A Graesser"
"354","K Dahlgren","R Alterman"
"355","B Britton","A Graesser"
"356","B Britton","R Alterman"
"357","B Britton","K Dahlgren"
"358","P Broek","A Graesser"
"359","P Broek","R Alterman"
"360","P Broek","K Dahlgren"
"361","P Broek","B Britton"
"362","C Fletcher","A Graesser"
"363","C Fletcher","R Alterman"
"364","C Fletcher","K Dahlgren"
"365","C Fletcher","B Britton"
"366","C Fletcher","P Broek"
"367","R Kreuz","A Graesser"
"368","R Kreuz","R Alterman"
"369","R Kreuz","K Dahlgren"
"370","R Kreuz","B Britton"
"371","R Kreuz","P Broek"
"372","R Kreuz","C Fletcher"
"373","R Roberts","A Graesser"
"374","R Roberts","R Alterman"
"375","R Roberts","K Dahlgren"
"376","R Roberts","B Britton"
"377","R Roberts","P Broek"
"378","R Roberts","C Fletcher"
"379","R Roberts","R Kreuz"
"380","T Trabasso","A Graesser"
"381","T Trabasso","R Alterman"
"382","T Trabasso","K Dahlgren"
"383","T Trabasso","B Britton"
"384","T Trabasso","P Broek"
"385","T Trabasso","C Fletcher"
"386","T Trabasso","R Kreuz"
"387","T Trabasso","R Roberts"
"388","N Stein","A Graesser"
"389","N Stein","R Alterman"
"390","N Stein","K Dahlgren"
"391","N Stein","B Britton"
"392","N Stein","P Broek"
"393","N Stein","C Fletcher"
"394","N Stein","R Kreuz"
"395","N Stein","R Roberts"
"396","N Stein","T Trabasso"
"397","G Klein","S Chipman"
"398","J Swets","S Chipman"
"399","J Swets","G Klein"
"400","P Thagard","S Chipman"
"401","P Thagard","G Klein"
"402","P Thagard","J Swets"
"403","M Cohen","S Chipman"
"404","M Cohen","G Klein"
"405","M Cohen","J Swets"
"406","M Cohen","P Thagard"
"407","J Orasnu","S Chipman"
"408","J Orasnu","G Klein"
"409","J Orasnu","J Swets"
"410","J Orasnu","P Thagard"
"411","J Orasnu","M Cohen"
"412","N Charness","A Ericsson"
"413","Y Anzai","A Ericsson"
"414","Y Anzai","N Charness"
"415","V Patel","A Ericsson"
"416","V Patel","N Charness"
"417","V Patel","Y Anzai"
"418","G Groen","A Ericsson"
"419","G Groen","N Charness"
"420","G Groen","Y Anzai"
"421","G Groen","V Patel"
"422","F Allard","A Ericsson"
"423","F Allard","N Charness"
"424","F Allard","Y Anzai"
"425","F Allard","V Patel"
"426","F Allard","G Groen"
"427","J Starkes","A Ericsson"
"428","J Starkes","N Charness"
"429","J Starkes","Y Anzai"
"430","J Starkes","V Patel"
"431","J Starkes","G Groen"
"432","J Starkes","F Allard"
"433","K Holyoak","A Ericsson"
"434","K Holyoak","N Charness"
"435","K Holyoak","Y Anzai"
"436","K Holyoak","V Patel"
"437","K Holyoak","G Groen"
"438","K Holyoak","F Allard"
"439","K Holyoak","J Starkes"
