"","id","label","measure","CM"
"1",1,"J Kihlstrom",2,"degree"
"2",2,"J Allen",2,"degree"
"3",3,"J Kleer",1,"degree"
"4",4,"J Brown",1,"degree"
"5",5,"K Forbus",2,"degree"
"6",6,"M Johnson",2,"degree"
"7",7,"J Carbonell",2,"degree"
"8",8,"N Quinn",2,"degree"
"9",9,"D McNeill",2,"degree"
"10",10,"G Lakoff",2,"degree"
"11",11,"P Greene",2,"degree"
"12",12,"C Boylls",2,"degree"
"13",13,"B Baars",1,"degree"
"14",14,"D Kramer",1,"degree"
"15",15,"M Selfridge",2,"degree"
"16",16,"R Cummins",1,"degree"
"17",17,"E Dietrich",1,"degree"
"18",18,"P Scott",2,"degree"
"19",19,"P Robertson",2,"degree"
"20",20,"J Morris",2,"degree"
"21",21,"D Dankel",1,"degree"
"22",22,"K Sprague",1,"degree"
"23",23,"J Galambos",1,"degree"
"24",24,"J Black",6,"degree"
"25",25,"E Smith",1,"degree"
"26",26,"D Osherson",1,"degree"
"27",27,"J Pollack",1,"degree"
"28",28,"D Waltz",1,"degree"
"29",29,"L Silver",1,"degree"
"30",30,"L Mazlack",2,"degree"
"31",31,"M Ringle",2,"degree"
"32",32,"N Paz",1,"degree"
"33",33,"J Nutter",2,"degree"
"34",34,"V Abbott",3,"degree"
"35",35,"H Brunner",2,"degree"
"36",36,"C Seifert",2,"degree"
"37",37,"S Robertson",2,"degree"
"38",38,"J Heller",1,"degree"
"39",39,"F Reif",1,"degree"
"40",40,"J Clement",2,"degree"
"41",41,"M Williams",4,"degree"
"42",42,"F Tou",4,"degree"
"43",43,"R Fikes",4,"degree"
"44",44,"A Henderson",4,"degree"
"45",45,"T Malone",4,"degree"
"46",46,"A Collins",1,"degree"
"47",47,"D Gentner",3,"degree"
"48",48,"S Shapiro",2,"degree"
"49",49,"J Martins",2,"degree"
"50",50,"D McKay",2,"degree"
"51",51,"J Carroll",1,"degree"
"52",52,"R Mack",1,"degree"
"53",53,"E Rissland",2,"degree"
"54",54,"Y Anzai",1,"degree"
"55",55,"Y Uesato",1,"degree"
"56",56,"B Britton",1,"degree"
"57",57,"A Tesser",1,"degree"
"58",58,"M Tomita",2,"degree"
"59",59,"B Reiser",2,"degree"
"60",60,"R Abelson",2,"degree"
"61",61,"W Brewer",2,"degree"
"62",62,"N Brown",2,"degree"
"63",63,"L Rips",2,"degree"
"64",64,"S Shevell",2,"degree"
"65",65,"J Kolodner",1,"degree"
"66",66,"L Barsalou",1,"degree"
"67",67,"M Fehling",2,"degree"
"68",68,"K Ehrlich",3,"degree"
"69",69,"E Soloway",2,"degree"
"70",70,"J Lave",2,"degree"
"71",71,"E Scanlon",1,"degree"
"72",72,"T O'Shea",1,"degree"
"73",73,"W Levy",2,"degree"
"74",74,"W Bechtel",1,"degree"
"75",75,"B Ecanow",1,"degree"
"76",76,"J Barnden",2,"degree"
"77",77,"H Kahney",1,"degree"
"78",78,"M Eisenstadt",1,"degree"
"79",79,"J Bonar",2,"degree"
"80",80,"E Solowoy",1,"degree"
"81",81,"A Jones",2,"degree"
"82",82,"P Thagard",2,"degree"
"83",83,"S Grover",2,"degree"
"84",84,"E Hunt",1,"degree"
"85",85,"P Pixton",1,"degree"
"86",86,"R Young",2,"degree"
"87",87,"M Luria",2,"degree"
"88",88,"S Small",2,"degree"
"89",89,"V Areas",2,"degree"
"90",90,"R Granger",2,"degree"
"91",91,"C Riesbeck",1,"degree"
"92",92,"E Hutchins",1,"degree"
"93",93,"R Pfeifer",2,"degree"
"94",94,"H Brownell",3,"degree"
"95",95,"D Michel",3,"degree"
"96",96,"J Powelson",3,"degree"
"97",97,"H Gardner",3,"degree"
"98",98,"D Stephens",2,"degree"
"99",99,"V Rosenthal",2,"degree"
"100",100,"P Bisiacchi",2,"degree"
"101",101,"E Adreewsky",2,"degree"
"102",102,"M Leyton",2,"degree"
"103",103,"Y Sayeki",2,"degree"
"104",104,"G Airenti",2,"degree"
"105",105,"B Bara",2,"degree"
"106",106,"M Colombetti",2,"degree"
"107",107,"M Bar-Hillel",2,"degree"
"108",1,"J Kihlstrom",0.00934579439252336,"close"
"109",2,"J Allen",0.00934579439252336,"close"
"110",3,"J Kleer",0.00943396226415094,"close"
"111",4,"J Brown",0.00943396226415094,"close"
"112",5,"K Forbus",0.00934579439252336,"close"
"113",6,"M Johnson",0.00934579439252336,"close"
"114",7,"J Carbonell",0.00934579439252336,"close"
"115",8,"N Quinn",0.00934579439252336,"close"
"116",9,"D McNeill",0.00934579439252336,"close"
"117",10,"G Lakoff",0.00934579439252336,"close"
"118",11,"P Greene",0.00934579439252336,"close"
"119",12,"C Boylls",0.00934579439252336,"close"
"120",13,"B Baars",0.00943396226415094,"close"
"121",14,"D Kramer",0.00943396226415094,"close"
"122",15,"M Selfridge",0.00934579439252336,"close"
"123",16,"R Cummins",0.00943396226415094,"close"
