V1,V2,authors
0.07804282789271585,-0.014679682640130774,A Abrahamsen
-0.02494430985545979,-0.02698775687543237,A Alishahi
-0.015279437059250455,0.008487153190162777,A Alter
-0.0173156200827401,0.008086399903794107,A Barbosa
-0.006990127401115482,-0.004479659399434078,A Bender
-0.004836859782988942,0.0036025264528152137,A Bradner
0.007549729156440387,-0.01251388612723523,A Buss
-0.03345909072459428,-5.690835881399567e-4,A Cater
0.0773518335113519,-0.014315738641527426,A Chemero
0.009287785746685446,-0.025598833239192723,A Clark
-0.006345023889523064,0.007776246899219357,A D'Angiulli
-0.01813900200220764,0.014340411888438381,A Dils
-0.024944309855461345,-0.026987756875432284,A Fazly
-0.005366066753521561,0.0013242829823756895,A Fischer
-0.022079337254330516,-7.976520613461185e-4,A Fisher
-0.020372596721481357,-0.0051652191118061385,A Frank
-0.011305690677246526,0.006716152932693714,A Ghane
0.015868033342191033,0.009255366386256372,A Goel
0.0031172872595690996,0.13467104601650956,A Graesser
-0.013488713101636778,0.007648689412553727,A Guiral
-0.02332255046805975,0.008777484419072515,A Heckler
-0.020177860006052813,0.0018464392044171259,A Howes
0.14708219572477002,-0.019708747870475045,A L.
-0.01918080422132324,-0.02399058295542334,A Laakso
-0.013713025283195094,0.0033760982847519626,A Lovett
-0.023341331994211182,0.011996478059134438,A Napoli
-0.01709931513204554,-0.009011059064655614,A Pereira
-0.025754014517171304,-0.02391344391935442,A Perlman
0.061790075263990274,-0.012791458893847897,A Pope
-0.025645151118215054,0.017103609583003044,A Pyke
-0.006646019391480607,0.13151296752047167,A Renkl
-0.015279437059250195,0.008487153190162964,A Shah
-0.03789573230448281,-0.036897121295798974,A Sheya
-0.0023259723575267,0.028721595580796552,A Shtulman
-0.023341331994211182,0.011996478059134442,A Stocco
-0.02282182353399095,0.014510220077557836,A Stull
-0.028229445106203527,0.007907456575260319,A Tiwathia
-0.021253531722206523,0.01041621195414007,A Wolf
-0.020362747503634725,0.009939333266228879,A Woodward
-0.020736110322032354,-0.016198219477633134,A Yuille
0.14708219572477,-0.019708747870475052,B
-0.03370724822330138,-0.01005333028156062,B Armstrong
5.216264220979047e-4,0.008270777669059693,B Bara
0.0617900752639903,-0.012791458893847892,B Best
-0.023788232306471202,0.004131293724154087,B Breaux
0.032027378540402135,4.690943403721782e-4,B General
0.027349000759090764,0.143550041200213,B Gholson
-0.02474038088382887,-0.005511961876317589,B Hayes
-0.04144373861728686,-0.015616471536069793,B Johns
-0.02818513612289493,-0.01818335290402157,B Love
0.056495236483354756,0.007364250179081745,B MacWhinney
-0.02386348425297755,-0.012132493810065603,B Malt
-0.03316831009799126,-0.02784300191011829,B McCandliss
-0.025338083729910497,-0.02450574179430685,B McMurray
-0.02002918123265736,1.1016056123273423e-4,B Meder
-0.014741296494336474,-0.0018434440601726558,B Murphy
-0.008897595675501253,5.601519961347591e-4,B Nanay
-0.027210520463723298,-0.006279151600256763,B Rheder
0.08568009749358861,-0.018869956547205868,B Scassellati
-0.02178375303636131,-0.0064725791953751275,B Schultz
-0.02024237119121388,0.00797212598362871,B Veksler
-0.020209990221097273,0.003801994339654795,C Caldwell-Harris
0.022195032190274567,-7.674190627301806e-4,C Chuang
-0.015820069873262264,0.0016782105389006226,C Fausey
0.056495236483354756,0.007364250179081739,C Frederikson
-0.006345023889523058,0.007776246899219352,C Hertzman
-0.024774884507925775,0.015615099372226222,C Holscher
0.009287785746685451,-0.025598833239192695,C Kam
0.041135771340627875,-0.07526985925854048,C Kemp
0.05036052179248482,-0.008373290345046967,C Koch
-0.01965875664695214,0.007640635418843397,C Krumhansl
-0.022325455915348503,0.05195990905496463,C Kurby
0.12972429787764103,0.009952552543717238,C Massey
0.027349000759090754,0.14355004120021306,C O'Donnell
-0.023323766445777983,-0.006394571675533037,C Quam
-0.030107675421164454,-5.081126883153079e-4,C Ros
0.05649523648335474,0.007364250179081728,C Seifart
-0.017746246817187155,-0.003193043848090744,C Sims
-0.018112548042090858,0.008239014625074677,C Thompson
0.015422734464532852,-0.030780973722466236,C Yu
-0.02018517572923982,-0.0034057690767268782,D Baldwin
-0.014872512456754408,0.012671078238510994,D Barker-Plummer
0.15413630765590738,-0.040512194282386046,D Brizan
0.042709768568846423,-0.012931093247356234,D Casasanto
-0.025754014517171315,-0.023913443919354436,D Edwards
0.009287785746685451,-0.02559883323919272,D Freudenthal
-0.02334133199421118,0.01199647805913443,D Fum
0.06155750549154309,-0.014248543853390975,D Gentner
-0.008940602282794788,-0.006243503829113438,D Heussen
-0.02045063637126762,-0.029405311138119616,D Ichinco
-0.02551163461049152,0.009456608948281486,D Lagnado
-0.013933783879514858,0.005718595893843289,D Landy
-0.0064509191561805245,-8.620392486594696e-5,D Mareschal
-0.03413855524626033,0.06597844690757325,D McNamara
0.12972429787764098,0.00995255254371722,D Medin
0.0538856387415075,-9.361169336877056e-4,D Mills
-0.009386558774036236,-0.010521496026276203,D Mirman
-0.028593450782458323,7.932119598419783e-4,D Navarro
-0.01527943705925022,0.00848715319016293,D Oppenheimer
0.007055134199855507,-0.014066981752791799,D Plaut
0.004814613904280108,0.004754295537144207,D Richardson
0.027349000759090764,0.143550041200213,D Schwartz
-0.02332376644577797,-0.006394571675533061,D Swingly
-0.02846940596303516,0.014083859660003925,D Trumpower
0.07035310265423234,-0.008776788134723318,D Weisberg
-0.02910489697326968,-0.009165476405738377,D Yurovsky
0.03101205470221233,6.706388375195414e-4,D Zaitchik
0.09934684706446237,0.04908287615569565,E Albro
-0.0369763739539128,-0.025656184573707105,E Ameel
-0.018395616115803464,0.006764204961167275,E Andonova
-0.015175809681705576,0.008582377159840428,E Bard
-0.0053660667535215595,0.0013242829823756502,E Bonawitz
-0.020362747503634714,0.00993933326622885,E Cannon
-0.020958564379769378,-0.003077565875542862,E Davelaar
0.0015141154284180841,-0.001699712464975278,E Fedorenko
-0.009817009323606508,-0.002160001623343723,E Gibson
-0.024740380883828874,-0.005511961876317612,E Heit
0.14708219572476994,-0.0197087478704751,E Hutchins
